country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role,dedup_notes,temporal_flag,qa_flags
Italy,1986,line_item,MINISTERO DELLA SANITA,Ministero della Sanità,Ministry of Health,,"Legge 17 febbraio 1982, n.41: Piano per la razionalizzazione e lo sviluppo della pesca marittima: — Art. 9 - Contributo ordinario per il funzionamento dell'Istituto centrale per la ricerca scientifica e tecnologica applicata alla pesca marittima (cap. 3571)","Law February 17, 1982, n. 41: Plan for the rationalization and development of maritime fishing: — Art. 9 - Ordinary contribution for the operation of the Central Institute for Scientific and Technological Research Applied to Maritime Fishing (chapter 3571)",1200000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_013.pdf,99,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,MINISTERO DELLA SANITA,Ministero della Sanità,Ministry of Health,,"Legge 11 luglio 1980, n.312: Nuovo assetto retributivo-funzionale del personale civile e militare dello Stato: — Art. 25 (ottavo comma) - Compenso particolare al personale dell'Istituto superiore di sanità (cap. 4509)","Law July 11, 1980, n. 312: New remuneration-functional structure of civil and military personnel of the State: — Art. 25 (eighth paragraph) - Special compensation for personnel of the Superior Health Institute (chapter 4509)",3050000000.0,lira,ITL,direct_rd,include,0.8,1986 19860228_049_SO_013.pdf,99,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,MINISTERO DELLA SANITA,Ministero della Sanità,Ministry of Health,,"Legge 18 marzo 1982, n. 88: Incremento del contributo statale a favore della Lega italiana per la lotta contro i tumori (cap. 2588)","Law March 18, 1982, n. 88: Increase of the state contribution in favor of the Italian League against cancer (chapter 2588)",1200000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_013.pdf,99,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,Ministero della Sanità,Ministero della Sanità,Ministry of Health,,"Contributi da parte di enti, organismi, associazioni ed altre, da destinare alla ricerca scientifica nel settore della sanità.","Contributions from entities, organizations, associations, and others, to be allocated to scientific research in the health sector.",200000000.0,lira,ITL,direct_rd,include,1.0,1986 19860228_049_SO_014.pdf,134,gpt-4o-mini,extract,Funding specifically for scientific research in health.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,Ministero della Ricerca,Ministero della Ricerca,Ministry of Research,,"Spese per studi, indagini e rilevazioni.","Expenses for studies, investigations, and surveys.",10000000000.0,lira,ITL,direct_rd,include,1.0,1986 19860228_049_SO_014.pdf,151,gpt-4o-mini,extract,Funding for research-related studies.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,2,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,PRESIDENCY OF THE COUNCIL OF MINISTERS,,SPESE PER LA RICERCA SCIENTIFICA,EXPENSES FOR SCIENTIFIC RESEARCH,698000000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,161,gpt-4o-mini,extract,Direct funding for scientific research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,2,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,PRESIDENCY OF THE COUNCIL OF MINISTERS,,CONTRIBUTI STRAORDINARI AL CONSIGLIO NAZIONALE DELLE RICERCHE PER L'ATTUAZIONE DI PROGRAMNI SPAZIALI NAZIONALI,EXTRAORDINARY CONTRIBUTIONS TO THE NATIONAL RESEARCH COUNCIL FOR THE IMPLEMENTATION OF NATIONAL SPACE PROGRAMS,187000000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,161,gpt-4o-mini,extract,Funding for national space programs.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,18,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,SERVICES FOR THE COORDINATION OF SCIENTIFIC AND TECHNOLOGICAL RESEARCH,,CONTRIBUTO ALL’ENEA PER IL PROGRAMMA NAZIONALE DI RICERCHE IN ANTARTIDE,CONTRIBUTION TO ENEA FOR THE NATIONAL RESEARCH PROGRAM IN ANTARCTICA,23000000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,162,gpt-4o-mini,extract,Direct funding for Antarctic research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,18,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,SERVICES FOR THE COORDINATION OF SCIENTIFIC AND TECHNOLOGICAL RESEARCH,,SPESE DERIVANTI DALLA RATIFICA ED ESECUZIONE DEGLI ACCORDI FIRMATI A BRUXELLES IL 23 NOVEMBRE 1971 NELL'AMBITO DEL PROGRAMMA EUROPEO DI COOPERAZIONE SCIENTIFICA E TECNOLOGICA,"EXPENSES DERIVING FROM THE RATIFICATION AND EXECUTION OF THE AGREEMENTS SIGNED IN BRUSSELS ON NOVEMBER 23, 1971, UNDER THE EUROPEAN PROGRAM OF SCIENTIFIC AND TECHNOLOGICAL COOPERATION",2415000000.0,lira,ITL,rd_adjacent,include,0.8,1986 19860228_049_SO_014.pdf,162,gpt-4o-mini,extract,Funding for international scientific cooperation.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,section_total,18,SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,SERVICES FOR THE COORDINATION OF SCIENTIFIC AND TECHNOLOGICAL RESEARCH,,TOTALE DELLA RUBRICA 18,TOTAL OF SECTION 18,25415000000.0,lira,ITL,unclear,review,0.5,1986 19860228_049_SO_014.pdf,162,gpt-4o-mini,extract,Mixed-purpose; further breakdown needed.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,section_total,2,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,PRESIDENCY OF THE COUNCIL OF MINISTERS,,TOTALE DEL TITOLO I,TOTAL OF TITLE I,1337095000090.0,lira,ITL,unclear,review,0.5,1986 19860228_049_SO_014.pdf,164,gpt-4o-mini,extract,Mixed-purpose ministry; further breakdown needed.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,VI,ISTRUZIONE E CULTURA,Education and Culture,,RUBRICA 18 - SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,1022500000.0,lira,ITL,direct_rd,include,0.8,1986 19860228_049_SO_014.pdf,166,gpt-4o-mini,extract,Explicitly mentions coordination of scientific research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,section_total,VI,ISTRUZIONE E CULTURA,Education and Culture,,TOTALE DELLA SEZIONE VI,Total for Section VI,485924632000.0,lira,ITL,unclear,review,0.5,1986 19860228_049_SO_014.pdf,166,gpt-4o-mini,extract,Mixed-purpose section; includes education and culture funding.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,X,AZIONE ED INTERVENTI NEL CAMPO ECONOMICO,Action and Interventions in the Economic Field,,RUBRICA 19 - SERVIZI PER IL COORDINAMENTO DELLA RICERCA SCIENTIFICA E TECNOLOGICA,Services for the Coordination of Scientific and Technological Research,2415000000.0,lira,ITL,direct_rd,include,0.8,1986 19860228_049_SO_014.pdf,169,gpt-4o-mini,extract,Explicitly mentions coordination of scientific research.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,X,AZIONE ED INTERVENTI NEL CAMPO ECONOMICO,Action and Interventions in the Economic Field,,"SOMMA DA VERSARE PER L'AUMENTO DEL FONDO DELLE ANTICIPAZIONI DELLO STATO, PREVISTO DAL PRIMO COMMA DELL'ARTICOLO 1 DELLA LEGGE 2 MARZO 1963, N.265, PER L'APPLICAZIONE DELL'ARTICOLO 3 DEL DECRETO-LEGGE 15 DICEMBRE 1951, N.1334, CONVERTITO, CON MODIFICAZIONI, NELLA LEGGE 13 FEBBRAIO 1952, N. 50, A FAVORE DELLE IMPRESE DANNEGGIATE DA PUBBLICHE CALAMITA’","Sum to be paid for the increase of the Fund for State Anticipations, provided for by the first paragraph of Article 1 of Law 2 March 1963, No. 265, for the application of Article 3 of Decree-Law 15 December 1951, No. 1334, converted, with modifications, into Law 13 February 1952, No. 50, in favor of enterprises damaged by public calamities.",28407530000.0,lira,ITL,unclear,review,0.4,1986 19860228_049_SO_014.pdf,203,gpt-4o-mini,extract,Not explicitly R&D but related to economic interventions.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,17,Ricerca e innovazione,Research and Innovation,,PROROGA DELL'ATTIVITA' DI COORDINAMENTO DI CUI ALLA LEGGE N. 73 DEL 1977,Extension of the coordination activity referred to in Law No. 73 of 1977.,800000000.0,lira,ITL,unclear,review,0.5,1986 19860228_049_SO_014.pdf,260,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,17,Ricerca e innovazione,Research and Innovation,,FINANZIAMENTO DELLA PARTECIPAZIONE ITALIANA ALL'APPLICAZIONE PROVVISORIA DI ACCORDI INTERNAZIONALI.,Funding for Italy's participation in the provisional application of international agreements.,4000000000.0,lira,ITL,unclear,review,0.5,1986 19860228_049_SO_014.pdf,260,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,17,Ricerca e innovazione,Research and Innovation,,RIFINANZIAMENTO RICERCHE OCEANOGRAFICHE E STUDI DA EFFETTUARE IN ATTUAZIONE DELL'ACCORDO ITALO-JUGOSLAVO CONTRO L'INQUINAMENTO DELLE ACQUE DEL MARE ADRIATICO.,Refinancing of oceanographic research and studies to be carried out in implementation of the Italian-Yugoslav agreement against pollution of the Adriatic Sea.,600000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,260,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER L'ATTIVITA' DI RICERCA, DI STUDIO E PROGRAMMAZIONE, PER IL RIORGANIZZAMENTO E LA RISTRUTTURAZIONE DEGLI ARCHIVI CENTRALI DEL MINISTERO E PER LA PREPARAZIONE E PUBBLICAZIONE DI STUDI, INDICI D'ARCHIVIO E DOCUMENTI, MEDIANTE UTILIZZO ANCHE DI ESPERTI E LA COLLABORAZIONE DI UNIVERSITA’, ENTI E ISTITUTI SPECIALIZZATI","EXPENSES FOR RESEARCH, STUDY AND PROGRAMMING ACTIVITIES, FOR THE REORGANIZATION AND RESTRUCTURING OF THE CENTRAL ARCHIVES OF THE MINISTRY AND FOR THE PREPARATION AND PUBLICATION OF STUDIES, ARCHIVE INDEXES AND DOCUMENTS, USING ALSO EXPERTS AND IN COLLABORATION WITH UNIVERSITIES, BODIES AND SPECIALIZED INSTITUTES",315000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,382,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,CNR,Consiglio Nazionale delle Ricerche,National Research Council,,"Assegnazione autorizzata a favore del Consiglio nazionale delle ricerche, per l'anno finanziario 1986.",Authorized allocation in favor of the National Research Council for the financial year 1986.,203000000000.0,lira,ITL,science_agency,include,1.0,1986 19860228_049_SO_014.pdf,4,gpt-4o-mini,extract,Funding for research programs approved by the interministerial committee.,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,section_total,MUR,Ministero dell'università e della ricerca,Ministry of University and Research,,Totale generale della spesa dello Stato per l'anno finanziario 1986.,Total general expenditure of the State for the financial year 1986.,448780616388000.0,lira,ITL,science_agency,include,1.0,1986 19860228_049_SO_014.pdf,4,gpt-4o-mini,extract,Includes funding for various research programs.,[italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_macro_total: section aggregate] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,section,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER LAVORI DI RICERCA E SVILUPPO E SERVIZI DI GESTIONE DA EFFETTUARSI IN RELAZIONE ALL'AUTOMAZIONE CON SISTEMA ELETTRONICO DEI SERVIZI DEL MINISTERO DELLA PUBBLICA ISTRUZIONE, NONCHE’ TUTTE LE ALTRE SPESE NECESSARIE PER IL FUNZIONAMENTO OI OETTO SISTEMA PRESSO GLI UFFICI CENTRALI E PERIFERICI DEL MINISTERO","EXPENSES FOR RESEARCH AND DEVELOPMENT WORK AND MANAGEMENT SERVICES TO BE CARRIED OUT IN RELATION TO THE AUTOMATION WITH ELECTRONIC SYSTEM OF THE SERVICES OF THE MINISTRY OF PUBLIC EDUCATION, AS WELL AS ALL OTHER EXPENSES NECESSARY FOR THE OPERATION OF THE SYSTEM AT THE CENTRAL AND PERIPHERAL OFFICES OF THE MINISTRY",65000000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,414,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
Italy,1986,line_item,MURST,Ministero dell'Università e della Ricerca Scientifica e Tecnologica,Ministry of University and Scientific and Technological Research,,"SPESE PER STUDI, INDAGINI, RILEVAZIONI E ATTIVITA’ DI RICERCA IN CAMPO PEDAGOGICO E NELLE TECNOLOGIE EDUCATIVE, PER LA PARTECIPAZIONE ALLE ATTIVITA’ DI STUDIO, DI FORMAZIONE E DI SPERIMENTAZIONE SVOLTE IN COLLABORAZIONE ANCHE CON ORGANIZZAZIONI INTERNAZIONALI. SPESE PER INTERVENTI A FAVORE DI UNIVERSITA’, ENTI E ISTITUTI POSTI SOTTO LA SUA VIGILANZA RELATIVI A STUDI, INDAGINI, RILEVAZIONI E RICERCHE DI INTERESSE DELLA PUBBLICA ISTRUZIONE, DA ESSI CONDOTTI","EXPENSES FOR STUDIES, INVESTIGATIONS, SURVEYS AND RESEARCH ACTIVITIES IN THE FIELD OF PEDAGOGY AND EDUCATIONAL TECHNOLOGIES, FOR PARTICIPATION IN STUDY, TRAINING AND EXPERIMENTATION ACTIVITIES CARRIED OUT IN COLLABORATION WITH INTERNATIONAL ORGANIZATIONS. EXPENSES FOR INTERVENTIONS IN FAVOR OF UNIVERSITIES, BODIES AND INSTITUTES UNDER ITS SUPERVISION RELATING TO STUDIES, INVESTIGATIONS, SURVEYS AND RESEARCH OF INTEREST TO PUBLIC EDUCATION, CARRIED OUT BY THEM",2400000000.0,lira,ITL,direct_rd,include,0.9,1986 19860228_049_SO_014.pdf,414,gpt-4o-mini,extract,,[italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] [italy_pre1997_scanned: expect garbled/empty OCR from rotated-column Gazzetta Ufficiale] ,,,"Outlier: year total 452,708,268,493,165 outside [-53,498,105,659,668, 71,331,122,705,936]",ok
