year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_method,trace_excerpt,series_notes
1991,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1992,ASI — Agenzia Spaziale Italiana,science_agency,800000000000.0,lira,ITL,line_item,1992 19911231_305_SO_094.pdf,902,Data/input/finance_bills/Italy/1992 19911231_305_SO_094.pdf,,AMOUNT TO BE ASSIGNED TO THE ITALIAN SPACE AGENCY,covered_by_final_series,,,"Italian Space Agency, established 1988."
1992,CNR — Consiglio Nazionale delle Ricerche,science_agency,1110000000000.0,lira,ITL,line_item,1992 19911231_305_SO_094.pdf,902,Data/input/finance_bills/Italy/1992 19911231_305_SO_094.pdf,,CONTRIBUTION TO THE NATIONAL RESEARCH COUNCIL,covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1992,ENEA,science_agency,9200000000.0,lira,ITL,line_item,1992 19911231_305_SO_094.pdf,748,Data/input/finance_bills/Italy/1992 19911231_305_SO_094.pdf,,Funds to be transferred to ENEA for the development of activities aimed at improving energy development processes,covered_by_final_series,,,Energy and environment research agency. MUR-supervised.
1992,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,825900217000.0,lira,ITL,program_total,1992 19911231_305_SO_094.pdf,709,Data/input/finance_bills/Italy/1992 19911231_305_SO_094.pdf,,Ordinary Fund for Research Entities,covered_by_final_series,,,"Main block grant to MUR-supervised research institutes (CNR, ENEA, ASI, INFN, INAF)."
1992,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,400000000000.0,lira,ITL,line_item,1992 19911231_305_SO_094.pdf,902,Data/input/finance_bills/Italy/1992 19911231_305_SO_094.pdf,,AMOUNT TO BE ASSIGNED TO THE NATIONAL INSTITUTE OF NUCLEAR PHYSICS,covered_by_final_series,,,National nuclear physics institute. MUR-supervised.
1992,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1993,ASI — Agenzia Spaziale Italiana,science_agency,800000000.0,lira,ITL,line_item,1993 19921229_304_SO_135.pdf,42,Data/input/finance_bills/Italy/1993 19921229_304_SO_135.pdf,,"Law May 30, 1988, n. 186: Establishment of the Italian Space Agency",covered_by_final_series,,,"Italian Space Agency, established 1988."
1993,CNR — Consiglio Nazionale delle Ricerche,science_agency,1090000000000.0,lira,ITL,line_item,1993 19921229_304_SO_136.pdf,868,Data/input/finance_bills/Italy/1993 19921229_304_SO_136.pdf,,CONTRIBUTION TO THE NATIONAL RESEARCH COUNCIL,covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1993,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1993,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1993,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,440000000000.0,lira,ITL,line_item,1993 19921229_304_SO_136.pdf,868,Data/input/finance_bills/Italy/1993 19921229_304_SO_136.pdf,,CONTRIBUTION TO THE NATIONAL INSTITUTE OF NUCLEAR PHYSICS,covered_by_final_series,,,National nuclear physics institute. MUR-supervised.
1993,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1994,ASI — Agenzia Spaziale Italiana,science_agency,800000000000.0,lira,ITL,line_item,1994 19931228_303_SO_122.pdf,730,Data/input/finance_bills/Italy/1994 19931228_303_SO_122.pdf,,Contribution to the Italian Space Agency,covered_by_final_series,,,"Italian Space Agency, established 1988."
1994,CNR — Consiglio Nazionale delle Ricerche,science_agency,1047000000000.0,lira,ITL,line_item,1994 19931228_303_SO_121.pdf,126,Data/input/finance_bills/Italy/1994 19931228_303_SO_121.pdf,,Contribution to CNR (National Research Council),covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1994,ENEA,science_agency,550000000000.0,lira,ITL,line_item,1994 19931228_303_SO_122.pdf,623,Data/input/finance_bills/Italy/1994 19931228_303_SO_122.pdf,,"Contribution to the Agency for New Technologies, Energy and the Environment (E.N.E.A.)",covered_by_final_series,,,Energy and environment research agency. MUR-supervised.
1994,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,80000000000.0,lira,ITL,program_total,1994 19931228_303_SO_122.pdf,691,Data/input/finance_bills/Italy/1994 19931228_303_SO_122.pdf,,Ordinary Fund for Research Entities,covered_by_final_series,,,"Main block grant to MUR-supervised research institutes (CNR, ENEA, ASI, INFN, INAF)."
1994,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,400000000000.0,lira,ITL,line_item,1994 19931228_303_SO_121.pdf,132,Data/input/finance_bills/Italy/1994 19931228_303_SO_121.pdf,,Contribution to the National Institute of Nuclear Physics (INFN) for the five-year activity plan 1989-1993,covered_by_final_series,,,National nuclear physics institute. MUR-supervised.
1994,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1995,ASI — Agenzia Spaziale Italiana,science_agency,850000000000.0,lira,ITL,line_item,1995 19941230_304_SO_175.pdf,747,Data/input/finance_bills/Italy/1995 19941230_304_SO_175.pdf,,CONTRIBUTION TO THE ITALIAN SPACE AGENCY,covered_by_final_series,,,"Italian Space Agency, established 1988."
1995,CNR — Consiglio Nazionale delle Ricerche,science_agency,788000000000.0,lira,ITL,line_item,1995 19941230_304_SO_174.pdf,90,Data/input/finance_bills/Italy/1995 19941230_304_SO_174.pdf,,Contribution to the C.N.R. (National Research Council),covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1995,ENEA,science_agency,450000000.0,lira,ITL,line_item,1995 19941230_304_SO_175.pdf,640,Data/input/finance_bills/Italy/1995 19941230_304_SO_175.pdf,,"Contribution to the Agency for New Technologies, Energy and Sustainable Economic Development (E.N.E.A.)",covered_by_final_series,,,Energy and environment research agency. MUR-supervised.
1995,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,Key competitive R&D fund (FIRST 2007+; FAR and FIRB pre-2007 predecessors).; dropped after Italy audit: weak FIRST/FAR/FIRB text match
1995,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,15000000000.0,lira,ITL,program_total,1995 19941230_304_SO_175.pdf,603,Data/input/finance_bills/Italy/1995 19941230_304_SO_175.pdf,,Ordinary Fund for Research Entities,covered_by_final_series,,,"Main block grant to MUR-supervised research institutes (CNR, ENEA, ASI, INFN, INAF)."
1995,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,469000000000.0,lira,ITL,line_item,1995 19941230_304_SO_174.pdf,121,Data/input/finance_bills/Italy/1995 19941230_304_SO_174.pdf,,Contribution to the National Institute of Nuclear Physics (INFN) for the five-year activity plan 1989-1993 (cap. 7508/University and Research),covered_by_final_series,,,National nuclear physics institute. MUR-supervised.
1995,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1996,ASI — Agenzia Spaziale Italiana,science_agency,385950000000.0,lira,ITL,line_item,1996 19951229_302_SO_154.pdf,739,Data/input/finance_bills/Italy/1996 19951229_302_SO_154.pdf,,Contribution to the Italian Space Agency for National and Bilateral Programs,covered_by_final_series,,,"Italian Space Agency, established 1988."
1996,CNR — Consiglio Nazionale delle Ricerche,science_agency,1050000000000.0,lira,ITL,line_item,1996 19951229_302_SO_154.pdf,739,Data/input/finance_bills/Italy/1996 19951229_302_SO_154.pdf,,Contribution to the National Research Council,covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1996,ENEA,science_agency,9700000000.0,lira,ITL,line_item,1996 19951229_302_SO_153.pdf,147,Data/input/finance_bills/Italy/1996 19951229_302_SO_153.pdf,,Contribution to ENEA for the IGNITOR program,covered_by_final_series,,,Energy and environment research agency. MUR-supervised.
1996,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,50000000000.0,lira,ITL,line_item,1996 19951229_302_SO_154.pdf,703,Data/input/finance_bills/Italy/1996 19951229_302_SO_154.pdf,,Fund for Investments in Scientific and Technological Research,covered_by_final_series,,,Key competitive R&D fund (FIRST 2007+; FAR and FIRB pre-2007 predecessors).
1996,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,43150000000.0,lira,ITL,program_total,1996 19951229_302_SO_154.pdf,732,Data/input/finance_bills/Italy/1996 19951229_302_SO_154.pdf,,Ordinary Fund for Research Entities,covered_by_final_series,,,"Main block grant to MUR-supervised research institutes (CNR, ENEA, ASI, INFN, INAF)."
1996,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,500000000.0,lira,ITL,line_item,1996 19951229_302_SO_154.pdf,739,Data/input/finance_bills/Italy/1996 19951229_302_SO_154.pdf,,Contribution to the National Institute for Nuclear Physics (INFN),covered_by_final_series,,,National nuclear physics institute. MUR-supervised.
1996,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
1997,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1997,CNR — Consiglio Nazionale delle Ricerche,science_agency,1000000000000.0,lira,ITL,line_item,1997 19961228_303_SO_233.pdf,178,Data/input/finance_bills/Italy/1997 19961228_303_SO_233.pdf,,Contribution to the C.N.R.,covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
1997,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1997,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after Italy audit: weak FIRST/FAR/FIRB text match
1997,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1997,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
1997,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2009,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,CNR — Consiglio Nazionale delle Ricerche,science_agency,213626000.0,euro,EUR,line_item,2009 20081230_303_SO_286.pdf,534,Data/input/finance_bills/Italy/2009 20081230_303_SO_286.pdf,,Reorganization of the National Research Council (C.N.R.),covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
2009,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,Key competitive R&D fund (FIRST 2007+; FAR and FIRB pre-2007 predecessors).; dropped after Italy audit: weak FIRST/FAR/FIRB text match
2009,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,INAF — Istituto Nazionale di Astrofisica,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2009,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2009,PRIN — Progetti di Rilevante Interesse Nazionale,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,CNR — Consiglio Nazionale delle Ricerche,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,550000000.0,euro,EUR,line_item,2010 20091230_302_SO_244.pdf,63,Data/input/finance_bills/Italy/2010 20091230_302_SO_244.pdf,,Fund for Investments in Scientific and Technological Research,covered_by_final_series,,,Key competitive R&D fund (FIRST 2007+; FAR and FIRB pre-2007 predecessors).
2010,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,489789000.0,euro,EUR,line_item,2010 20091230_302_SO_244.pdf,53,Data/input/finance_bills/Italy/2010 20091230_302_SO_244.pdf,,Ordinary Fund for Research Entities,covered_by_final_series,,,"Main block grant to MUR-supervised research institutes (CNR, ENEA, ASI, INFN, INAF)."
2010,INAF — Istituto Nazionale di Astrofisica,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2010,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2010,Missione 17 — Ricerca e innovazione,direct_rd,,,,,,,,,,covered_by_final_series,,,"Cross-ministry R&D mission code (2010+ budget reform). Appears under MUR, health, environment, culture.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2010,PRIN — Progetti di Rilevante Interesse Nazionale,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2013,ASI — Agenzia Spaziale Italiana,science_agency,2828009000.0,euro,EUR,line_item,2013 20121229_302_SO_212.pdf,240,Data/input/finance_bills/Italy/2013 20121229_302_SO_212.pdf,,Italian Space Agency,covered_by_final_series,,,"Italian Space Agency, established 1988."
2013,CNR — Consiglio Nazionale delle Ricerche,science_agency,,,,,,,,,,covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.; dropped after Italy audit: exceeds conservative EUR cap for this institutional series
2013,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2013,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after Italy audit: weak FIRST/FAR/FIRB text match
2013,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2013,INAF — Istituto Nazionale di Astrofisica,science_agency,1038216000.0,euro,EUR,line_item,2013 20121229_302_SO_212.pdf,240,Data/input/finance_bills/Italy/2013 20121229_302_SO_212.pdf,,National Institute of Astrophysics,covered_by_final_series,,,"National astrophysics institute, created 2002."
2013,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,National nuclear physics institute. MUR-supervised.; dropped after Italy audit: exceeds conservative EUR cap for this institutional series
2013,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2013,Missione 17 — Ricerca e innovazione,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability
2013,PRIN — Progetti di Rilevante Interesse Nazionale,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,CNR — Consiglio Nazionale delle Ricerche,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after Italy audit: weak FIRST/FAR/FIRB text match
2015,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,INAF — Istituto Nazionale di Astrofisica,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2015,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2015,Missione 17 — Ricerca e innovazione,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability
2015,PRIN — Progetti di Rilevante Interesse Nazionale,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,CNR — Consiglio Nazionale delle Ricerche,science_agency,2582284000.0,euro,EUR,line_item,2016 20151230_302_SO_071.pdf,14,Data/input/finance_bills/Italy/2016 20151230_302_SO_071.pdf,,"Authorized allocation in favor of the National Research Council for the financial year 2016, including the amount, determined at a maximum of 2,582,284 euros, in favor of the Institute of Cell Biology for international activities related to the Monterotondo area.",covered_by_final_series,,,Italy's main multidisciplinary research council. MUR-supervised.
2016,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; dropped after Italy audit: weak FIRST/FAR/FIRB text match
2016,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,INAF — Istituto Nazionale di Astrofisica,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,INFN — Istituto Nazionale di Fisica Nucleare,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2016,Ministero dell'università e della ricerca (MUR/MIUR/MURST),ministry,,,,,,,,,,covered_by_final_series,,,"Italy's main R&D ministry: MURST 1989–1999, MIUR 1999–2020, MUR 2020+.; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability"
2016,Missione 17 — Ricerca e innovazione,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year; excluded from final Italy panel: broad ministry/mission aggregate retained only for audit traceability
2016,PRIN — Progetti di Rilevante Interesse Nazionale,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2017,ASI — Agenzia Spaziale Italiana,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2017,CNR — Consiglio Nazionale delle Ricerche,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2017,ENEA,science_agency,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
2017,FIRST / FAR / FIRB — Fondi per la ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,Key competitive R&D fund (FIRST 2007+; FAR and FIRB pre-2007 predecessors).; dropped after Italy audit: exceeds conservative EUR cap for this institutional series
2017,FOE — Fondo Ordinario per gli Enti di ricerca,direct_rd,,,,,,,,,,covered_by_final_series,,,gap: no matching rows in this year
