country,year,source_file,run_status,run_log_rows_extracted,docx_results_rows,docx_audit_in_series_rows,extracted_entities,missing_agencies_from_queue,year_issue_label,year_document_change_flag,country_document_change_signal,document_change_note,diagnosis_excerpt,recommended_action
Mexico,2011,2011 07122010-MAT.pdf,ran_with_rows,57,58,28,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Centros Públicos de Investigación CONACYT (Mexico) | College of the Northern Border,Centros Públicos de Investigación CONACYT (Mexico),Outlier or unit/currency break,False,False,,"Year absent from raw_rows, but extracted results contain a matching text row for this agency-year in 2011 07122010-MAT.pdf without a defendable numeric total. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (1,882,976,326 in 2011 07122010-MAT.pdf). The gap is downstream of extraction. | Amount 73,800,000 outside expected range [217,282,223 – 2,227,583,744] (IQR × 3.0) within MXN observations. Possible current/prior year confusion or unit error.",Verify unit/scale against the source page before accepting the value into the final panel.
Mexico,2012,2012 12122011-MAT.pdf,ran_with_rows,37,62,31,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | College of the Northern Border | College of the Southern Border,IPN — Instituto Politécnico Nacional (Mexico),Outlier or unit/currency break,False,False,,"Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document. | Amount 710 outside expected range [217,282,223 – 2,227,583,744] (IQR × 3.0) within MXN observations. Possible current/prior year confusion or unit error.",Verify unit/scale against the source page before accepting the value into the final panel.
Mexico,2013,2013 27122012-MAT.pdf,ran_with_rows,35,35,18,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | College of the Northern Border | College of the Southern Border,Centros Públicos de Investigación CONACYT (Mexico),Needs targeted re-extraction,False,False,,"Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document.",Coverage still incomplete: re-run targeted recovery or add a country-specific mapping/override.
Mexico,2014,2014 03122013-MAT.pdf,ran_with_rows,38,45,21,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Centros Públicos de Investigación CONACYT (Mexico) | College of the Northern Border,Centros Públicos de Investigación CONACYT (Mexico),Raw rows exist but need reclassification,False,False,,"Year absent from raw_rows, but extracted results contain a matching text row for this agency-year in 2014 03122013-MAT.pdf without a defendable numeric total. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (2,004,433,950 in 2014 03122013-MAT.pdf). The gap is downstream of extraction. | Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document.",Downstream fix: review canonical matching/selection against extracted rows already present.
Mexico,2015,2015 03122014-MAT.pdf,ran_with_rows,12,33,22,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Centros Públicos de Investigación CONACYT (Mexico) | College of the Northern Border | College of the Southern Border,IPN — Instituto Politécnico Nacional (Mexico),Needs targeted re-extraction,False,False,,"Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document.",Coverage still incomplete: re-run targeted recovery or add a country-specific mapping/override.
Mexico,2016,2016 27112015-MAT.pdf,ran_with_rows,46,51,20,CIATEQ Advanced Technology Center | CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Chapingo Autonomous University | College of the Northern Border,Centros Públicos de Investigación CONACYT (Mexico),Raw rows exist but need reclassification,False,False,,"Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (6,288,169,769 in 2016 27112015-MAT.pdf). The gap is downstream of extraction.",Downstream fix: review canonical matching/selection against extracted rows already present.
Mexico,2017,2017 30112016-MAT.pdf,ran_with_rows,36,43,22,"CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Centros Públicos de Investigación CONACYT (Mexico) | INIFAP — Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Mexico) | ININ — Instituto Nacional de Investigaciones Nucleares (Mexico)",,Outlier or unit/currency break,False,False,,"Amount 1,500,000,000 outside expected range [-103,502,625 – 707,013,858] (IQR × 3.0) within MXN observations. Possible current/prior year confusion or unit error. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (300,000,000 in 2017 30112016-MAT.pdf). The gap is downstream of extraction. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (400,000,000 in 2017 30112016-MAT.pdf). The gap is downstream of extraction.",Verify unit/scale against the source page before accepting the value into the final panel.
Mexico,2018,2018 29112017-MAT.pdf,ran_with_rows,28,39,24,"CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | Centros Públicos de Investigación CONACYT (Mexico) | INIFAP — Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Mexico) | ININ — Instituto Nacional de Investigaciones Nucleares (Mexico)",,No major unresolved issue,False,False,,,No action needed.
Mexico,2020,2020 11122019-MAT.pdf,ran_with_rows,12,17,15,"CIMAT — Centro de Investigación en Matemáticas (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | INIFAP — Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Mexico) | ININ — Instituto Nacional de Investigaciones Nucleares (Mexico) | IPN — Instituto Politécnico Nacional (Mexico) | Mexican Space Agency | UNAM — Universidad Nacional Autónoma de México (Mexico)",Centros Públicos de Investigación CONACYT (Mexico),Raw rows exist but need reclassification,False,False,,"Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (25,658,798,449 in 2020 11122019-MAT.pdf). The gap is downstream of extraction. | Year absent from raw_rows, but mexico_docx_results.csv already has extracted rows for this year. The missing agency likely reflects coverage/matching limits in the extracted results rather than an unparsed document. | Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (4,362,211,241 in 2020 11122019-MAT.pdf). The gap is downstream of extraction.",Downstream fix: review canonical matching/selection against extracted rows already present.
Mexico,2021,2021 .pdf,ran_with_rows,24,29,16,"CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | CONACYT / CONAHCyT — Ramo 38 (Mexico) | INIFAP — Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Mexico) | ININ — Instituto Nacional de Investigaciones Nucleares (Mexico) | IPN — Instituto Politécnico Nacional (Mexico)",,Raw rows exist but need reclassification,False,False,,"Year absent from raw_rows, but extracted results already contain a matching row for this agency-year (3,147,042,279 in 2021 .pdf). The gap is downstream of extraction.",Downstream fix: review canonical matching/selection against extracted rows already present.
Mexico,2024,2024 25112023-VES.pdf,ran_with_rows,21,29,15,"CICY — Centro de Investigación Científica de Yucatán (Mexico) | CIMAT — Centro de Investigación en Matemáticas (Mexico) | CIMAV — Centro de Investigación en Materiales Avanzados (Mexico) | CINVESTAV — Centro de Investigación y Estudios Avanzados (Mexico) | INIFAP — Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Mexico) | ININ — Instituto Nacional de Investigaciones Nucleares (Mexico) | IPN — Instituto Politécnico Nacional (Mexico) | Mexican Space Agency",,No major unresolved issue,False,False,,,No action needed.
