year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,series_notes
2025,Callaghan Innovation,science_agency,95479000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Callaghan Innovation - Operations,verified_against_compiled_series,"554,800 | Science, Innovation and Technology: | Callaghan Innovation - Operations | 95,479 | Science, Innovation and Technology: | Contract Management",Tracks the comparable agency / operations appropriation. Excludes early strategic-investment rows.
2016,Catalyst Fund (New Zealand),rd_fund,12675000.0,dollar,NZD,program_total,2016_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2016_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_46a192ff6d77__2016_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"Energy Agency Contribution | 150 | Science and Innovation: Catalyst Fund | 12,675 | Science and Innovation: Māori Innovation | Fund",
2017,Catalyst Fund (New Zealand),rd_fund,13351000.0,dollar,NZD,program_total,2017_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2017_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a346dcfa253__2017_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"Energy Agency Contribution | 150 | Science and Innovation: Catalyst Fund | 13,351 | Science and Innovation: Regional | Research Institutes",
2018,Catalyst Fund (New Zealand),rd_fund,8251000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"Research, Science and Innovation: | Catalyst Fund | 8,251 | Research, Science and Innovation: | Regional Research Institutes",
2019,Catalyst Fund (New Zealand),rd_fund,17451000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"Energy and Resources: International | Energy Agency Contribution | 248 | Māori Development: Māori Innovation | Fund | 1,000 | Research, Science and Innovation: Catalyst | Fund | 17,451 | Research, Science and Innovation:",
2020,Catalyst Fund (New Zealand),rd_fund,34751000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Catalyst Fund",verified_against_compiled_series,"8,400 | Impairment of Debt and Debt Write Offs | 225 | Maori Development: Maori Innovation | Fund | 1,000 | Research, Science and Innovation: | Catalyst Fund | 34,751 | Research, Science and Innovation:",
2021,Catalyst Fund (New Zealand),rd_fund,36501000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,11.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"1,000 | Research, Science and Innovation: | Catalyst Fund | 36,501 | Research, Science and Innovation: | Regional Research Institutes",
2022,Catalyst Fund (New Zealand),rd_fund,45251000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"1,000 | Research, Science and Innovation: | Catalyst Fund | 45,251 | Research, Science and Innovation: | Innovation Development Grant",
2023,Catalyst Fund (New Zealand),rd_fund,35751000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"1,000 | Research, Science and Innovation: | Catalyst Fund | 35,751 | Research, Science and Innovation: | Innovative Partnerships Strategic",
2024,Catalyst Fund (New Zealand),rd_fund,52961000.0,dollar,NZD,program_total,2024_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2024_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_03fa7bcc1884__2024_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"2,000 | Science, Innovation and Technology: | Catalyst Fund | 52,961 | Science, Innovation and Technology: | Innovative Partnerships Strategic",
2025,Catalyst Fund (New Zealand),rd_fund,41441000.0,dollar,NZD,line_item,2025_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2025_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b985008ddcba__2025_Appropriation_Estimates_Act.txt.gz,Catalyst Fund,verified_against_compiled_series,"2,000 | Science, Innovation and Technology: | Catalyst Fund | 41,441 | Tourism and Hospitality: Ngā Haerenga, | The New Zealand Cycle Trail Fund",
2011,Crown Research Institutes (New Zealand),science_agency,215145000.0,dollar,NZD,program_total,2011_Appropriation Estimates Act.pdf,48.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2011_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_815c4695074b__2011_Appropriation_Estimates_Act.txt.gz,Crown Research Institute Core Funding,verified_against_compiled_series,Biological Industries Research | CRI Capability Fund | Crown Research Institute Core Funding | Energy and Minerals Research | Engaging New Zealanders with Science and | Technology,Explicit CRI core-funding rows only; avoids indirect vote components.
2012,Crown Research Institutes (New Zealand),science_agency,220145000.0,dollar,NZD,program_total,2012_Appropriation Estimates Act.pdf,45.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2012_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ef18c8184c27__2012_Appropriation_Estimates_Act.txt.gz,Crown Research Institute Core Funding,verified_against_compiled_series,"35,272 | 233 | Non-departmental output | expenses | Biological Industries Research | 105,637 | Crown Research Institute Core | Funding | 220,145 | Energy and Minerals Research",Explicit CRI core-funding rows only; avoids indirect vote components.
2013,Crown Research Institutes (New Zealand),science_agency,201622000.0,dollar,NZD,program_total,2013_Appropriation Estimates Act.pdf,45.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2013_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f7828e074f81__2013_Appropriation_Estimates_Act.txt.gz,Crown Research Institute Core Funding,verified_against_compiled_series,"Development Contract | Management | 6,256 | Callaghan Innovation Strategic | Investment | 18,523 | Crown Research Institute Core | Funding | 201,622 | Energy and Minerals Research",Explicit CRI core-funding rows only; avoids indirect vote components.
2014,Crown Research Institutes (New Zealand),science_agency,201622000.0,dollar,NZD,line_item,2014_Appropriation Estimates Act.pdf,30.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2014_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_b6ba75466563__2014_Appropriation_Estimates_Act.txt.gz,Crown Research Institute Core Funding,verified_against_compiled_series,"ment | 19,523 | Crown Research Institute Core Funding | 201,622 | Energy and Minerals Research | 11,645",Explicit CRI core-funding rows only; avoids indirect vote components.
2015,Crown Research Institutes (New Zealand),science_agency,201622000.0,dollar,NZD,program_total,2015_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2015_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_5178008fefe9__2015_Appropriation_Estimates_Act.txt.gz,Science and Innovation: Crown Research Institute Core Funding,verified_against_compiled_series,"Science and Innovation: Building Business | Innovation | 32,378 | Science and Innovation: Business Research | and Development Contract Management | 7,750 | Science and Innovation: Crown Research | Institute Core Funding | 201,622 | Science and Innovation: Energy and",Explicit CRI core-funding rows only; avoids indirect vote components.
1975,DSIR (New Zealand),science_agency,,,,,,,,,,gap_in_final_series,,Dedicated science agency in the pre-CRI era.
1976,DSIR (New Zealand),science_agency,177645000.0,dollar,NZD,section_total,1976 aa19761976n145203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1976 aa19761976n145203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_8952f9040fbb__1976_aa19761976n145203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,Rural Banking and Finance Corporation | 27 | Scientific and Industrial Research (Programme I) | 28 | Security Intelligence Service | 29,Dedicated science agency in the pre-CRI era.
1977,DSIR (New Zealand),science_agency,,,,,,,,,,gap_in_final_series,,Dedicated science agency in the pre-CRI era.
1978,DSIR (New Zealand),science_agency,42785000.0,dollar,NZD,section_total,1978 aa19781978n84203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1978 aa19781978n84203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_de5cd84ab03a__1978_aa19781978n84203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"228 | 27 | Scientific and Industrial Research · . | · . | 42,785 | 235",Dedicated science agency in the pre-CRI era.
1979,DSIR (New Zealand),science_agency,51090000.0,dollar,NZD,section_total,1979 aa19791979n45203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1979 aa19791979n45203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_7986ef9d1a51__1979_aa19791979n45203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"240 | 27 | Scientific and Industrial Research | · . | · . | 51,090",Dedicated science agency in the pre-CRI era.
1980,DSIR (New Zealand),science_agency,65460000.0,dollar,NZD,section_total,1980 aa19801980n46203.pdf,263.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1980 aa19801980n46203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_6a7b044c3f78__1980_aa19801980n46203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"256 | 28 | Scientific and Industrial Research | 65,460 | 263 | 29",Dedicated science agency in the pre-CRI era.
1981,DSIR (New Zealand),science_agency,81305000.0,dollar,NZD,section_total,1981 aa19811981n133203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1981 aa19811981n133203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_8fc3f53f79c2__1981_aa19811981n133203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"268 | 28 | Scientific and Industrial Research | · . | · . | 81,305",Dedicated science agency in the pre-CRI era.
1982,DSIR (New Zealand),science_agency,98030000.0,dollar,NZD,section_total,1982 aa19821982n184203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1982 aa19821982n184203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_d71216824685__1982_aa19821982n184203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"289 | 29 | Scientific and Industrial Research | ... | '"" | 98,030",Dedicated science agency in the pre-CRI era.
1983,DSIR (New Zealand),science_agency,100915000.0,dollar,NZD,section_total,1983 aa19831983n154203.pdf,305.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1983 aa19831983n154203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_17805d0cf04c__1983_aa19831983n154203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"298 | 29 | Scientific and Industrial Research | · . | · . | 100,915",Dedicated science agency in the pre-CRI era.
1984,DSIR (New Zealand),science_agency,,,,,,,,,,gap_in_final_series,,Dedicated science agency in the pre-CRI era.
1985,DSIR (New Zealand),science_agency,107215000.0,dollar,NZD,section_total,1985 aa19851985n58203.pdf,4.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1985 aa19851985n58203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_ed3b8d2647d4__1985_aa19851985n58203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"297 | 30 | Scientific and Industrial Research | · . | · . | 107,215",Dedicated science agency in the pre-CRI era.
1986,DSIR (New Zealand),science_agency,147781000.0,dollar,NZD,section_total,1986 aa19861986n125203.pdf,215.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1986 aa19861986n125203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_c94cd07369a3__1986_aa19861986n125203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,Police | Post Office | Scientific and Industrial Research | Social Welfare | State Insurance | Tourist and Publicity,Dedicated science agency in the pre-CRI era.
1987,DSIR (New Zealand),science_agency,156776000.0,dollar,NZD,section_total,1987 aa19871987n198203.pdf,216.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1987 aa19871987n198203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_4b4ad138990d__1987_aa19871987n198203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"210 | 35 | Scientific and Industrial Research | · . | 156,776 | 216",Dedicated science agency in the pre-CRI era.
1989,DSIR (New Zealand),science_agency,185558000.0,dollar,NZD,section_total,1989 aa19881988n152203.pdf,197.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1989 aa19881988n152203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_12e413f68f5e__1989_aa19881988n152203.txt.gz,Total for Scientific and Industrial Research,verified_against_compiled_series,"197 | 38 | Scientific and Industrial Research | · . | 185,558 | 201",Dedicated science agency in the pre-CRI era.
1990,DSIR (New Zealand),science_agency,41877000.0,dollar,NZD,line_item,1990 aa19901990n38203.pdf,16.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/1990 aa19901990n38203.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_0ad3ec780d1b__1990_aa19901990n38203.txt.gz,Scientific and Industrial Research,verified_against_compiled_series,1 | - | Scientific and Industrial Research Scientific and Industrial Research | 485-488 | - | 21,Dedicated science agency in the pre-CRI era.
2018,Endeavour Fund (New Zealand),rd_fund,216363000.0,dollar,NZD,program_total,2018_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2018_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_396e02db9140__2018_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"13,000 | Research, Science and Innovation: | Endeavour Fund | 216,363 | Research, Science and Innovation: Health | Research Fund",Explicit modern contestable science fund visible in estimates acts.
2019,Endeavour Fund (New Zealand),rd_fund,223236000.0,dollar,NZD,program_total,2019_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2019_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_1e4f80dc63ee__2019_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"8,000 | Research, Science and Innovation: | Endeavour Fund | 223,236 | Research, Science and Innovation: Health | Research Fund",Explicit modern contestable science fund visible in estimates acts.
2020,Endeavour Fund (New Zealand),rd_fund,242712000.0,dollar,NZD,program_total,2020_Appropriation Estimates Act.pdf,8.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2020_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_372745993e00__2020_Appropriation_Estimates_Act.txt.gz,"Research, Science and Innovation: Endeavour Fund",verified_against_compiled_series,"Industry Governance and Market | Operations | 76,936 | Energy and Resources: Energy Efficiency | and Conservation | 33,774 | Research, Science and Innovation: | Endeavour Fund | 242,712 | Research, Science and Innovation: Health",Explicit modern contestable science fund visible in estimates acts.
2021,Endeavour Fund (New Zealand),rd_fund,227665000.0,dollar,NZD,program_total,2021_Appropriation Estimates Act.pdf,10.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2021_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_50aa5a505213__2021_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"51,770 | Research, Science and Innovation: | Endeavour Fund | 227,665 | Research, Science and Innovation: | Health Research Fund",Explicit modern contestable science fund visible in estimates acts.
2022,Endeavour Fund (New Zealand),rd_fund,230257000.0,dollar,NZD,program_total,2022_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2022_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_f44accf0bd97__2022_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"750 | Research, Science and Innovation: | Endeavour Fund | 230,257 | Research, Science and Innovation: | Health Research Fund",Explicit modern contestable science fund visible in estimates acts.
2023,Endeavour Fund (New Zealand),rd_fund,243362000.0,dollar,NZD,program_total,2023_Appropriation Estimates Act.pdf,9.0,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/New Zealand/2023_Appropriation Estimates Act.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/output/budget/full_text/New Zealand/pdf_3313b849ac51__2023_Appropriation_Estimates_Act.txt.gz,Endeavour Fund,verified_against_compiled_series,"2,750 | Research, Science and Innovation: | Endeavour Fund | 243,362 | Research, Science and Innovation: | Founder and Startup Support",Explicit modern contestable science fund visible in estimates acts.
