source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2001 Belgium 50K0905007.pdf,Data/input/finance_bills/Belgium/2001 Belgium 50K0905007.pdf,,11,Allocation to NIRAS for radioactive waste studies | BELSPO / Belgian Federal Science Policy | BELSPO / Belgian Federal Science Policy | Belgian Institute for Space Aeronomy | FNRS | Human Genetics Centers | Royal Belgian Institute of Natural Sciences | Royal Meteorological Institute of Belgium | Royal Observatory of Belgium | SCK CEN | Scientific Institute of Public Health / Louis Pasteur,620 | 190 | 191 | 192 | 185 | 567 | 192 | 192 | 192 | 642 | 570,Allocation to NIRAS for studies related to the final storage of radioactive waste in deep geological structures | Verified 2000 adjusted amount for Belgium's ESA / international R&D programme from the 2001 budget table | Verified 2001 total for Belgium's international R&D / ESA programme from the original budget table | Allocation to the Belgian Institute for Space Aeronomy. | Subsidy to the National Foundation for the financing of scientific research for the repayment of the capital and interest of the issued loans. | Human Genetics Centers | Allocation to the Royal Belgian Institute of Natural Sciences. | Allocation to the Royal Meteorological Institute of Belgium. | Allocation to the Royal Observatory of Belgium. | Subsidy to the Study Center for Nuclear Energy (SCK) | Totals for the program 26.60.3,49800000.0 | 6106700000.0 | 7110000000.0 | 41000000.0 | 274600000.0 | 3900000.0 | 222600000.0 | 107700000.0 | 37200000.0 | 1482400000.0 | 506300000.0,covered_by_final_series,
2002 17_1.pdf,Data/input/finance_bills/Belgium/2002 17_1.pdf,,8,BELSPO / Belgian Federal Science Policy | Belgian Institute for Space Aeronomy | Institute of Radioelements (IRE) | Royal Belgian Institute of Natural Sciences | Royal Meteorological Institute of Belgium | Royal Observatory of Belgium | SCK CEN | Von Karman Institute,106 | 544 | 480 | 108 | 544 | 544 | 480 | 106,Belgian participation in the activities of the European Space Agency (ESA). | From the state budget | Subsidy to the Institute for Radioelements (IRE) | Allocation to the Royal Belgian Institute of Natural Sciences. | From the state budget | From the state budget | Subsidy to the Study Center for Nuclear Energy (SCK) | Allocation to the Von Karman Institute.,156236000.0 | 1036000.0 | 645000.0 | 6083000.0 | 4076000.0 | 1028000.0 | 36241000.0 | 8724000.0,covered_by_final_series,
Loi de finances 2004.pdf,Data/input/finance_bills/Belgium/Loi de finances 2004.pdf,,6,BELSPO / Belgian Federal Science Policy | Belgian Institute for Space Aeronomy | Royal Belgian Institute of Natural Sciences | Royal Meteorological Institute of Belgium | Royal Observatory of Belgium | Von Karman Institute,27 | 28 | 28 | 28 | 28 | 27,Belgian participation in the activities of the European Space Agency (ESA) | Grant to the Belgian Institute for Space Aeronomy. | Grant to the Royal Belgian Institute of Natural Sciences. | Grant to the Royal Meteorological Institute of Belgium. | Grant to the Royal Observatory of Belgium. | Grant to the von Karman Institute.,168972000.0 | 1059000.0 | 6269000.0 | 2815000.0 | 1051000.0 | 2411000.0,covered_by_final_series,
Loi de finances 2005.pdf,Data/input/finance_bills/Belgium/Loi de finances 2005.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2006.pdf,Data/input/finance_bills/Belgium/Loi de finances 2006.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2007.pdf,Data/input/finance_bills/Belgium/Loi de finances 2007.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2008.pdf,Data/input/finance_bills/Belgium/Loi de finances 2008.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2009.pdf,Data/input/finance_bills/Belgium/Loi de finances 2009.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2010.pdf,Data/input/finance_bills/Belgium/Loi de finances 2010.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2011.pdf,Data/input/finance_bills/Belgium/Loi de finances 2011.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2012.pdf,Data/input/finance_bills/Belgium/Loi de finances 2012.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2013 (p138).pdf,Data/input/finance_bills/Belgium/Loi de finances 2013 (p138).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2014 (p34).pdf,Data/input/finance_bills/Belgium/Loi de finances 2014 (p34).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2015 (p69).pdf,Data/input/finance_bills/Belgium/Loi de finances 2015 (p69).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2016 (p39).pdf,Data/input/finance_bills/Belgium/Loi de finances 2016 (p39).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2017 (p394).pdf,Data/input/finance_bills/Belgium/Loi de finances 2017 (p394).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2018 - Politique scientifique (p386).pdf,Data/input/finance_bills/Belgium/Loi de finances 2018 - Politique scientifique (p386).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2019 - Politique scientifique (p212).pdf,Data/input/finance_bills/Belgium/Loi de finances 2019 - Politique scientifique (p212).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2020.pdf,Data/input/finance_bills/Belgium/Loi de finances 2020.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2021.pdf,Data/input/finance_bills/Belgium/Loi de finances 2021.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2022.pdf,Data/input/finance_bills/Belgium/Loi de finances 2022.pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2023 (p9).pdf,Data/input/finance_bills/Belgium/Loi de finances 2023 (p9).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2024 - Politique scientifique (p513).pdf,Data/input/finance_bills/Belgium/Loi de finances 2024 - Politique scientifique (p513).pdf,,0,,,,,not_used_in_final_series,
Loi de finances 2025 (p43).pdf,Data/input/finance_bills/Belgium/Loi de finances 2025 (p43).pdf,,0,,,,,not_used_in_final_series,
