country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role,dedup_notes,temporal_flag
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Lasten opgelegd aan de Belgische Staat krachtens zijn deelneming aan de gemeenschappelijke onderneming J.E.T.,Charges imposed on the Belgian State due to its participation in the joint undertaking J.E.T.,,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Bijdrage van Belgié aan de R. & D.-programma’s op het gebied van de Energie,Contribution of Belgium to R. & D. programs in the field of Energy,,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/3,DOTATIES AAN WETENSCHAPPELIJKE INSTELLINGEN VAN DE STAAT EN GELIJKGESTELDE EN DE VERBONDEN INSTELLINGEN,ALLOCATIONS TO SCIENTIFIC INSTITUTIONS OF THE STATE AND SIMILAR AND CONNECTED INSTITUTIONS,,Subsidie voor buitengewone investeringen te verrichten door het Studiecentrum voor Kernenergie (S.C.K.),Subsidy for extraordinary investments to be made by the Study Centre for Nuclear Energy (S.C.K.),,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/3,DOTATIES AAN WETENSCHAPPELIJKE INSTELLINGEN VAN DE STAAT EN GELIJKGESTELDE EN DE VERBONDEN INSTELLINGEN,ALLOCATIONS TO SCIENTIFIC INSTITUTIONS OF THE STATE AND SIMILAR AND CONNECTED INSTITUTIONS,,Subsidie voor investeringen aan het Instituut voor Radio-elementen (LR.E.),Subsidy for investments to the Institute for Radio-elements (I.R.E.),,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Subsidie aan Eurotechalert,Subsidy to Eurotechalert,,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/3,DOTATIES AAN WETENSCHAPPELIJKE INSTELLINGEN VAN DE STAAT EN GELIJKGESTELDE EN DE VERBONDEN INSTELLINGEN,ALLOCATIONS TO SCIENTIFIC INSTITUTIONS OF THE STATE AND SIMILAR AND CONNECTED INSTITUTIONS,,Subsidie aan het Instituut voor Radio-elementen (LR.E.),Subsidy to the Institute for Radio-elements (I.R.E.),,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Subsidie aan de Internationale Vereniging voor Meelscheikunde te Wenen,Subsidy to the International Association for Cereal Chemistry in Vienna,,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Subsidie aan de Internationale Vereniging voor Koeltechniek (I.V.K.),Subsidy to the International Association for Refrigeration (I.V.K.),,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/2,R. & D. OP INTERNATIONAAL VLAK,R. & D. AT INTERNATIONAL LEVEL,,Subsidie aan de Organisatie voor toegepast natuurwetenschappelijk onderzoek te Delft,Subsidy to the Organization for Applied Scientific Research in Delft,,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,line_item,PROGRAMMA 70/3,DOTATIES AAN WETENSCHAPPELIJKE INSTELLINGEN VAN DE STAAT EN GELIJKGESTELDE EN DE VERBONDEN INSTELLINGEN,ALLOCATIONS TO SCIENTIFIC INSTITUTIONS OF THE STATE AND SIMILAR AND CONNECTED INSTITUTIONS,,Subsidie aan het Studiecentrum voor Kernenergie (S.C.K.),Subsidy to the Study Centre for Nuclear Energy (S.C.K.),,,,direct_rd,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,no_amount,,,,
Belgium,1994,program_total,PROGRAMMA 70/1,R. & D. AU PLAN NATIONAL,R. & D. AT NATIONAL LEVEL,,,,,,,unclear,review,0.4,1994 10_1.pdf,62,gpt-4o-mini,extract,Total for the program without specific breakdown. | no_amount,,,,
Belgium,1994,section_total,11 02 O,KABINET VAN DE MINISTER VAN WETENSCHAPSBELEIO,Cabinet of the Minister of Scientific Policy,,Werking van het Kabinet.,Operation of the Cabinet.,72100.0,thousand,BEF,unclear,review,0.5,1994 10_1.pdf,76,gpt-4o-mini,extract,Mixed-purpose ministry total.,[belgium_section_total],section,,
Belgium,1994,program_total,60,DIENSTEN VOOR PROGRAMMATIE VAN HET WETENSCHAPSBELEID,Services for Programming of Scientific Policy,,Onderzoek-ontwikkeling op internationaal vlak,Research and development at the international level,6132.4,thousand,BEF,direct_rd,include,0.8,1994 10_1.pdf,80,gpt-4o-mini,extract,,,,,
Belgium,1994,program_total,60,DIENSTEN VOOR PROGRAMMATIE VAN HET WETENSCHAPSBELEID,Services for Programming of Scientific Policy,,Onderzoek-ontwikkeling op nationaal vlak,Research and development at the national level,37600.0,thousand,BEF,direct_rd,include,0.8,1994 10_1.pdf,80,gpt-4o-mini,extract,,,,,
Belgium,1994,section_total,60,DIENSTEN VOOR PROGRAMMATIE VAN HET WETENSCHAPSBELEID,Services for Programming of Scientific Policy,,Totaal voor de organisatie-afdeling 60,Total for the organization department 60,534600.0,thousand,BEF,science_agency,review,0.5,1994 10_1.pdf,80,gpt-4o-mini,extract,Mixed-purpose ministry total,[belgium_section_total],section,,
Belgium,1994,program_total,60/1,O&O OP NATIONAAL VLAK,R&D DANS LE CADRE NATIONAL,,Uitgaven van allerlei aard betreffende de regeringsinitiatieven voor O&O op nationaal vlak.,Expenditures of all kinds concerning government initiatives for R&D at the national level.,,franc,BEF,direct_rd,review,0.4,1994 10_1.pdf,9,gpt-4o-mini,extract,Includes various expenditures for national R&D initiatives | no_amount,,,,
Belgium,1994,line_item,60/1,O&O OP NATIONAAL VLAK,R&D DANS LE CADRE NATIONAL,,Financiering van onderzoek ter ondersteuning van beleidsbeslissingen.,Funding for research to support policy decisions.,,franc,BEF,direct_rd,review,0.4,1994 10_1.pdf,9,gpt-4o-mini,extract,Research funding aimed at policy support | no_amount,,,,
Belgium,1994,section_total,60,O&O OP NATIONAAL VLAK,R&D DANS LE CADRE NATIONAL,,Totaal voor O&O op nationaal vlak,Total for R&D at the national level,0.0,thousand,BEF,direct_rd,review,0.5,1994 10_1.pdf,9,gpt-4o-mini,extract,Total for national R&D initiatives,[belgium_section_total],section,,
Belgium,1995,line_item,60/2,R-D DANS LE CADRE INTERNATIONAL,R&D AT INTERNATIONAL LEVEL,,Dépenses de toute nature relatives à la participation belge aux activités de l'Agence spatiale européenne.,Expenses of all kinds related to Belgium's participation in the activities of the European Space Agency.,,,,direct_rd,review,0.4,1995 16_1.pdf,10,gpt-4o-mini,extract,Explicitly mentions participation in space activities. | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60/2,R-D DANS LE CADRE INTERNATIONAL,R&D AT INTERNATIONAL LEVEL,,Dépenses de toute nature relatives aux impulsions gouvernementales de R-D dans le cadre international.,Expenses of all kinds related to government initiatives for R&D at the international level.,,,,direct_rd,review,0.4,1995 16_1.pdf,10,gpt-4o-mini,extract,Explicitly mentions government R&D initiatives. | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,25,POLITIQUE SCIENTIFIQUE,Scientific Policy,,Research-Development International,International Research-Development,32100.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,168,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,25,POLITIQUE SCIENTIFIQUE,Scientific Policy,,Research-Development National,National Research-Development,208800.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,168,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,25,POLITIQUE SCIENTIFIQUE,Scientific Policy,,Institut Pasteur,Pasteur Institute,333600.0,thousand,BEF,science_agency,include,0.9,1995 16_1.pdf,168,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,line_item,25,POLITIQUE SCIENTIFIQUE,Scientific Policy,,Institution scientifique (IH.E.),Scientific Institution (I.H.E.),294600.0,thousand,BEF,science_agency,include,0.9,1995 16_1.pdf,168,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,section_total,25,POLITIQUE SCIENTIFIQUE,Scientific Policy,,Totaux pour la division organique 58,Totals for the organic division 58,1001800.0,thousand,BEF,science_agency,review,0.5,1995 16_1.pdf,168,gpt-4o-mini,extract,Mixed-purpose ministry total,[belgium_section_total],section,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,32,WETENSCHAPSBELEID,Scientific Policy,,Dotations aux'Etablissements scientifiques de l'Etat et assimilés,Allocations to State Scientific Institutions and equivalents,1646700.0,thousand,BEF,science_agency,review,0.9,1995 16_1.pdf,192,gpt-4o-mini,extract,,[belgium_social_transfer],non_rd,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,32,WETENSCHAPSBELEID,Scientific Policy,,R. & D. dans le cadre international,R&D at the international level,781900.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,192,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,31,WETENSCHAPSBELEID,Scientific Policy,,R. & D. dans le cadre national,R&D at the national level,493000.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,192,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,line_item,52,HOOFDSTUK 52,CHAPTER 52,,Dépenses diverses pour l'exécution de la recherche scientifique,Various expenses for the execution of scientific research,20000.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,229,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,section_total,56,R & D,R & D,,R & D au plan national,R & D at the national level,706000000.0,thousand,BEF,direct_rd,include,1.0,1995 16_1.pdf,60,gpt-4o-mini,extract,Total for national R&D programme,[belgium_section_total],section,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,56/1,R & D,R & D,,"R & D dans le cadre national - Problèmes urgents, recherches contractuelles et vulgarisation","R & D in the national framework - Urgent problems, contractual research and dissemination",,,,direct_rd,review,0.4,1995 16_1.pdf,61,gpt-4o-mini,extract,Sub-programme under national R&D | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,line_item,56/1,R & D,R & D,,Subventions a des recherches scientifiques et techniques & finalité agricole,Subsidies for scientific and technical research with agricultural purpose,,,,direct_rd,review,0.4,1995 16_1.pdf,61,gpt-4o-mini,extract,Line item under R&D programme | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,line_item,70/2,R & D,R & D,,Cotisation de la Belgique au Centre européen de Recherche nucléaire (C.E.R.N.) a Geneve,Belgium's contribution to the European Nuclear Research Centre (C.E.R.N.) in Geneva,,,,direct_rd,review,0.4,1995 16_1.pdf,65,gpt-4o-mini,extract,Line item under international R&D | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,70/2,R & D,R & D,,R. & D. au plan international,R. & D. at the international level,,,,direct_rd,review,0.4,1995 16_1.pdf,65,gpt-4o-mini,extract,Sub-programme under international R&D | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,line_item,70/1,R & D,R & D,,Subvention a l'Institut interuniversitaire des sciences nucléaires (I.1.S.N.),Subsidy to the Interuniversity Institute of Nuclear Sciences (I.1.S.N.),,,,direct_rd,review,0.4,1995 16_1.pdf,65,gpt-4o-mini,extract,Line item under nuclear sciences | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,section_total,11,Services du Premier Ministre,Prime Minister's Services,,Total budget for the Prime Minister's Services,Total budget for the Prime Minister's Services,15000000.0,thousand,BEF,unclear,review,0.5,1995 16_1.pdf,7,gpt-4o-mini,extract,"Broad ministry total, not explicitly R&D.",[belgium_section_total],section,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60,"SERVICES FEDERAUX DES AFFAIRES SCIENTIFIQUES, TECHNIQUES ET CULTURELLES","Federal Services for Scientific, Technical and Cultural Affairs",,Recherche et développement dans le cadre national,Research and development within the national framework,39200.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,86,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60,"SERVICES FEDERAUX DES AFFAIRES SCIENTIFIQUES, TECHNIQUES ET CULTURELLES","Federal Services for Scientific, Technical and Cultural Affairs",,Recherche et développement dans le cadre international,Research and development within the international framework,6288000.0,thousand,BEF,direct_rd,include,0.9,1995 16_1.pdf,87,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60,"SERVICES FEDERAUX DES AFFAIRES SCIENTIFIQUES, TECHNIQUES ET CULTURELLES","Federal Services for Scientific, Technical and Cultural Affairs",,Etablissements scientifiques de l'Etat et assimilés,Scientific institutions of the State and equivalent,2666300.0,thousand,BEF,science_agency,include,0.9,1995 16_1.pdf,87,gpt-4o-mini,extract,,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,section_total,60,"SERVICES FEDERAUX DES AFFAIRES SCIENTIFIQUES, TECHNIQUES ET CULTURELLES","Federal Services for Scientific, Technical and Cultural Affairs",,Totaux pour la division organique 60,Totals for the organic division 60,9632900.0,thousand,BEF,science_agency,review,0.8,1995 16_1.pdf,87,gpt-4o-mini,extract,Mixed-purpose ministry total,[belgium_section_total],section,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60/1,R-D DANS LE CADRE NATIONAL,R&D AT NATIONAL LEVEL,,Dépenses de toute nature relatives aux impulsions gouvernementales de R-D dans le cadre national.,Expenses of all kinds related to government initiatives for R&D at the national level.,,,,direct_rd,review,0.4,1995 16_1.pdf,9,gpt-4o-mini,extract,Explicitly mentions government R&D initiatives. | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1995,program_total,60/0,SUBSISTANCE,SUBSISTENCE,,Subvention a la Fondation nationale pour le financement de la recherche scientifique.,Subsidy to the National Foundation for Scientific Research.,,,,science_agency,review,0.4,1995 16_1.pdf,9,gpt-4o-mini,extract,Explicitly for scientific research funding. | no_amount,,,,"Outlier: year total 717,157,500 outside [-323,727,710, 432,653,460]"
Belgium,1996,line_item,11,SERVICES DU PREMIER MINISTRE,OFFICE OF THE PRIME MINISTER,,Subvention au Centre de Recherches et d'Etudes historiques de la Seconde Guerre mondiale.,Grant to the Center for Research and Historical Studies of World War II.,43400.0,thousand,BEF,unclear,review,0.6,1996 30_4.pdf,104,gpt-4o-mini,extract,Unclear if directly related to R&D,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,line_item,11,SERVICES DU PREMIER MINISTRE,OFFICE OF THE PRIME MINISTER,,Toelage aan het Nationaal Centrum voor Wetenschap- / Technische Documentatie.,Grant to the National Center for Scientific and Technical Documentation.,29900.0,thousand,BEF,science_agency,include,0.9,1996 30_4.pdf,104,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,line_item,11,SERVICES DU PREMIER MINISTRE,OFFICE OF THE PRIME MINISTER,,Deelname van de wetenschappelijke instellingen aan internationale activiteiten van wetenschapsbeleid.,Participation of scientific institutions in international science policy activities.,2700.0,thousand,BEF,rd_adjacent,include,0.8,1996 30_4.pdf,104,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,line_item,11,SERVICES DU PREMIER MINISTRE,OFFICE OF THE PRIME MINISTER,,Herkingskosten van internationale wetenschappelijke bijeenkomsten.,Reallocation costs of international scientific meetings.,1200.0,thousand,BEF,rd_adjacent,include,0.8,1996 30_4.pdf,104,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,section_total,11,SERVICES DU PREMIER MINISTRE,OFFICE OF THE PRIME MINISTER,,Totalen voor de organisatie-afdeling 11-60,Totals for the organizational department 11-60,10125500.0,thousand,BEF,unclear,review,0.5,1996 30_4.pdf,128,gpt-4o-mini,extract,Mixed-purpose ministry total,[belgium_section_total],section,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,line_item,56 11 1241,Wetenschapsbeleid,Science Policy,,Wetenschappelijk onderzoek in verband met de veiligheid van de burgers.,Scientific research related to the safety of citizens.,41200.0,thousand,BEF,direct_rd,include,0.9,1996 30_4.pdf,184,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,program_total,54 23 3330,Onderzoek en wetenschappelijke publicaties,Research and scientific publications,,Toelagen en tussenkomsten bestemd voor het financieren van onderzoek en van wetenschappelijke publicaties in verband met de ontwikkelingsproblematiek.,Grants and interventions intended for financing research and scientific publications related to development issues.,45300.0,thousand,BEF,direct_rd,include,0.9,1996 30_4.pdf,229,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
Belgium,1996,program_total,54 24 3540,Vlaamse universitaire samenwerking,Flemish university cooperation,,Initiatieven van de Vlaamse universitaire instellingen voor de financiering van projecten inzake samenwerking.,Initiatives of Flemish universities for financing cooperation projects.,258000.0,thousand,BEF,higher_education,include,0.8,1996 30_4.pdf,229,gpt-4o-mini,extract,,,,,"Outlier: year total 1,921,049,620 outside [-323,727,710, 432,653,460]"
