country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
Japan,2012,Subsidy for the development of the International Space Station,keep,0,,954854.0,thousand,"[""2012 DL201211001.pdf""]","The current annual total of 954,854 thousand JPY is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for the development of the International Space Station,keep,0,,22775591.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total is directly supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for the development of the International Space Station,keep,0,,16342416.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total is directly supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for the development of the International Space Station,keep,0,,28443642.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total is supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2019,Subsidy for Next Generation Synchrotron Radiation Facility Development,keep,0,,19962963.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2013,Subsidy for Operation of Specific Advanced Large Research Facilities,keep,0,,330000.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total of 330,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for Operation of Specific Advanced Large Research Facilities,keep,0,,713000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 713,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2019,Subsidy for Operation of Specific Advanced Large Research Facilities,keep,0,,38446081.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is supported by the source document row, which matches the reported amount.",1.0,False,verdict_not_actionable,
Japan,2011,Expenses for Promoting Research and Development in the Manufacturing Industry,keep,0,,6112283.0,thousand,"[""2011 DL201111001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2012,Expenses for Promoting Research and Development in the Manufacturing Industry,keep,0,,7746103.0,thousand,"[""2012 DL201211001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2013,Expenses for Promoting Research and Development in the Manufacturing Industry,keep,0,,7746103.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and unit.",1.0,False,verdict_not_actionable,
Japan,2016,Expenses for Promoting Research and Development in the Manufacturing Industry,keep,0,,17168866.0,thousand,"[""2016 DL201611001.pdf""]",The current annual total is supported by the source document row which matches the amount and description for the agency.,1.0,False,verdict_not_actionable,
Japan,2016,Subsidy for Promoting Medical Research and Development,keep,0,,14985638.0,thousand,"[""2016 DL201611001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for Promoting Medical Research and Development,keep,0,,14985638.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for Promoting Medical Research and Development,keep,0,,5080000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 5,080,000 thousand is directly supported by the source document row, which explicitly lists this amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2019,Subsidy for Promoting Medical Research and Development,keep,0,,15263701.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for Promoting Medical Research and Development,keep,0,,16262304.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total of 16,262,304 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2021,Subsidy for Promoting Medical Research and Development,keep,0,,16342276.0,thousand,"[""2021 DL202111001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for Promoting Medical Research and Development,keep,0,,1000000.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total of 1,000,000 thousand is directly supported by the source document row, which describes the subsidy for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2024,Subsidy for Promoting Medical Research and Development,keep,0,,51457864.0,thousand,"[""2024 DL202411001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2019,Expenses for Development of Research Facilities at National University Corporations,keep,0,,16096266.0,thousand,"[""2019 DL201911001.pdf""]",The current annual total is supported by the source document row which explicitly states the amount for the development of research facilities at national university corporations.,1.0,False,verdict_not_actionable,
Japan,2010,Subsidy for Earth Observation System Research and Development,keep,0,,3263638.0,thousand,"[""2010 DL201011001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2011,Subsidy for Earth Observation System Research and Development,keep,0,,9759131.0,thousand,"[""2011 DL201111001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2013,Subsidy for Earth Observation System Research and Development,keep,0,,9505000.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total of 9,505,000 thousand JPY is directly supported by the source document row, which lists the same amount for the Subsidy for Earth Observation System Research and Development.",1.0,False,verdict_not_actionable,
Japan,2015,Subsidy for Earth Observation System Research and Development,keep,0,,768571.0,thousand,"[""2015 DL201511001.pdf""]","The current annual total of 768,571 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for Earth Observation System Research and Development,keep,0,,8354634.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2019,Subsidy for Earth Observation System Research and Development,keep,0,,15312458.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for Earth Observation System Research and Development,keep,0,,1000000.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total of 1,000,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for the International Thermonuclear Experimental Reactor research and development,keep,0,,1656500.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total of 1,656,500 thousand JPY is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for the International Thermonuclear Experimental Reactor research and development,keep,0,,8168000.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total of 8,168,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for the International Thermonuclear Experimental Reactor research and development,keep,0,,5572500.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total is directly supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2019,Expenses for Strengthening Human Resources in Science and Technology Innovation,keep,0,,6849607.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source-document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2020,Expenses for Strengthening Human Resources in Science and Technology Innovation,keep,0,,6063542.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total is directly supported by the source document row, which matches the reported amount.",1.0,False,verdict_not_actionable,
Japan,2019,Grants for Promoting International Research Hub Formation,keep,0,,6746511.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2006,Information and Communication Technology Research and Development Promotion,keep,0,,1882.0,thousand,"[""2006 DL200611001.pdf""]","The current annual total of 1882.0 thousand is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2014,Information and Communication Technology Research and Development Promotion,keep,0,,6753192.0,thousand,"[""2014 DL201411001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2019,Information and Communication Technology Research and Development Promotion,keep,0,,6307358.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2023,Information and Communication Technology Research and Development Promotion,keep,0,,8632390.0,thousand,"[""2023 DL202311001.pdf""]","The current annual total of 8,632,390 thousand is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2017,Japan Agency for Medical Research and Development,keep,0,,5591643.0,thousand,"[""2017 DL201711001.pdf""]",The current annual total is supported by the source document row which lists the same amount for operating expenses grant for AMED.,1.0,False,verdict_not_actionable,
Japan,2018,Japan Agency for Medical Research and Development,keep,0,,4100000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 4,100,000 thousand is directly supported by the source document row, which lists the same amount for the Japan Agency for Medical Research and Development.",1.0,False,verdict_not_actionable,
Japan,2019,Japan Agency for Medical Research and Development,keep,0,,6139034.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total of 6,139,034 thousand is directly supported by the source document row, which details operating expenses for the Japan Agency for Medical Research and Development.",1.0,False,verdict_not_actionable,
Japan,2024,Japan Agency for Medical Research and Development,keep,0,,6563837.0,thousand,"[""2024 DL202411001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount as an operating subsidy for the agency.",1.0,False,verdict_not_actionable,
Japan,2005,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,909664.0,thousand,"[""2005 DL200511001.pdf""]","The current annual total of 909,664 thousand is supported by the source document row, which describes the subsidy for facility improvement costs of RIKEN, consistent with the agency's purpose.",1.0,False,verdict_not_actionable,
Japan,2006,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,18066000.0,thousand,"[""2006 DL200611001.pdf""]","The current annual total of 18,066,000 thousand is directly supported by the source document row, which describes the subsidy for facility improvement expenses for JAEA.",1.0,False,verdict_not_actionable,
Japan,2007,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,29880237.0,thousand,"[""2007 DL200711001.pdf""]","The current annual total is supported by the source document row, which lists the same amount for the subsidy program.",1.0,False,verdict_not_actionable,
Japan,2010,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,6026265.0,thousand,"[""2010 DL201011001.pdf""]","The current annual total of 6,026,265 thousand is directly supported by the source document row, which matches the agency description.",1.0,False,verdict_not_actionable,
Japan,2012,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,drop,0,,,,"[""2012 DL201211001.pdf""]","The source document refers to a subsidy for the Japan Aerospace Exploration Agency, not the National Research and Development Agency for Quantum Science and Technology, indicating a potential misattribution or confusion in the agency name.",0.0,False,below_confidence_threshold,
Japan,2013,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,861286.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total of 861,286 thousand is directly supported by the source document row, which describes the same subsidy for facility improvement related to the National Research and Development Agency for Quantum Science and Technology.",1.0,False,verdict_not_actionable,
Japan,2014,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,30125540.0,thousand,"[""2014 DL201411001.pdf""]","The current annual total of 30,125,540 thousand is directly supported by the source document row, which matches the agency description.",1.0,False,verdict_not_actionable,
Japan,2015,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,33736355.0,thousand,"[""2015 DL201511001.pdf""]",The current annual total is supported by the source document row which matches the amount and unit.,1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,29177642.0,thousand,"[""2017 DL201711001.pdf""]",The current annual total is supported by the source document row which matches the amount and unit.,1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,38407600.0,thousand,"[""2020 DL202011001.pdf""]",The current annual total is supported by the source document row which lists the same amount for the subsidy related to facility improvement.,1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,keep,0,,12349274.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total is supported by the source document row, which matches the amount and unit.",1.0,False,verdict_not_actionable,
Japan,2024,Subsidy for the facility improvement of the National Research and Development Agency for Quantum Science and Technology,drop,0,,,,"[""2024 DL202411001.pdf""]","The current annual total of 38,371 thousand JPY is inconsistent with the previous and next year's totals, which are both 0.0. The source document refers to a different agency (National Institute of Biomedical Innovation, Health and Nutrition) and does not support the current total for the specified agency.",0.0,False,below_confidence_threshold,
Japan,2019,Subsidy for Facility Development of Quantum Science and Technology Development Agency,keep,0,,5619176.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2017,Research and Development and Technology Transfer in Agriculture and Fisheries,keep,0,,932829.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total of 932,829 thousand is directly supported by the source document row, which describes the promotion of research and development in the relevant agency.",1.0,False,verdict_not_actionable,
Japan,2019,Research and Development and Technology Transfer in Agriculture and Fisheries,keep,0,,5460084.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2019,Grants for Promoting Research Universities,keep,0,,4223000.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total of 4,223,000 thousand is directly supported by the source document row, which lists the same amount for the Grants for Promoting Research Universities.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for the Promotion of Core Rocket Enhancement,keep,0,,440000.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total of 440,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for the Promotion of Core Rocket Enhancement,keep,0,,1000000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 1,000,000 thousand is directly supported by the source document row, which explicitly lists the same amount for the subsidy.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for the Promotion of Core Rocket Enhancement,keep,0,,3864696.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total is supported by the source document row, which confirms the amount and unit.",1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for the Promotion of Core Rocket Enhancement,keep,0,,815000.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total of 815,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2023,Subsidy for the Promotion of Core Rocket Enhancement,keep,0,,400000.0,thousand,"[""2023 DL202311001.pdf""]","The current annual total of 400,000 thousand is supported by the source document row which explicitly lists this amount for the agency in question.",1.0,False,verdict_not_actionable,
Japan,2011,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,5199188.0,thousand,"[""2011 DL201111001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2013,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,38639180.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2014,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,6206141.0,thousand,"[""2014 DL201411001.pdf""]","The current annual total of 6,206,141 thousand JPY is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2015,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,5592840.0,thousand,"[""2015 DL201511001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,11598429.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,345800.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 345,800 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2019,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,1932900.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total of 1,932,900 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,8133000.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total of 8,133,000 thousand JPY is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2022,Subsidy for International Thermonuclear Experimental Reactor Research and Development,keep,0,,5572500.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the specified agency.",1.0,False,verdict_not_actionable,
Japan,1977,Expenses for Promoting Research at Private Universities,keep,0,,1650298.0,thousand,"[""1977 DL197711001.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for Marine Development Research Promotion Expenses.",1.0,False,verdict_not_actionable,
Japan,1980,Expenses for Promoting Research at Private Universities,keep,0,,4738576.0,thousand,"[""1980 DL198011001.pdf""]",The current annual total is supported by the source document row which lists the same amount for Marine Development Research Promotion Expenses.,1.0,False,verdict_not_actionable,
Japan,1983,Expenses for Promoting Research at Private Universities,keep,0,,6150000.0,thousand,"[""1983 DL198311001.pdf""]","The current annual total of 6,150,000 thousand is directly supported by the source document row, which lists the same amount for Marine Development Research Promotion Expenses.",1.0,False,verdict_not_actionable,
Japan,1991,Expenses for Promoting Research at Private Universities,keep,0,,522570.0,thousand,"[""1991 DL199111001.pdf""]","The current annual total of 522,570 thousand is directly supported by the source document row, which specifies the same amount for expenses related to research in earth science technology.",1.0,False,verdict_not_actionable,
Japan,1992,Expenses for Promoting Research at Private Universities,keep,0,,589827.0,thousand,"[""1992 DL199211001.pdf""]","The current annual total of 589,827 thousand is directly supported by the source document row, which lists the same amount for expenses related to research.",1.0,False,verdict_not_actionable,
Japan,2010,Expenses for Promoting Research at Private Universities,keep,0,,538010597.0,thousand,"[""2010 DL201011001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2013,Expenses for Promoting Research at Private Universities,keep,0,,245172990.0,thousand,"[""2013 DL201311001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2016,Expenses for Promoting Research at Private Universities,keep,0,,233275923.0,thousand,"[""2016 DL201611001.pdf""]","The current annual total is directly supported by the source document row, which confirms the amount and its description.",1.0,False,verdict_not_actionable,
Japan,2018,Expenses for Promoting Research at Private Universities,keep,0,,141668000.0,thousand,"[""2018 DL201811001.pdf""]",The current annual total is supported by the source document row which lists the same amount for grants related to scientific research.,1.0,False,verdict_not_actionable,
Japan,2019,Expenses for Promoting Research at Private Universities,keep,0,,3000000.0,thousand,"[""2019 DL201911001.pdf""]","The current annual total of 3,000,000 thousand is directly supported by the source document row, which describes expenses for promoting research at private universities.",1.0,False,verdict_not_actionable,
Japan,2021,Expenses for Promoting Research at Private Universities,keep,0,,247737711.0,thousand,"[""2021 DL202111001.pdf""]","The current annual total is supported by the source document row, which matches the amount and description for the agency.",1.0,False,verdict_not_actionable,
Japan,2022,Expenses for Promoting Research at Private Universities,keep,0,,10339522.0,thousand,"[""2022 DL202211001.pdf""]","The current annual total is directly supported by the source document row, which specifies the same amount for the program total related to the agency.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for Research Promotion in Private Universities,keep,0,,3000000.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total of 3,000,000 thousand is directly supported by the source document row, which lists the same amount for the Subsidy for Research Promotion in Private Universities.",1.0,False,verdict_not_actionable,
Japan,2017,Subsidy for Core Rocket Advancement,keep,0,,440000.0,thousand,"[""2017 DL201711001.pdf""]","The current annual total of 440,000 thousand is directly supported by the source document row, which lists the same amount for the Subsidy for Core Rocket Advancement.",1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for Core Rocket Advancement,keep,0,,100000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 100,000 thousand is directly supported by the source document row, which lists the same amount for the Subsidy for Core Rocket Advancement.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for Core Rocket Advancement,keep,0,,2977317.0,thousand,"[""2020 DL202011001.pdf""]",The current annual total is supported by the source document row which confirms the amount for the Subsidy for Core Rocket Advancement.,1.0,False,verdict_not_actionable,
Japan,2018,Subsidy for Promoting Medical Research and Development for Small and Medium Enterprises,keep,0,,190000.0,thousand,"[""2018 DL201811001.pdf""]","The current annual total of 190,000 thousand is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,2020,Subsidy for Promoting Medical Research and Development for Small and Medium Enterprises,keep,0,,2140000.0,thousand,"[""2020 DL202011001.pdf""]","The current annual total of 2,140,000 thousand JPY is directly supported by the source document row, which matches the agency name and amount.",1.0,False,verdict_not_actionable,
Japan,1994,Technical Research and Development Survey Expenses,keep,0,,153422.0,thousand,"[""1994 DL199411001.pdf""]","The current annual total of 153,422 thousand is directly supported by the source document row, which lists the same amount for the relevant agency.",1.0,False,verdict_not_actionable,
Japan,1997,Technical Research and Development Survey Expenses,keep,0,,1343491.0,thousand,"[""1997 DL199711001.pdf""]",The current annual total is supported by the source document row which lists the same amount for Research and Development Survey Expenses for Telecommunications Technology.,1.0,False,verdict_not_actionable,
