source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2016 MK_15_097.pdf,Data/input/finance_bills/Hungary/2016 MK_15_097.pdf,,1,Hungarian Academy of Sciences (MTA),152,Verified MTA chapter total from original Hungary budget PDF,56194800000.0,covered_by_final_series,
2017 MK_16_091.pdf,Data/input/finance_bills/Hungary/2017 MK_16_091.pdf,,1,Hungarian Academy of Sciences (MTA),91,Verified MTA chapter total from original Hungary budget PDF,68945500000.0,covered_by_final_series,
2018 MK_17_100.pdf,Data/input/finance_bills/Hungary/2018 MK_17_100.pdf,,1,Hungarian Academy of Sciences (MTA),100,Verified MTA chapter total from original Hungary budget PDF,62611700000.0,covered_by_final_series,
2019 MK_18_123.pdf,Data/input/finance_bills/Hungary/2019 MK_18_123.pdf,,1,Hungarian Academy of Sciences (MTA),84,Verified MTA chapter total from original Hungary budget PDF,56146500000.0,covered_by_final_series,
2020 MK_19_128.pdf,Data/input/finance_bills/Hungary/2020 MK_19_128.pdf,,1,Hungarian Academy of Sciences (MTA),59,Verified MTA chapter total from original Hungary budget PDF,17184900000.0,covered_by_final_series,
2021 MK_20_170.pdf,Data/input/finance_bills/Hungary/2021 MK_20_170.pdf,,1,Hungarian Academy of Sciences (MTA),40,Verified MTA chapter total from original Hungary budget PDF,17134400000.0,covered_by_final_series,
2022 MK_21_120.pdf,Data/input/finance_bills/Hungary/2022 MK_21_120.pdf,,1,Hungarian Academy of Sciences (MTA),53,Verified MTA chapter total from original Hungary budget PDF,28765700000.0,covered_by_final_series,
2023 MK_22_127.pdf,Data/input/finance_bills/Hungary/2023 MK_22_127.pdf,,1,Hungarian Academy of Sciences (MTA),74,Verified MTA chapter total from original Hungary budget PDF,30566400000.0,covered_by_final_series,
2024 MK_23_104.pdf,Data/input/finance_bills/Hungary/2024 MK_23_104.pdf,,1,Hungarian Academy of Sciences (MTA),41,Verified MTA chapter total from original Hungary budget PDF,30706800000.0,covered_by_final_series,
2025 MK_24_136.pdf,Data/input/finance_bills/Hungary/2025 MK_24_136.pdf,,1,Hungarian Academy of Sciences (MTA),43,Verified MTA chapter total from original Hungary budget PDF,37063700000.0,covered_by_final_series,
