reform_id,country_code,country_name,survey_year,implementation_year,announcement_year,announcement_year_source,announcement_year_confidence,legislation_year,legislation_year_source,legislation_year_confidence,implementation_year_end,implementation_year_source,implementation_year_confidence,theme,sub_theme,secondary_type,alternative_theme,rd_actor,rd_stage,growth_orientation,growth_orientation_rationale,growth_orientation_confidence,package_name,component_name,is_component,status,status_evidence,status_confidence,is_major_reform,importance_bucket,importance_rationale,importance_confidence,description,source_quote,source_page_start,source_page_end,event_id,n_mentions,mention_survey_years,mention_ids
DNK_2013_001,DNK,Denmark,2013,2012.0,,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"This reform enhances financial support for R&D activities, particularly for young firms, thereby fostering innovation and productivity growth.",high,Danish Innovation Strategy,R&D Tax Refund Scheme,False,implemented,The scheme was introduced to support R&D spending among firms.,high,True,3,"This reform represents a significant change in the support structure for R&D, particularly for small and young firms, which is crucial for fostering innovation and economic growth.",medium,"The Danish government introduced a new scheme allowing firms that spend on R&D and face after-tax income losses to benefit from a tax refund of 25% of these losses, aimed at improving access to funding for young and financially constrained firms.","In 2012, a new tax incentives scheme was introduced, allowing firms that spend on R&D and face after-tax income losses to benefit from a tax refund of 25% of these losses.",,,EVT_DNK_2012_0018,5,2013,"DNK_2013_001,DNK_2013_002,DNK_2013_009,DNK_2013_004,DNK_2013_006"
DNK_2013_007,DNK,Denmark,2013,2013.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,adoption,growth_supporting,"Enhances collaboration and knowledge sharing, which can lead to increased innovation and competitiveness among SMEs.",high,2013 Cluster Strategy,,False,implemented,The new cluster strategy was launched in April 2013.,high,True,3,"This reform represents a significant structural change aimed at enhancing innovation through improved cluster dynamics, which is crucial for the competitiveness of the Danish economy.",high,"A new cluster strategy was launched to improve framework conditions for innovation and knowledge sharing, focusing on expanding clusters and increasing collaboration at various levels.","In April 2013, a new cluster strategy was launched to improve framework conditions for innovation and knowledge sharing, with a view to expanding clusters.",,,EVT_DNK_2013_0019,1,2013,DNK_2013_007
DNK_2013_014,DNK,Denmark,2013,2013.0,,,,2013.0,explicit,high,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"By incentivizing quicker completion of tertiary education, the reform aims to increase the skilled labor supply, which can enhance productivity and economic growth.",high,2013 Tertiary Education Grant Reform,,False,implemented,The reform was enacted in April 2013.,high,True,3,"This reform represents a significant overhaul of the grant system, aiming to improve educational outcomes and labor market readiness, which is crucial for economic competitiveness.",high,"In April 2013, the state grant system for tertiary education was reformed to speed up completion and thereby raise labour supply, introducing stricter conditions for grant eligibility and shortening the average duration of study programmes.","In April 2013, the state grant system for tertiary education was reformed to speed up completion and thereby raise labour supply.",,,EVT_DNK_2013_0020,1,2013,DNK_2013_014
DNK_2016_002,DNK,Denmark,2016,2016.0,2016.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,public_private,applied,growth_supporting,Facilitating innovation in SMEs is expected to enhance competition and drive economic growth.,high,InnoBooster Programme,,False,implemented,The programme has been put into action and is currently operational.,high,False,2,"The programme represents a significant initiative to support SMEs in innovation, indicating a notable but not transformative change.",medium,"The new InnoBooster programme is designed to facilitate innovation in SMEs, ensuring sufficient competition and SME participation in demand-side innovation policies.",The new InnoBooster programme is designed to facilitate innovation in SMEs.,,,EVT_DNK_2016_0022,3,"2016,2019","DNK_2016_002,DNK_2019_009,DNK_2019_007"
DNK_2019_003,DNK,Denmark,2019,2017.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,public_private,unknown,growth_supporting,"The Council aims to harness technological changes for broad economic benefits, potentially enhancing productivity and innovation across sectors.",high,Disruption Council Initiative,,False,implemented,The Council was established and is actively functioning.,high,False,2,"The establishment of the Council represents a significant step in coordinating responses to technological disruption, fostering collaboration among various stakeholders.",medium,"The Danish Government launched a 'Disruption Council' to analyze and discuss future challenges from technological changes and globalization, aiming to ensure that all Danes benefit from economic development.","In May 2017, the Danish Government established a 'Disruption Council', a partnership between the social partners, businesses, experts and the Government.",86.0,86.0,EVT_DNK_2017_0023,1,2019,DNK_2019_003
DNK_2019_005,DNK,Denmark,2019,2018.0,,,,,,,,explicit,high,innovation,startup_ecosystem,,,public_private,commercialization,growth_supporting,"The reform aims to address market failures by providing better access to capital and guidance for startups, which can enhance innovation and firm growth.",high,2018 Business Promotion Reform,Simplification of Business Promotion Services,False,implemented,The reform was approved and implemented to simplify the system.,high,False,2,"The simplification of the business promotion services is significant as it enhances the support structure for startups, which is crucial for fostering innovation and economic growth.",medium,"In 2018, Denmark approved a reform to simplify the public business promotion services system, enhancing support for startups and medium-term firm growth.","In 2018, a welcome reform was approved to simplify the system significantly.",101.0,101.0,EVT_DNK_2018_0024,1,2019,DNK_2019_005
DNK_2019_010,DNK,Denmark,2019,2018.0,2018.0,explicit,high,,,,,explicit,high,innovation,other,,,private,adoption,growth_supporting,"Enhancing cybersecurity is expected to build trust in digital technologies, which is essential for their adoption and the overall productivity growth of firms.",high,2018 Digital Growth Reform Package,Cybersecurity Initiatives,True,implemented,The Government launched a national strategy for cyber and information security.,high,False,2,"The reform addresses a critical area of concern for businesses, particularly small firms, and aims to enhance their resilience against cyber threats, which is vital for fostering innovation.",medium,"The 2018 Digital Growth reform package includes initiatives to strengthen cybersecurity in companies, establishing a single digital point of entry for reporting IT security incidents and launching a national strategy for cyber and information security.",The 2018 Digital Growth reform package contains a number of initiatives to strengthen cyber security in companies.,121.0,121.0,EVT_DNK_2018_0025,1,2019,DNK_2019_010
DNK_2019_012,DNK,Denmark,2019,2018.0,,,,,,,,explicit,high,innovation,human_capital,,,public_private,applied,growth_supporting,Increasing the number of STEM graduates will enhance the skill base necessary for innovation and technological advancement.,high,Technology Pact,,False,implemented,The Government launched a Technology Pact aiming to raise the number of STEM graduates.,high,False,2,"This initiative is significant in addressing skill shortages in STEM fields, which are critical for future innovation.",medium,"The Government launched a Technology Pact aiming to raise the number of STEM graduates in collaboration with companies, educational and research institutions.","In April 2018, the Government also launched a Technology Pact aiming to raise the number of STEM graduates in collaboration with companies.",126.0,126.0,EVT_DNK_2018_0026,1,2019,DNK_2019_012
DNK_2009_001,DNK,Denmark,2009,2019.0,,,,,,,,explicit,high,innovation,rd_funding,,,public,applied,growth_supporting,Encouraging timely completion of education and increasing competitive research funding are expected to enhance human capital and innovation capacity.,high,Education and R&D Enhancement,Tertiary Education and R&D Funding Reform,True,implemented,The measures have been put into practice as part of ongoing government initiatives.,high,False,2,"The reforms are significant but not structural, focusing on enhancing education and competitive funding mechanisms.",medium,"Denmark is implementing measures to encourage timely completion of tertiary education, including making it easier for students to transition from secondary to tertiary education and providing universities with incentives to promote on-time completion. Additionally, the government has been working towards increasing the share of public research grants allocated on a competitive basis, aiming for at least 50% of funds to be subject to open competition, alongside investments in R&D in the agriculture sector to support green growth.",The government reached agreement with its parliamentary partners in June 2009 on a 'green growth' initiative with new measures focused on improving the environmental performance of the agriculture sector.,,,EVT_DNK_2019_0027,1,2009,DNK_2009_001
DNK_2019_008,DNK,Denmark,2019,2019.0,,,,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"Increasing tax incentives for R&D is expected to stimulate private sector investment in innovation, particularly benefiting young and innovative firms.",high,2019 R&D Tax Incentive Reform,Enhanced Tax Allowance,True,implemented,The enhanced tax allowance rate will gradually increase as planned.,high,False,2,"This reform is a significant adjustment to the existing tax incentive framework, aimed at increasing R&D investment in the private sector.",medium,"Denmark is set to increase R&D tax incentives by introducing an enhanced tax allowance for current R&D expenditure, gradually increasing from 1.5% in 2019 to 10% in 2026.",Recent reform will increase R&D tax incentives by introducing enhanced tax allowance for current R&D expenditure.,,,EVT_DNK_2019_0028,1,2019,DNK_2019_008
DNK_2019_011,DNK,Denmark,2019,2019.0,2018.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Improving the education system aligns skills with market demand, enhancing productivity and innovation potential.",high,University Funding Reform,,False,implemented,An agreement was passed in December 2017 to reform university funding.,high,True,3,"This reform represents a structural change in how university funding is allocated, which is crucial for aligning education with future labor market needs.",high,The Government has initiated a wide scale reflection on how to improve the education system and make it more relevant for the labour market by reforming the university funding system and better targeting labour market demand and future skill needs in education.,An agreement was passed in December 2017 to reform university funding based on quality and outcomes of students.,,,EVT_DNK_2019_0029,1,2019,DNK_2019_011
DNK_2021_002,DNK,Denmark,2021,2020.0,,,,,,,,explicit,high,innovation,sectoral_rd,innovation_instruments,,public_private,applied,growth_supporting,"The strategy supports innovation in clean technologies, enhancing sustainability and economic growth.",high,Green Transition Strategy,EUDP and Innovation Fund Support,False,implemented,Programmes like EUDP are already in operation.,high,True,3,The strategy represents a major overhaul of Denmark's approach to clean technology R&D.,high,"Denmark is implementing a comprehensive strategy to support research and development in clean technologies, aiming to cut carbon emissions by 70% by 2030. This includes attracting private investment, enhancing public-private cooperation, and focusing on missions such as carbon capture, power-to-X, and eco-friendly agriculture. Major programmes like the Energy Technology Development and Demonstration Programme (EUDP) are central to this effort.","The green research strategy is focused on four missions: 1) carbon capture, utilisation and storage, 2) power-to-X, 3) climate and eco-friendly agriculture and food production, 4) recycling and reduction of plastic waste.",89.0,89.0,EVT_DNK_2020_0030,1,2021,DNK_2021_002
DNK_2021_004,DNK,Denmark,2021,2020.0,2020.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The tax incentive encourages private sector investment in R&D, boosting innovation.",high,R&D Tax Incentive Enhancement,R&D Tax Allowance Increase,False,implemented,The tax allowance was applied in 2020 and extended.,high,False,2,The temporary increase is a significant incentive for private R&D investment.,medium,"Denmark temporarily increased the R&D enhanced tax allowance to 130% for R&D expenses up to DKK 850 million in 2020 and 2021, later extended to 2022.",The package also included a temporary increase in the R&D enhanced tax allowance to 130% in 2020 and 2021 (later extended to 2022) for R&D expenses up to DKK 850 million.,20.0,20.0,EVT_DNK_2020_0031,1,2021,DNK_2021_004
DNK_2024_004,DNK,Denmark,2024,2022.0,,,,,,,,explicit,high,innovation,research_infrastructure,,,public,applied,growth_supporting,"Integrating digital technologies in healthcare is expected to improve service delivery and efficiency, contributing positively to economic growth.",high,Healthcare Digital Integration,Digital Health Technologies,False,implemented,The political agreement has been reached and initiatives are underway to implement the integration of digital technologies in healthcare.,high,False,2,"The agreement represents a significant step towards improving healthcare services through technology, though it is not a complete overhaul.",medium,A political agreement was reached to strengthen the integration of healthcare services and develop digital technologies to address shortages in healthcare.,A political agreement was reached to strengthen the integration of healthcare services at the local level and quality assurance.,18.0,18.0,EVT_DNK_2022_0032,1,2024,DNK_2024_004
DNK_2024_001,DNK,Denmark,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,innovation_instruments,,,private,applied,growth_supporting,"The reforms are designed to stimulate R&D investment and innovation in the private sector, which is expected to enhance productivity and economic growth.",high,R&D Tax Incentives,Tax Allowance Reforms,True,implemented,The reforms have been officially implemented as part of Denmark's ongoing efforts to boost R&D investment.,high,False,2,"The reforms significantly enhance existing tax incentives for R&D, which is a notable change but not a complete overhaul of the system.",medium,"Denmark has introduced favourable depreciation rules for green investment and increased the tax allowance for R&D expenses from 101.5% to 130%, with a DKK 50 million cap on qualifying expenditures. Additionally, plans are in place to further raise public support for research and development by making the R&D tax subsidy incremental, aiming to enhance incentives for innovation, particularly in small companies.",The research and development tax subsidy remains relatively low by international standards. Further increase public support to research and development by raising the R&D tax subsidy and making it incremental.,64.0,64.0,EVT_DNK_2024_0034,1,2024,DNK_2024_001
DNK_2024_003,DNK,Denmark,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,knowledge_transfer,sectoral_rd,,public_private,commercialization,growth_supporting,"Fostering collaboration between academia and industry is expected to enhance innovation and commercialization of research, contributing to economic growth.",high,Green Innovation Partnerships,Collaboration Incentives,True,implemented,The funding allocation and initiatives have been officially implemented as part of Denmark's innovation strategy.,high,False,2,The allocation of funds and the focus on collaboration represent a significant but not transformative change in policy.,medium,"Denmark allocated DKK 700 million to develop green research innovation partnerships, enhancing cooperation between firms and universities to foster innovation. Additionally, the government aims to raise incentives for cooperation between universities and businesses by providing targeted funding and revising intellectual property rights.","Raise incentives for the cooperation between universities and businesses by providing targeted funding, revising intellectual property rights, and harmonising procedures.",64.0,64.0,EVT_DNK_2024_0035,1,2024,DNK_2024_003
DNK_2024_005,DNK,Denmark,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,startup_ecosystem,,,public,adoption,growth_supporting,Enhancing access to capital for start-ups is expected to stimulate innovation and growth in the entrepreneurial sector.,high,Startup Financing Initiative,Scale-Up Support,False,announced,The initiative has been officially announced and is set to be implemented in 2024.,high,False,2,"The additional funding represents a significant enhancement of support for start-ups, though it is not a complete overhaul of the system.",medium,"Denmark has prioritized an additional 6 billion DKK towards equity finance and access to capital in the scale-up phase, aiming to enhance support for innovative start-ups and SMEs.",Denmark prioritised an additional 6 billion DKK towards equity finance and access to capital in the scale-up phase.,55.0,55.0,EVT_DNK_2024.0_0089,1,2024,DNK_2024_005
DNK_2024_006,DNK,Denmark,2024,2024.0,2023.0,explicit,high,,,,,explicit,high,innovation,human_capital,,,public,applied,growth_supporting,"Increasing access to higher education is expected to enhance the supply of skilled researchers and innovators, contributing positively to economic growth.",high,Higher Education Expansion,English-Taught Master's Programmes,False,announced,The agreement has been officially announced and is set to be implemented starting in 2024.,high,False,2,"The expansion of university places represents a significant step towards improving human capital, though it is not a complete overhaul of the education system.",medium,"Denmark's government has announced an agreement to increase the number of university places available for English-taught master's programmes, allowing for an additional 1,100 students each year from 2024-2028 and 2,500 from 2029.","The recently announced agreement to allow universities to augment their enrolment of students in English-taught master’s programmes by 1,100 each year from 2024-2028, and by 2,500 from 2029 is welcome.",,,EVT_DNK_2024.0_0090,1,2024,DNK_2024_006
