country_code,country_name,survey_year,sub_theme,n_reforms,n_positive,has_positive_reform
CHL,Chile,2005,innovation_instruments,4,4,1
CHL,Chile,2005,knowledge_transfer,1,1,1
CHL,Chile,2005,rd_funding,2,2,1
CHL,Chile,2005,startup_ecosystem,1,1,1
CHL,Chile,2007,human_capital,1,1,1
CHL,Chile,2007,innovation_instruments,6,6,1
CHL,Chile,2007,rd_funding,1,1,1
CHL,Chile,2010,innovation_instruments,10,10,1
CHL,Chile,2010,knowledge_transfer,1,1,1
CHL,Chile,2010,sectoral_rd,1,1,1
CHL,Chile,2012,innovation_instruments,1,1,1
CHL,Chile,2012,other,1,1,1
CHL,Chile,2013,human_capital,1,1,1
CHL,Chile,2013,innovation_instruments,6,6,1
CHL,Chile,2013,startup_ecosystem,1,1,1
CHL,Chile,2015,human_capital,1,1,1
CHL,Chile,2015,innovation_instruments,1,1,1
CHL,Chile,2015,knowledge_transfer,1,1,1
CHL,Chile,2015,startup_ecosystem,1,1,1
CHL,Chile,2018,human_capital,1,1,1
CHL,Chile,2018,innovation_instruments,3,3,1
CHL,Chile,2018,rd_funding,3,3,1
CHL,Chile,2018,sectoral_rd,2,2,1
CHL,Chile,2018,startup_ecosystem,1,1,1
CHL,Chile,2021,innovation_instruments,2,2,1
CHL,Chile,2021,rd_funding,2,2,1
CHL,Chile,2021,research_infrastructure,1,1,1
CHL,Chile,2021,startup_ecosystem,2,2,1
CHL,Chile,2022,innovation_instruments,1,1,1
CHL,Chile,2022,rd_funding,1,1,1
CHL,Chile,2025,human_capital,1,1,1
CHL,Chile,2025,innovation_instruments,2,2,1
CHL,Chile,2025,rd_funding,5,5,1
CHL,Chile,2025,research_infrastructure,2,2,1
CHL,Chile,2025,sectoral_rd,1,1,1
COL,Colombia,2013,rd_funding,1,1,1
COL,Colombia,2015,innovation_instruments,1,1,1
COL,Colombia,2017,human_capital,1,1,1
COL,Colombia,2017,innovation_instruments,2,2,1
COL,Colombia,2017,rd_funding,3,3,1
COL,Colombia,2017,startup_ecosystem,1,1,1
COL,Colombia,2019,innovation_instruments,2,2,1
COL,Colombia,2019,rd_funding,3,3,1
COL,Colombia,2019,startup_ecosystem,1,1,1
COL,Colombia,2024,innovation_instruments,1,1,1
COL,Colombia,2024,sectoral_rd,1,1,1
CRI,Costa Rica,2016,innovation_instruments,1,1,1
CRI,Costa Rica,2016,rd_funding,1,1,1
CRI,Costa Rica,2018,innovation_instruments,4,4,1
CRI,Costa Rica,2020,rd_funding,2,2,1
CRI,Costa Rica,2020,startup_ecosystem,1,1,1
CRI,Costa Rica,2023,human_capital,2,2,1
CRI,Costa Rica,2023,innovation_instruments,2,2,1
CRI,Costa Rica,2023,rd_funding,1,1,1
CRI,Costa Rica,2025,innovation_instruments,1,1,1
CRI,Costa Rica,2025,rd_funding,3,3,1
CRI,Costa Rica,2025,startup_ecosystem,2,2,1
CZE,Czech Republic,1998,knowledge_transfer,1,1,1
CZE,Czech Republic,1998,rd_funding,1,1,1
CZE,Czech Republic,1998,research_infrastructure,1,1,1
CZE,Czech Republic,2000,innovation_instruments,1,1,1
CZE,Czech Republic,2004,innovation_instruments,1,1,1
CZE,Czech Republic,2004,rd_funding,1,1,1
CZE,Czech Republic,2004,startup_ecosystem,1,1,1
CZE,Czech Republic,2006,innovation_instruments,6,6,1
CZE,Czech Republic,2006,rd_funding,3,3,1
CZE,Czech Republic,2006,startup_ecosystem,1,1,1
CZE,Czech Republic,2008,innovation_instruments,2,2,1
CZE,Czech Republic,2008,rd_funding,1,1,1
CZE,Czech Republic,2008,startup_ecosystem,1,1,1
CZE,Czech Republic,2010,rd_funding,1,1,1
CZE,Czech Republic,2011,innovation_instruments,4,4,1
CZE,Czech Republic,2011,rd_funding,1,1,1
CZE,Czech Republic,2014,innovation_instruments,1,1,1
CZE,Czech Republic,2014,knowledge_transfer,1,1,1
CZE,Czech Republic,2016,human_capital,1,1,1
CZE,Czech Republic,2016,innovation_instruments,5,5,1
CZE,Czech Republic,2016,knowledge_transfer,1,1,1
CZE,Czech Republic,2016,rd_funding,5,5,1
CZE,Czech Republic,2016,startup_ecosystem,4,4,1
CZE,Czech Republic,2018,knowledge_transfer,1,1,1
CZE,Czech Republic,2018,research_infrastructure,1,1,1
CZE,Czech Republic,2020,innovation_instruments,5,5,1
CZE,Czech Republic,2020,rd_funding,2,2,1
CZE,Czech Republic,2020,startup_ecosystem,1,1,1
CZE,Czech Republic,2023,human_capital,1,1,1
CZE,Czech Republic,2023,innovation_instruments,1,1,1
CZE,Czech Republic,2023,sectoral_rd,1,1,1
CZE,Czech Republic,2023,startup_ecosystem,1,1,1
DEU,Germany,1995,startup_ecosystem,1,1,1
DEU,Germany,1996,other,1,1,1
DEU,Germany,1996,rd_funding,1,1,1
DEU,Germany,1997,other,1,1,1
DEU,Germany,1998,human_capital,1,1,1
DEU,Germany,1998,startup_ecosystem,1,1,1
DEU,Germany,1999,human_capital,1,1,1
DEU,Germany,1999,rd_funding,1,1,1
DEU,Germany,1999,startup_ecosystem,1,1,1
DEU,Germany,2001,human_capital,1,1,1
DEU,Germany,2001,rd_funding,1,1,1
DEU,Germany,2002,startup_ecosystem,1,1,1
DEU,Germany,2004,human_capital,3,3,1
DEU,Germany,2004,innovation_instruments,5,5,1
DEU,Germany,2004,rd_funding,2,2,1
DEU,Germany,2006,human_capital,1,1,1
DEU,Germany,2006,innovation_instruments,2,2,1
DEU,Germany,2006,rd_funding,5,5,1
DEU,Germany,2006,startup_ecosystem,1,1,1
DEU,Germany,2008,human_capital,2,2,1
DEU,Germany,2008,innovation_instruments,1,1,1
DEU,Germany,2008,rd_funding,1,1,1
DEU,Germany,2008,sectoral_rd,1,1,1
DEU,Germany,2010,innovation_instruments,1,1,1
DEU,Germany,2010,rd_funding,4,4,1
DEU,Germany,2012,human_capital,1,1,1
DEU,Germany,2012,innovation_instruments,1,1,1
DEU,Germany,2012,rd_funding,1,1,1
DEU,Germany,2012,startup_ecosystem,1,1,1
DEU,Germany,2014,innovation_instruments,1,1,1
DEU,Germany,2016,rd_funding,1,1,1
DEU,Germany,2018,innovation_instruments,1,1,1
DEU,Germany,2018,rd_funding,1,1,1
DEU,Germany,2018,research_infrastructure,1,1,1
DEU,Germany,2020,human_capital,1,1,1
DEU,Germany,2020,innovation_instruments,4,4,1
DEU,Germany,2020,research_infrastructure,3,3,1
DEU,Germany,2020,startup_ecosystem,4,4,1
DEU,Germany,2023,innovation_instruments,1,1,1
DEU,Germany,2023,rd_funding,3,3,1
DEU,Germany,2023,startup_ecosystem,2,2,1
DEU,Germany,2025,innovation_instruments,4,4,1
DEU,Germany,2025,knowledge_transfer,1,1,1
DEU,Germany,2025,rd_funding,4,4,1
DEU,Germany,2025,sectoral_rd,1,1,1
DEU,Germany,2025,startup_ecosystem,3,3,1
DNK,Denmark,1997,innovation_instruments,1,1,1
DNK,Denmark,1997,startup_ecosystem,1,1,1
DNK,Denmark,1999,rd_funding,1,1,1
DNK,Denmark,2002,rd_funding,1,1,1
DNK,Denmark,2003,innovation_instruments,1,1,1
DNK,Denmark,2005,innovation_instruments,1,1,1
DNK,Denmark,2005,knowledge_transfer,1,1,1
DNK,Denmark,2005,rd_funding,1,1,1
DNK,Denmark,2006,human_capital,1,1,1
DNK,Denmark,2006,innovation_instruments,1,1,1
DNK,Denmark,2006,other,1,0,0
DNK,Denmark,2006,rd_funding,1,1,1
DNK,Denmark,2006,startup_ecosystem,1,1,1
DNK,Denmark,2008,knowledge_transfer,1,1,1
DNK,Denmark,2008,rd_funding,2,2,1
DNK,Denmark,2009,rd_funding,2,2,1
DNK,Denmark,2012,rd_funding,1,1,1
DNK,Denmark,2013,human_capital,1,1,1
DNK,Denmark,2013,innovation_instruments,7,7,1
DNK,Denmark,2013,knowledge_transfer,1,1,1
DNK,Denmark,2013,rd_funding,1,1,1
DNK,Denmark,2013,startup_ecosystem,1,1,1
DNK,Denmark,2016,innovation_instruments,1,1,1
DNK,Denmark,2019,human_capital,1,1,1
DNK,Denmark,2019,innovation_instruments,4,4,1
DNK,Denmark,2019,knowledge_transfer,2,2,1
DNK,Denmark,2019,rd_funding,1,1,1
DNK,Denmark,2019,research_infrastructure,1,1,1
DNK,Denmark,2021,innovation_instruments,1,1,1
DNK,Denmark,2021,rd_funding,1,1,1
DNK,Denmark,2021,research_infrastructure,1,1,1
DNK,Denmark,2021,sectoral_rd,3,3,1
DNK,Denmark,2024,human_capital,1,1,1
DNK,Denmark,2024,innovation_instruments,1,1,1
DNK,Denmark,2024,knowledge_transfer,1,1,1
DNK,Denmark,2024,rd_funding,1,1,1
ESP,Spain,1996,human_capital,1,1,1
ESP,Spain,1996,innovation_instruments,1,1,1
ESP,Spain,1996,research_infrastructure,1,1,1
ESP,Spain,1998,knowledge_transfer,1,1,1
ESP,Spain,1998,rd_funding,1,1,1
ESP,Spain,1998,startup_ecosystem,1,1,1
ESP,Spain,2000,innovation_instruments,2,2,1
ESP,Spain,2000,rd_funding,1,1,1
ESP,Spain,2001,innovation_instruments,1,1,1
ESP,Spain,2001,rd_funding,1,1,1
ESP,Spain,2003,human_capital,1,1,1
ESP,Spain,2003,rd_funding,1,1,1
ESP,Spain,2005,innovation_instruments,2,2,1
ESP,Spain,2005,rd_funding,5,5,1
ESP,Spain,2005,startup_ecosystem,1,1,1
ESP,Spain,2007,human_capital,3,3,1
ESP,Spain,2007,innovation_instruments,9,9,1
ESP,Spain,2007,knowledge_transfer,3,3,1
ESP,Spain,2007,other,1,1,1
ESP,Spain,2007,rd_funding,9,9,1
ESP,Spain,2007,startup_ecosystem,4,4,1
ESP,Spain,2008,human_capital,1,1,1
ESP,Spain,2008,innovation_instruments,1,1,1
ESP,Spain,2008,rd_funding,1,1,1
ESP,Spain,2010,human_capital,1,1,1
ESP,Spain,2010,innovation_instruments,1,1,1
ESP,Spain,2012,knowledge_transfer,1,1,1
ESP,Spain,2014,human_capital,3,3,1
ESP,Spain,2014,innovation_instruments,6,6,1
ESP,Spain,2014,rd_funding,3,3,1
ESP,Spain,2014,startup_ecosystem,2,2,1
ESP,Spain,2017,human_capital,1,1,1
ESP,Spain,2017,innovation_instruments,5,5,1
ESP,Spain,2017,rd_funding,2,2,1
ESP,Spain,2017,startup_ecosystem,4,4,1
ESP,Spain,2018,innovation_instruments,3,3,1
ESP,Spain,2018,startup_ecosystem,1,1,1
ESP,Spain,2021,human_capital,1,1,1
ESP,Spain,2021,innovation_instruments,2,2,1
ESP,Spain,2021,knowledge_transfer,3,3,1
ESP,Spain,2021,rd_funding,4,4,1
ESP,Spain,2021,sectoral_rd,1,1,1
ESP,Spain,2023,human_capital,1,1,1
ESP,Spain,2023,knowledge_transfer,3,3,1
ESP,Spain,2023,startup_ecosystem,1,1,1
ESP,Spain,2025,innovation_instruments,1,1,1
ESP,Spain,2025,knowledge_transfer,1,1,1
ESP,Spain,2025,rd_funding,1,1,1
EST,Estonia,2009,innovation_instruments,1,1,1
EST,Estonia,2011,human_capital,1,1,1
EST,Estonia,2011,innovation_instruments,2,2,1
EST,Estonia,2011,rd_funding,2,2,1
EST,Estonia,2011,research_infrastructure,1,1,1
EST,Estonia,2011,startup_ecosystem,2,2,1
EST,Estonia,2012,human_capital,1,1,1
EST,Estonia,2015,human_capital,1,1,1
EST,Estonia,2015,innovation_instruments,1,1,1
EST,Estonia,2015,knowledge_transfer,1,1,1
EST,Estonia,2015,sectoral_rd,1,1,1
EST,Estonia,2017,innovation_instruments,2,2,1
EST,Estonia,2017,knowledge_transfer,3,3,1
EST,Estonia,2017,rd_funding,1,1,1
EST,Estonia,2017,startup_ecosystem,1,1,1
EST,Estonia,2019,innovation_instruments,2,2,1
EST,Estonia,2019,rd_funding,2,2,1
EST,Estonia,2022,innovation_instruments,2,2,1
EST,Estonia,2022,rd_funding,3,3,1
EST,Estonia,2022,sectoral_rd,2,2,1
EST,Estonia,2024,innovation_instruments,1,1,1
EST,Estonia,2024,knowledge_transfer,1,1,1
EST,Estonia,2024,rd_funding,2,2,1
EST,Estonia,2024,startup_ecosystem,1,1,1
FIN,Finland,1995,rd_funding,1,1,1
FIN,Finland,1996,human_capital,1,1,1
FIN,Finland,1996,innovation_instruments,1,1,1
FIN,Finland,1996,rd_funding,1,1,1
FIN,Finland,1996,research_infrastructure,1,1,1
FIN,Finland,1996,sectoral_rd,1,1,1
FIN,Finland,1997,startup_ecosystem,1,1,1
FIN,Finland,1998,innovation_instruments,1,1,1
FIN,Finland,1999,rd_funding,3,3,1
FIN,Finland,2000,knowledge_transfer,1,1,1
FIN,Finland,2000,rd_funding,1,1,1
FIN,Finland,2002,rd_funding,2,2,1
FIN,Finland,2003,sectoral_rd,2,2,1
FIN,Finland,2004,human_capital,1,1,1
FIN,Finland,2008,human_capital,2,2,1
FIN,Finland,2008,innovation_instruments,1,1,1
FIN,Finland,2012,innovation_instruments,2,2,1
FIN,Finland,2012,rd_funding,1,1,1
FIN,Finland,2012,startup_ecosystem,1,1,1
FIN,Finland,2014,human_capital,1,1,1
FIN,Finland,2014,innovation_instruments,1,0,0
FIN,Finland,2014,rd_funding,1,1,1
FIN,Finland,2014,sectoral_rd,1,1,1
FIN,Finland,2016,rd_funding,2,2,1
FIN,Finland,2016,startup_ecosystem,1,1,1
FIN,Finland,2018,startup_ecosystem,1,1,1
FIN,Finland,2022,human_capital,1,1,1
FIN,Finland,2022,innovation_instruments,6,6,1
FIN,Finland,2022,rd_funding,6,6,1
FIN,Finland,2022,startup_ecosystem,3,3,1
FIN,Finland,2025,human_capital,3,3,1
FIN,Finland,2025,innovation_instruments,2,2,1
FIN,Finland,2025,rd_funding,3,3,1
FIN,Finland,2025,startup_ecosystem,1,1,1
FRA,France,1997,startup_ecosystem,1,1,1
FRA,France,1999,innovation_instruments,9,9,1
FRA,France,1999,knowledge_transfer,3,3,1
FRA,France,1999,rd_funding,2,2,1
FRA,France,1999,startup_ecosystem,2,2,1
FRA,France,2000,innovation_instruments,3,3,1
FRA,France,2000,startup_ecosystem,2,2,1
FRA,France,2001,startup_ecosystem,1,1,1
FRA,France,2003,innovation_instruments,2,2,1
FRA,France,2003,rd_funding,1,1,1
FRA,France,2005,innovation_instruments,1,1,1
FRA,France,2005,research_infrastructure,1,1,1
FRA,France,2009,human_capital,2,2,1
FRA,France,2009,innovation_instruments,7,7,1
FRA,France,2009,knowledge_transfer,1,1,1
FRA,France,2009,rd_funding,4,4,1
FRA,France,2009,startup_ecosystem,3,3,1
FRA,France,2011,innovation_instruments,4,4,1
FRA,France,2011,research_infrastructure,1,1,1
FRA,France,2013,human_capital,1,1,1
FRA,France,2013,rd_funding,1,1,1
FRA,France,2013,research_infrastructure,1,1,1
FRA,France,2015,human_capital,1,1,1
FRA,France,2017,innovation_instruments,1,1,1
FRA,France,2019,innovation_instruments,2,2,1
FRA,France,2019,rd_funding,7,7,1
FRA,France,2019,research_infrastructure,1,1,1
FRA,France,2021,innovation_instruments,3,3,1
FRA,France,2021,rd_funding,3,3,1
FRA,France,2024,innovation_instruments,3,3,1
FRA,France,2024,startup_ecosystem,1,1,1
GBR,United Kingdom,1996,innovation_instruments,3,3,1
GBR,United Kingdom,1996,knowledge_transfer,1,1,1
GBR,United Kingdom,1998,human_capital,1,1,1
GBR,United Kingdom,1998,innovation_instruments,1,1,1
GBR,United Kingdom,2000,human_capital,1,1,1
GBR,United Kingdom,2000,innovation_instruments,4,4,1
GBR,United Kingdom,2000,startup_ecosystem,1,1,1
GBR,United Kingdom,2002,innovation_instruments,1,1,1
GBR,United Kingdom,2002,startup_ecosystem,1,1,1
GBR,United Kingdom,2004,innovation_instruments,1,1,1
GBR,United Kingdom,2005,human_capital,3,3,1
GBR,United Kingdom,2005,innovation_instruments,3,3,1
GBR,United Kingdom,2005,knowledge_transfer,2,2,1
GBR,United Kingdom,2005,rd_funding,2,2,1
GBR,United Kingdom,2007,human_capital,1,1,1
GBR,United Kingdom,2007,innovation_instruments,5,5,1
GBR,United Kingdom,2007,knowledge_transfer,1,1,1
GBR,United Kingdom,2007,rd_funding,2,2,1
GBR,United Kingdom,2011,innovation_instruments,1,1,1
GBR,United Kingdom,2011,rd_funding,2,2,1
GBR,United Kingdom,2011,sectoral_rd,1,1,1
GBR,United Kingdom,2013,innovation_instruments,7,7,1
GBR,United Kingdom,2013,research_infrastructure,1,1,1
GBR,United Kingdom,2013,startup_ecosystem,1,1,1
GBR,United Kingdom,2017,rd_funding,5,5,1
GBR,United Kingdom,2020,human_capital,1,1,1
GBR,United Kingdom,2020,innovation_instruments,4,4,1
GBR,United Kingdom,2020,rd_funding,3,3,1
GBR,United Kingdom,2020,startup_ecosystem,1,1,1
GBR,United Kingdom,2022,innovation_instruments,2,2,1
GBR,United Kingdom,2022,rd_funding,2,2,1
GBR,United Kingdom,2022,sectoral_rd,3,3,1
GBR,United Kingdom,2022,startup_ecosystem,1,1,1
GBR,United Kingdom,2024,rd_funding,1,1,1
GBR,United Kingdom,2024,startup_ecosystem,1,1,1
GRC,Greece,1996,human_capital,1,1,1
GRC,Greece,1996,knowledge_transfer,1,1,1
GRC,Greece,1996,sectoral_rd,1,1,1
GRC,Greece,2001,rd_funding,1,1,1
GRC,Greece,2002,knowledge_transfer,1,1,1
GRC,Greece,2005,innovation_instruments,1,1,1
