country,agency_name,agency_type,rd_fraction,canonical_name,active_years,include_in_series,notes,classified_by
Canada,SÉCURITÉ PUBLIQUE ET PROTECTION CIVILE ROYAL CANADIAN MOUNTED POLICE PUBLIC COMPLAINTS COMMISSION,mixed_ministry,5,Royal Canadian Mounted Police Public Complaints Commission,,False,Broad government department with R&D as a small component.,llm
Canada,DEPARTMENT OF INDIAN AFFAIRS AND NORTHERN DEVELOPMENT,mixed_ministry,5,Department of Indian Affairs and Northern Development,,False,Broad government department with R&D as a small component.,llm
Canada,OFFICE OF INFRASTRUCTURE OF CANADA,mixed_ministry,10,Office of Infrastructure of Canada,,False,"Broad government department focused on infrastructure, R&D is a small component.",llm
Canada,ROYAL CANADIAN MOUNTED POLICE PUBLIC COMPLAINTS COMMISSION,unclear,0,Royal Canadian Mounted Police Public Complaints Commission,,False,The name does not indicate a focus on R&D.,llm
Canada,CANADA POST CORPORATION,unclear,0,Canada Post Corporation,,False,The agency name does not indicate a focus on R&D.,llm
Canada,TRANSPORTS,mixed_ministry,5,Department of Transport,,False,Broad government department where R&D is a small component.,llm
Canada,SCHEDULE 1.5,unclear,0,SCHEDULE 1.5,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,TRANSPORTATION APPEAL TRIBUNAL OF CANADA,unclear,0,Transportation Appeal Tribunal of Canada,,False,The name does not indicate a focus on R&D.,llm
Canada,THE FEDERAL BRIDGE CORPORATION LIMITED,unclear,0,The Federal Bridge Corporation Limited,,False,Cannot determine from the name alone.,llm
Canada,SÉCURITÉ PUBLIQUE ET PROTECTION CIVILE (suite) CORRECTIONAL SERVICE OF CANADA,mixed_ministry,5,Public Safety and Emergency Preparedness (Correctional Service of Canada),,False,Broad government department where R&D is a small component.,llm
Canada,CONSEIL DE RECHERCHES EN SCIENCES HUMAINES,dedicated_rd,90,Social Sciences and Humanities Research Council,,True,Agency primarily focused on funding and conducting R&D in social sciences and humanities.,llm
Canada,DEPARTMENT OF HEALTH,mixed_ministry,10,Department of Health,,False,Broad government department where R&D is a small component.,llm
Canada,COUR CANADIENNE DE L'IMPÔT,unclear,0,Canada Revenue Agency,,False,"The name suggests a tax agency, which typically does not focus on R&D.",llm
Canada,PARLIAMENT,unclear,0,Parliament of Canada,,False,Cannot determine R&D focus from the name alone.,llm
Canada,VETERANS AFFAIRS ANCIENS COMBATTANTS DEPARTMENT,mixed_ministry,5,Veterans Affairs Canada,,False,Broad government department with R&D as a small component.,llm
Canada,INDIAN AFFAIRS AND NORTHERN DEVELOPMENT,mixed_ministry,5,Indigenous Services Canada,,False,Broad government department with R&D as a small component.,llm
Canada,AGENCE CANADIENNE D’ÉVALUATION ENVIRONNEMENTALE,unclear,0,Canadian Environmental Assessment Agency,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Canada,AGENCE DE LA SANTÉ PUBLIQUE DU CANADA,mixed_ministry,10,Public Health Agency of Canada,,False,Broad government department with R&D as a small component.,llm
Canada,COMMISSION D'EXAMEN DES PLAINTES CONCERNANT LA POLICE MILITAIRE.,unclear,0,Military Police Complaints Commission,,False,"The agency's focus is on complaints regarding military police, not R&D.",llm
Canada,SHARED SERVICES CANADA,unclear,0,Shared Services Canada,,False,The name does not indicate a focus on R&D.,llm
Canada,PARKS CANADA AGENCY,mixed_ministry,5,Parks Canada Agency,,False,"Primarily focused on conservation and heritage, with R&D being a small component.",llm
Canada,WESTERN ECONOMIC DIVERSIFICATION,mixed_ministry,10,Western Economic Diversification,,False,Broad government department with R&D as a small component.,llm
Canada,DÉCLARATIONS FINANCIÈRES DU CANADA,unclear,0,Financial Declarations of Canada,,False,The name does not provide enough information to determine if it is an R&D agency or a ministry.,llm
Canada,DEPARTMENT,unclear,0,Department,,False,Cannot determine the specific focus or R&D component from the name alone.,llm
Canada,DEPARTMENT OF VETERANS AFFAIRS,mixed_ministry,5,Department of Veterans Affairs,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (suite),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF INDUSTRY,mixed_ministry,10,Department of Industry,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF CROWN-INDIGENOUS RELATIONS AND NORTHERN,mixed_ministry,5,Department of Crown-Indigenous Relations and Northern Affairs,,False,Broad government department with R&D as a small component.,llm
Canada,CONSEIL D’EXAMEN DU PRIX DES MÉDICAMENTS BREVETÉS,unclear,0,Patented Medicine Prices Review Board,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Canada,CANADA MORTGAGE AND HOUSING CORPORATION,mixed_ministry,5,Canada Mortgage and Housing Corporation,,False,"Primarily focused on housing and mortgage services, with limited R&D component.",llm
Canada,AFFAIRES INDIENNES ET,unclear,0,Indian Affairs and Northern Development,,False,Cannot determine the specific focus on R&D from the name alone.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (fin) CANADIAN INTERNATIONAL,mixed_ministry,5,Global Affairs Canada,,False,Broad government department with R&D as a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (fin),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,COMMISSION DE VÉRITÉ ET DE RÉCONCILIATION RELATIVE AUX PENSIONNATS INDIENS,unclear,0,Truth and Reconciliation Commission of Canada,,False,Cannot determine from the name alone.,llm
Canada,DES COMPÉTENCES DEPARTMENT,mixed_ministry,10,Department of Skills,,False,Broad government department where R&D is a small component.,llm
Canada,"FOREIGN AFFAIRS, TRADE AND DEVELOPMENT",mixed_ministry,5,"Foreign Affairs, Trade and Development",,False,Broad government department where R&D is a small component.,llm
Canada,ROYAL CANADIAN MOUNTED POLICE EXTERNAL REVIEW COMMITTEE,unclear,0,Royal Canadian Mounted Police External Review Committee,,False,Cannot determine from the name alone.,llm
Canada,CANADIAN INTERNATIONAL,unclear,0,Canadian International,,False,Cannot determine the specific focus of the agency from the name alone.,llm
Canada,TRANSPORTS OFFICE OF INFRASTRUCTURE OF CANADA,mixed_ministry,5,Transport Office of Infrastructure of Canada,,False,Broad government department where R&D is a small component.,llm
Canada,MUSÉE CANADIEN DE LA NATURE,unclear,0,Canadian Museum of Nature,,False,Cannot determine the primary focus of the agency from the name alone.,llm
Canada,INDIAN AND INUIT AFFAIRS PROGRAM,unclear,0,Indian and Inuit Affairs Program,,False,Cannot determine from the name alone.,llm
Canada,PUBLIC WORKS AND GOVERNMENT SERVICES TRAVAUX PUBLICS ET SERVICES GOUVERNEMENTAUX,mixed_ministry,5,Public Works and Government Services Canada,,False,Broad government department with R&D as a small component.,llm
Canada,SCHEDULE 1.2,unclear,0,SCHEDULE 1.2,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,TRANSPORTS DEPARTMENT,mixed_ministry,10,Department of Transport,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF PUBLIC WORKS AND GOVERNMENT SERVICES,mixed_ministry,5,Department of Public Works and Government Services,,False,Broad government department where R&D is a small component.,llm
Canada,INDIAN AFFAIRS AND NORTHERN DEVELOPMENT AFFAIRES INDIENNES ET DU NORD CANADIEN DEPARTMENT INDIAN AND INUIT AFFAIRS PROGRAM,mixed_ministry,5,Indian Affairs and Northern Development,,False,Broad government department with R&D as a small component.,llm
Canada,SOCIÉTÉ DE DÉVELOPPEMENT DU CAP-BRETON,unclear,0,Société de Développement du Cap-Breton,,False,Cannot determine from the name alone.,llm
Canada,DEPARTMENT OF CITIZENSHIP AND IMMIGRATION,mixed_ministry,5,Department of Citizenship and Immigration,,False,Broad government department where R&D is a small component.,llm
Canada,STATISTIQUE CANADA,mixed_ministry,5,Statistics Canada,,False,Primarily a statistical agency with limited R&D focus.,llm
Canada,DEPARTMENT OF FISHERIES AND OCEANS,mixed_ministry,10,Department of Fisheries and Oceans,,False,Broad government department with R&D as a small component.,llm
Canada,SÉCURITÉ PUBLIQUE,mixed_ministry,5,Public Security,,False,Broad government department where R&D is a small component.,llm
Canada,OFFICE OF INFRASTRUCTURE,unclear,0,Office of Infrastructure,,False,Cannot determine the R&D focus from the name alone.,llm
Canada,DEPARTMENT OF NATURAL RESOURCES,mixed_ministry,10,Department of Natural Resources,,False,Broad government department where R&D is a small component.,llm
Canada,RESSOURCES HUMAINES ET DÉVELOPPEMENT DES COMPÉTENCES DEPARTMENT,mixed_ministry,10,Department of Human Resources and Skills Development,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF JUSTICE,mixed_ministry,5,Department of Justice,,False,Broad government department where R&D is a small component.,llm
Canada,CITOYENNETÉ ET IMMIGRATION DEPARTMENT,mixed_ministry,5,Citizenship and Immigration Department,,False,Broad government department where R&D is a small component.,llm
Canada,COMMISSION DE LA FONCTION PUBLIQUE,unclear,0,Commission de la Fonction Publique,,False,The name does not indicate a focus on R&D.,llm
Canada,CANADIAN HERITAGE PATRIMOINE CANADIEN PARKS CANADA AGENCY,mixed_ministry,5,Canadian Heritage Parks Canada Agency,,False,Broad government department with R&D as a small component.,llm
Canada,GOVERNOR GENERAL,unclear,0,Governor General of Canada,,False,Cannot determine the R&D focus from the name alone.,llm
Canada,OFFICE NATIONAL DU FILM,unclear,0,National Film Board of Canada,,False,The agency's focus is not clearly defined as solely R&D or a broad ministry.,llm
Canada,STATISTICS CANADA,mixed_ministry,10,Statistics Canada,,False,Primarily a statistical agency with R&D as a small component.,llm
Canada,PROGRAMME DES AFFAIRES DU NORD,unclear,0,Northern Affairs Program,,False,Cannot determine the focus of the agency from the name alone.,llm
Canada,EMPLOYMENT AND SOCIAL DEVELOPMENT,mixed_ministry,5,Employment and Social Development Canada,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF TRANSPORT,mixed_ministry,10,Department of Transport,,False,Broad government department where R&D is a small component.,llm
Canada,DEPARTMENT OF FINANCE,mixed_ministry,5,Department of Finance,,False,Broad government department where R&D is a small component.,llm
Canada,CANADA REVENUE AGENCY AGENCE DU REVENU DU CANADA DEPARTMENT,mixed_ministry,5,Canada Revenue Agency,,False,Primarily a tax collection agency with minimal R&D activities.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (ﬁ n),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET,mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,CANADA CUSTOMS AND REVENUE AGENCY AGENCE DES DOUANES ET DU REVENU DU CANADA,mixed_ministry,5,Canada Customs and Revenue Agency,,False,"Primarily focused on customs and revenue collection, with minimal R&D component.",llm
Canada,CANADA REVENUE AGENCY AGENCE DU REVENU DU CANADA CANADA REVENUE AGENCY,mixed_ministry,5,Canada Revenue Agency,,False,Primarily a tax collection agency with minimal R&D activities.,llm
Canada,CORRECTIONAL SERVICE OF CANADA,mixed_ministry,5,Correctional Service of Canada,,False,Broad government department with R&D as a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (ﬁ n) CANADIAN INTERNATIONAL DEVELOPMENT AGENCY,mixed_ministry,5,Global Affairs Canada,,False,Broad government department with R&D as a small component.,llm
Canada,PÊCHES ET OCÉANS,mixed_ministry,10,Fisheries and Oceans Canada,,False,Broad government department with R&D as a small component.,llm
Canada,DEPARTMENT OF THE ENVIRONMENT,mixed_ministry,10,Department of the Environment,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (fin) CANADIAN INTERNATIONAL DEVELOPMENT AGENCY,mixed_ministry,5,Global Affairs Canada,,False,Broad government department with R&D as a small component.,llm
Canada,DÉVELOPPEMENT DES RESSOURCES HUMAINES HUMAN RESOURCES DEVELOPMENT,mixed_ministry,10,Human Resources Development,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (suite),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY,mixed_ministry,5,Canadian International Development Agency,,False,"Broad government department focused on international development, with R&D as a small component.",llm
Canada,PUBLIC WORKS AND GOVERNMENT SERVICES,mixed_ministry,5,Public Works and Government Services Canada,,False,Broad government department with R&D as a small component.,llm
Canada,NATURAL RESOURCES RESSOURCES NATURELLES DEPARTMENT,mixed_ministry,10,Natural Resources Canada,,False,Broad government department with R&D as a small component.,llm
Canada,CITIZENSHIP AND IMMIGRATION,mixed_ministry,5,Citizenship and Immigration Canada,,False,Broad government department with R&D as a small component.,llm
Canada,SERVICES PARTAGÉS CANADA,unclear,0,Shared Services Canada,,False,The name does not provide enough information to determine if it is dedicated to R&D or a broader ministry.,llm
Canada,DEPARTMENT OF PUBLIC SAFETY AND EMERGENCY PREPAREDNESS,mixed_ministry,5,Department of Public Safety and Emergency Preparedness,,False,Broad government department where R&D is a small component.,llm
Canada,CANADA BORDER SERVICES AGENCY,mixed_ministry,5,Canada Border Services Agency,,False,"Primarily focused on border services, with minimal R&D component.",llm
Canada,PUBLIC WORKS AND GOVERNMENT SERVICES TRAVAUX PUBLICS ET SERVICES GOUVERNEMENTAUX DEPARTMENT,mixed_ministry,5,Public Works and Government Services Department,,False,Broad government department where R&D is a small component.,llm
Canada,DES COMPÉTENCES DEPARTMENT (HUMAN RESOURCES AND SKILLS DEVELOPMENT),mixed_ministry,10,Department of Human Resources and Skills Development,,False,Broad government department where R&D is a small component.,llm
Canada,BUREAU D'INFORMATION DU CANADA,unclear,0,Bureau d'Information du Canada,,False,Cannot determine from the name alone.,llm
Canada,SOCIÉTÉ RADIO-CANADA,unclear,0,Société Radio-Canada,,False,Cannot determine from the name alone.,llm
Canada,FEDERAL-PROVINCIAL TRANSFERS PROGRAM,unclear,0,Federal-Provincial Transfers Program,,False,Cannot determine the R&D focus from the name alone.,llm
Canada,RESSOURCES HUMAINES ET DÉVELOPPEMENT DES COMPÉTENCES CANADA MORTGAGE AND HOUSING CORPORATION,mixed_ministry,5,Human Resources and Skills Development Canada Mortgage and Housing Corporation,,False,Broad government department with R&D as a small component.,llm
Canada,CORPORATION COMMERCIALE CANADIENNE,unclear,0,Canadian Commercial Corporation,,False,Cannot determine the focus of the agency from the name alone.,llm
Canada,AGRICULTURE AND AGRI-FOOD AGRICULTURE ET AGROALIMENTAIRE DEPARTMENT,mixed_ministry,10,Department of Agriculture and Agri-Food,,False,Broad government department where R&D is a small component.,llm
Canada,COMMISSION CANADIENNE DES GRAINS,unclear,0,Canadian Grain Commission,,False,Cannot determine the R&D focus from the name alone.,llm
Canada,VETERANS AFFAIRS PROGRAM,mixed_ministry,5,Veterans Affairs Program,,False,"Part of a broader ministry focused on veterans' services, with R&D being a minor component.",llm
Canada,CANADIAN BROADCASTING CORPORATION,mixed_ministry,5,Canadian Broadcasting Corporation,,False,Primarily a broadcasting organization with limited R&D activities.,llm
Canada,PUBLIC WORKS AND GOVERNMENT SERVICES TRAVAUX PUBLICS ET SERVICES GOUVERNEMENTAUX DEPARTMENT GOVERNMENT SERVICES PROGRAM,mixed_ministry,5,Public Works and Government Services Canada,,False,Broad government department where R&D is a small component.,llm
Canada,SERVICE CANADIEN DU RENSEIGNEMENT DE SÉCURITÉ,unclear,0,Canadian Security Intelligence Service,,False,"The agency's primary focus is on national security and intelligence, not R&D.",llm
Canada,OFFICE NATIONAL DE L’ÉNERGIE,mixed_ministry,10,National Energy Board,,False,Broad government department with R&D as a small component.,llm
Canada,CANADIAN HERITAGE PATRIMOINE CANADIEN DEPARTMENT,mixed_ministry,5,Canadian Heritage,,False,Broad government department where R&D is a small component.,llm
Canada,NATURAL SCIENCES AND ENGINEERING RESEARCH COUNCIL,dedicated_rd,90,Natural Sciences and Engineering Research Council,,True,Agency primarily funds R&D in natural sciences and engineering.,llm
Canada,CANADIAN INSTITUTES OF HEALTH RESEARCH,dedicated_rd,90,Canadian Institutes of Health Research,,True,Agency primarily focused on health research funding.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL DEPARTMENT,mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,LE RÉSEAU DU LEADERSHIP,unclear,0,LE RÉSEAU DU LEADERSHIP,,False,Cannot determine from the name alone.,llm
Canada,CANADIAN CENTRE FOR OCCUPATIONAL HEALTH AND SAFETY,mixed_ministry,10,Canadian Centre for Occupational Health and Safety,,False,"Primarily focused on occupational health and safety, with R&D as a small component.",llm
Canada,CANADIAN FOOD INSPECTION AGENCY,mixed_ministry,10,Canadian Food Inspection Agency,,False,"Primarily focused on food safety and inspection, with R&D as a small component.",llm
Canada,CORRECTIONAL SERVICE,mixed_ministry,5,Correctional Service Canada,,False,Broad government department with R&D as a small component.,llm
Canada,ENVIRONMENT ENVIRONNEMENT PARKS CANADA AGENCY,mixed_ministry,10,Environment and Parks Canada Agency,,False,Broad government department where R&D is a small component.,llm
Canada,SÉCURITÉ PUBLIQUE ET PROTECTION CIVILE ROYAL CANADIAN MOUNTED POLICE,mixed_ministry,5,Public Safety and Emergency Preparedness Royal Canadian Mounted Police,,False,Broad government department with R&D as a small component.,llm
Canada,SÉCURITÉ PUBLIQUE ET PROTECTION CIVILE (suite) CORRECTIONAL SERVICE,mixed_ministry,5,Public Safety and Emergency Preparedness (Correctional Service),,False,Broad government department with R&D as a small component.,llm
Canada,RESSOURCES NATURELLES NATURAL RESOURCES,mixed_ministry,10,Natural Resources Canada,,False,Broad government department with R&D as a small component.,llm
Canada,CROWN CORPORATIONS PROGRAM,unclear,0,Crown Corporations Program,,False,Cannot determine the specific focus on R&D from the name alone.,llm
Canada,DEPARTMENT OF CANADIAN HERITAGE,mixed_ministry,5,Department of Canadian Heritage,,False,Broad government department where R&D is a small component.,llm
Canada,COMMISSIONER FOR FEDERAL JUDICIAL AFFAIRS,unclear,0,Commissioner for Federal Judicial Affairs,,False,Cannot determine from the name alone.,llm
Canada,DEPARTMENT FEDERAL-PROVINCIAL TRANSFERS PROGRAM,unclear,0,Department Federal-Provincial Transfers Program,,False,Cannot determine the R&D focus from the name alone.,llm
Canada,AGRICULTURE ET AGROALIME1\iTAIRE,mixed_ministry,10,Agriculture and Agri-Food Canada,,False,Broad government department with R&D as a small component.,llm
Canada,AGRICULTURE ET AGROALIMENTAIRE AGRICULTURE AND AGRI,mixed_ministry,10,Agriculture and Agri-Food Canada,,False,Broad government department with R&D as a small component.,llm
Canada,SCHEDULE 2,unclear,0,SCHEDULE 2,,False,Cannot determine from the name alone.,llm
Canada,DEPARTMENT FEDERAL:PROVINC' IAL illANSF'ERS i'ROdRAM,unclear,0,Federal-Provincial Transfers Program,,False,The name does not provide clear information about R&D focus.,llm
Canada,ATOMIC ENERGY OF CANADA LIMITED,dedicated_rd,90,Atomic Energy of Canada Limited,,True,Primarily focused on nuclear R&D and related activities.,llm
Canada,AGRICULTURE ET AGROALIMENTAIRE AGRICULTURE AND AGIU -FOOD,mixed_ministry,10,Agriculture and Agri-Food Canada,,False,Broad government department with R&D as a small component.,llm
Canada,COMMISSION DU DROIT D’AUTEUR,unclear,0,Copyright Commission,,False,The agency's focus on copyright law does not clearly indicate a primary role in R&D.,llm
Canada,DEPARTMENT OF AGRICULTURE AND AGRI-FOOD,mixed_ministry,10,Department of Agriculture and Agri-Food,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL (suite) CANADIAN INTERNATIONAL DEVELOPMENT AGENCY,mixed_ministry,5,Global Affairs Canada,,False,Broad government department with R&D as a small component.,llm
Canada,REVENDICATIONS PARTICULIÈRES,unclear,0,REVENDICATIONS PARTICULIÈRES,,False,Cannot determine the nature of the agency from the name alone.,llm
Canada,COPYRIGHT BOARD,unclear,0,Copyright Board,,False,"The agency's focus is on copyright matters, not R&D.",llm
Canada,FISHERIES AND OCEANS,mixed_ministry,10,Department of Fisheries and Oceans Canada,,False,Broad government department with R&D as a small component.,llm
Canada,THE SENATE,unclear,0,The Senate,,False,Cannot determine from the name alone.,llm
Canada,CANADIAN HERITAGE,mixed_ministry,5,Canadian Heritage,,False,Broad government department with R&D as a small component.,llm
Canada,SECRÉTARIAT,unclear,0,SECRETARIAT,,False,Cannot determine the specific focus or function of the agency from the name alone.,llm
Canada,NATIONAL RESEARCH COUNCIL OF CANADA,dedicated_rd,90,National Research Council of Canada,,True,Primarily focused on conducting and funding R&D.,llm
Canada,DÉVELOPPEMENT DES RESSOURCES HUMAINES DEPARTMENT,mixed_ministry,10,Department of Human Resources Development,,False,Broad government department where R&D is a small component.,llm
Canada,SOLLICITEUR GÉNÉRAL (fin) ROYAL CANADIAN MOUNTED POLICE,mixed_ministry,5,Royal Canadian Mounted Police,,False,Broad government department where R&D is a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL DEPARTMENT(FOREIGN AFFAIRS),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,OFFICE NATIONAL DE L'ÉNERGIE,mixed_ministry,10,National Energy Board,,False,Broad government department with R&D as a small component.,llm
Canada,AFFAIRES ÉTRANGÈRES ET COMMERCE INTERNATIONAL DEPARTMENT (FOREIGN AFFAIRS),mixed_ministry,5,Department of Foreign Affairs and International Trade,,False,Broad government department where R&D is a small component.,llm
Canada,CANADIAN TRANSPORTATION AGENCY,mixed_ministry,5,Canadian Transportation Agency,,False,Broad government department where R&D is a small component.,llm
Canada,CANADIAN HERITAGE PATRIMOINE CANADIEN CANADIAN BROADCASTING CORPORATION,mixed_ministry,5,Canadian Broadcasting Corporation,,False,Broad government department with R&D as a small component.,llm
