country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
Netherlands,1989,KNAW (Royal Netherlands Academy),keep,1,397000000.0,397000000.0,million,"[""1989 budget memorandum.pdf""]","The current annual total of 397,000,000 million is directly supported by the source document row, which confirms the amount for KNAW and related institutions.",1.0,False,verdict_not_actionable,
Netherlands,1990,KNAW (Royal Netherlands Academy),keep,1,410000000.0,410000000.0,million,"[""1990 budget memorandum.pdf""]","The current annual total of 410,000,000 million is directly supported by the source document row, which lists the same amount for KNAW and related institutions.",1.0,False,verdict_not_actionable,
Netherlands,1991,KNAW (Royal Netherlands Academy),keep,1,440000000.0,440000000.0,million,"[""1991 budget memorandum.pdf""]","The current annual total of 440,000,000 million is directly supported by the source document row, which confirms this amount for KNAW.",1.0,False,verdict_not_actionable,
Netherlands,1992,KNAW (Royal Netherlands Academy),keep,1,529000000.0,529000000.0,million,"[""1992 budget memorandum.pdf""]","The current annual total of 529,000,000 million is directly supported by the source document row, which lists the same amount for KNAW and related institutions.",1.0,False,verdict_not_actionable,
Netherlands,1994,KNAW (Royal Netherlands Academy),keep,1,5000000000.0,5000000000.0,million,"[""1994 budget memorandum.pdf""]","The source document clearly states the amount of 5,000,000,000 million NLG for subsidies to KNAW, which supports the current annual total.",1.0,False,verdict_not_actionable,
Netherlands,1997,KNAW (Royal Netherlands Academy),keep,1,50000000000.0,50000000000.0,million,"[""1997 budget memorandum.pdf""]",The current annual total is supported by the source document row which confirms the amount as a contribution to KNAW.,1.0,False,verdict_not_actionable,
Netherlands,1999,KNAW (Royal Netherlands Academy),keep,1,150000000.0,150000000.0,million,"[""1999 budget memorandum.pdf""]","The amount of 150,000,000 million is directly supported by the source document row indicating a contribution to KNAW.",1.0,False,verdict_not_actionable,
Netherlands,1981,TNO (Netherlands Organisation for Applied Research),keep,1,285000000.0,285000000.0,million,"[""1981 budget memorandum.pdf""]","The current annual total of 285,000,000 million is directly supported by the source document, which explicitly states that for TNO in 1981, 285 million is allocated.",1.0,False,verdict_not_actionable,
Netherlands,1982,TNO (Netherlands Organisation for Applied Research),keep,1,280000000.0,280000000.0,million,"[""1982 budget memorandum.pdf""]",The amount of 280 million for TNO is explicitly stated in the budget memorandum and is consistent with the surrounding context.,1.0,False,verdict_not_actionable,
Netherlands,1983,TNO (Netherlands Organisation for Applied Research),correct,1,4000000.0,400000.0,million,"[""1983 budget memorandum.pdf""]","The document snippet indicates that TNO received 4 million, which is consistent with the line item amount. The current total appears to be a misinterpretation of the unit, as it should be 400,000 instead of 4,000,000.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,1984,TNO (Netherlands Organisation for Applied Research),correct,1,400000000.0,4000000.0,million,"[""1984 budget memorandum.pdf""]","The current total of 400,000,000 million appears to be a unit error, as the previous year was 4,000,000 million and the next year is 176,000,000 million, indicating a much lower expected value for 1984.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,1985,TNO (Netherlands Organisation for Applied Research),keep,1,176000000.0,176000000.0,euro,"[""1985 budget memorandum.pdf""]","The current annual total of 176,000,000 euro is directly supported by the source document row indicating an overboeking for loonbijstelling, which confirms the amount is accurate.",1.0,False,verdict_not_actionable,
Netherlands,1994,TNO (Netherlands Organisation for Applied Research),keep,1,20000000000.0,20000000000.0,million,"[""1994 budget memorandum.pdf""]","The current annual total of 20,000,000,000 million is directly supported by the source document row indicating subsidies for TNO.",1.0,False,verdict_not_actionable,
Netherlands,1997,TNO (Netherlands Organisation for Applied Research),keep,1,30000000000.0,30000000000.0,million,"[""1997 budget memorandum.pdf""]","The source document clearly states a contribution to TNO of 30,000,000,000 million NLG, which supports the current annual total.",1.0,False,verdict_not_actionable,
Netherlands,1999,TNO (Netherlands Organisation for Applied Research),keep,1,100000000.0,100000000.0,million,"[""1999 budget memorandum.pdf""]","The current annual total of 100,000,000 million is directly supported by the source document row indicating a contribution to TNO.",1.0,False,verdict_not_actionable,
Netherlands,2001,OCW Art. 07 Wetenschappelijk onderwijs (universities),correct,1,5941752000000.0,5941752000.0,million,"[""2001_ministry8.pdf""]","The current total appears to be a unit error, as the amount should be in millions rather than thousands of millions. The source document confirms the amount as 5,941,752,000 million NLG.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,1999,RIVM (National Institute for Public Health),drop,1,144000000.0,0.0,euro,"[""1999 budget memorandum.pdf""]","The current total of 144,000,000 euro appears to be an outlier and likely a misinterpretation of the budget data, as the context suggests a much lower expected range for RIVM funding.",0.9,False,non_positive_review_amount,
Netherlands,2007,RIVM (National Institute for Public Health),correct,1,31436000.0,31436000.0,euro,"[""2007_ministry16.pdf""]","The amount of 31,436,000 euro is confirmed by the source document row, which lists it as the total for RIVM. The surrounding context supports this figure as part of the overall budget.",0.9,True,,matched_single_row
Netherlands,2008,RIVM (National Institute for Public Health),correct,1,28875000.0,28875000.0,euro,"[""2008_ministry16.pdf""]","The amount of 28,875,000 euro is confirmed by the source document row, which states it as the total for RIVM. The surrounding context supports this figure as part of the overall budget for public health.",0.9,True,,matched_single_row
Netherlands,2009,RIVM (National Institute for Public Health),keep,1,321078000.0,321078000.0,euro,"[""2009_ministry16.pdf""]","The current annual total of 321,078,000 euro is directly supported by the source document row, which lists the same amount for RIVM Operating Expenses.",1.0,False,verdict_not_actionable,
Netherlands,2010,RIVM (National Institute for Public Health),keep,1,340531000.0,340531000.0,euro,"[""2010_ministry16.pdf""]","The amount of 340,531,000 euro is directly supported by the source document row, which lists the same amount for the Rijksinstituut voor Volksgezondheid en Milieu.",1.0,False,verdict_not_actionable,
Netherlands,2012,RIVM (National Institute for Public Health),correct,1,392109000.0,392109.0,thousands of euro,"[""2012_ministry16.pdf""]","The source document indicates that the amount for RIVM is 392,109 in thousands of euros, which translates to 392,109,000 euros. The current total appears to be a misinterpretation of the unit.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,1983,KNMI (Royal Netherlands Meteorological Institute),keep,1,53000000.0,53000000.0,euro,"[""1983 budget memorandum.pdf""]","The current annual total of 53,000,000 euro is directly supported by the source document, which states that the budget for KNMI is 53 million.",1.0,False,verdict_not_actionable,
Netherlands,1987,KNMI (Royal Netherlands Meteorological Institute),keep,1,26000000.0,26000000.0,euro,"[""1987 budget memorandum.pdf""]","The current annual total of 26,000,000 euro is directly supported by the source document row indicating KNMI funding.",1.0,False,verdict_not_actionable,
Netherlands,2002,KNMI (Royal Netherlands Meteorological Institute),correct,1,42015000.0,42015.0,euro,"[""2002_ministry12.pdf""]","The source document indicates a total of 42,015 euros, which is consistent with the snippets provided. The current total appears to be a misinterpretation of the amount.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,2008,KNMI (Royal Netherlands Meteorological Institute),keep,1,44371000.0,44371000.0,euro,"[""2008_ministry12.pdf""]","The current annual total of 44,371,000 euro is directly supported by the source document row indicating total revenues for KNMI.",1.0,False,verdict_not_actionable,
Netherlands,2009,KNMI (Royal Netherlands Meteorological Institute),keep,1,45464000.0,45464000.0,euro,"[""2009_ministry12.pdf""]","The current annual total of 45,464,000 euro is directly supported by the source document row indicating total revenues for KNMI.",0.9,False,verdict_not_actionable,
Netherlands,2015,KNMI (Royal Netherlands Meteorological Institute),correct,1,63993000.0,8158.0,euro,"[""2015_ministry12.pdf""]","The total capital expenditures for KNMI is listed as 8,158,000 euro in the document, which is significantly lower than the current total of 63,993,000 euro.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,2016,KNMI (Royal Netherlands Meteorological Institute),correct,1,4230000.0,4230000.0,euro,"[""2016_ministry12.pdf""]","The amount of 4,230,000 euro is confirmed by the source document row which lists it as the total capital expenditures for KNMI, and it is consistent with the context provided.",0.9,True,,matched_single_row
Netherlands,2017,KNMI (Royal Netherlands Meteorological Institute),keep,1,70277000.0,70277000.0,euro,"[""2017_ministry12.pdf""]","The current annual total of 70,277,000 euro is directly supported by the source document row indicating total capital expenditures for KNMI.",0.9,False,verdict_not_actionable,
Netherlands,2018,KNMI (Royal Netherlands Meteorological Institute),keep,1,79312000.0,79312000.0,euro,"[""2018_ministry12.pdf""]","The current annual total of 79,312,000 euro is directly supported by the source document row indicating total capital expenditures for KNMI.",0.9,False,verdict_not_actionable,
Netherlands,2019,KNMI (Royal Netherlands Meteorological Institute),keep,1,83042000.0,83042000.0,euro,"[""2019_ministry12.pdf""]","The amount of 83,042,000 euro is directly supported by the source document and is consistent with the agency's reported capital expenditures.",0.9,False,verdict_not_actionable,
Netherlands,2020,KNMI (Royal Netherlands Meteorological Institute),correct,1,88297000.0,88450.0,euro,"[""2020_ministry12.pdf""]","The total capital expenditures for KNMI is indicated as 88.450 million euros in the document snippet, which suggests the correct total should be 88450.0 euros.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,2023,KNMI (Royal Netherlands Meteorological Institute),correct,1,3693781000.0,3693781000.0,euro,"[""2023_ministry12.pdf""]","The amount of 3,693,781,000 euro is confirmed by the source document row and is consistent with the total for KNMI as stated in the document snippets.",0.9,True,,matched_single_row
Netherlands,2001,Scientific education,correct,1,5941752000000.0,5941752.0,million,"[""2001_ministry8.pdf""]","The amount appears to be a unit error; the correct total should be 5,941,752 million (or 5.94 billion) instead of 5,941,752,000,000 million.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,2001,Science and Knowledge Transfer,keep,1,1556673000000.0,1556673000000.0,million,"[""2001_ministry14.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the agency 'Science and Knowledge Transfer'.",1.0,False,verdict_not_actionable,
Netherlands,2003,Research and Sciences,keep,1,741357000.0,741357000.0,euro,"[""2003_ministry8.pdf""]","The current annual total of 741,357,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,2004,Research and Sciences,keep,1,767491000.0,767491000.0,euro,"[""2004_ministry8.pdf""]","The current annual total of 767,491,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,2005,Research and Sciences,keep,1,812209000.0,812209000.0,euro,"[""2005_ministry8.pdf""]","The current annual total of 812,209,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,2006,Research and Sciences,keep,1,869319000.0,869319000.0,euro,"[""2006_ministry8.pdf""]","The current annual total of 869,319,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,2007,Research and Sciences,keep,1,934162000.0,934162000.0,euro,"[""2007_ministry8.pdf""]","The current annual total of 934,162,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,2008,Research and Sciences,keep,1,1044108000.0,1044108000.0,euro,"[""2008_ministry8.pdf""]","The current annual total of 1,044,108,000 euro is directly supported by the source document row, which confirms the amount for the agency 'Research and Sciences'.",1.0,False,verdict_not_actionable,
Netherlands,2009,Research and Sciences,keep,1,1110504000.0,1110504000.0,euro,"[""2009_ministry8.pdf""]","The current annual total of 1,110,504,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency.",1.0,False,verdict_not_actionable,
Netherlands,1989,Knowledge and Innovation,keep,1,1000000000.0,1000000000.0,million,"[""1989 budget memorandum.pdf""]","The current annual total of 1,000,000,000 million is directly supported by the source document row, which lists the same amount for the Knowledge and Innovation agency.",1.0,False,verdict_not_actionable,
Netherlands,1994,Knowledge and Innovation,correct,1,25000000000.0,25000.0,million,"[""1994 budget memorandum.pdf""]","The amount of 25,000,000,000 million appears to be a unit error; it should be 25,000 million (or 25 billion) based on the context of the document.",0.9,False,no_exact_source_match,no_exact_source_match
Netherlands,2009,Knowledge and Innovation,keep,1,977197000.0,977197000.0,euro,"[""2009_ministry14.pdf""]","The current annual total of 977,197,000 euro is directly supported by the source document row, which lists the same amount for the agency 'Knowledge and Innovation'.",1.0,False,verdict_not_actionable,
Netherlands,2002,Knowledge Development and Innovation,keep,1,287142000.0,287142000.0,euro,"[""2002_ministry14.pdf""]","The current annual total of 287,142,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation agency.",1.0,False,verdict_not_actionable,
Netherlands,2003,Knowledge Development and Innovation,keep,1,312455000.0,312455000.0,euro,"[""2003_ministry14.pdf""]","The current annual total of 312,455,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation agency.",1.0,False,verdict_not_actionable,
Netherlands,2004,Knowledge Development and Innovation,keep,1,294770000.0,294770000.0,euro,"[""2004_ministry14.pdf""]","The current annual total of 294,770,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation program.",1.0,False,verdict_not_actionable,
Netherlands,2005,Knowledge Development and Innovation,keep,1,205997000.0,205997000.0,euro,"[""2005_ministry14.pdf""]","The current annual total of 205,997,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation program.",1.0,False,verdict_not_actionable,
Netherlands,1994,Total Education and Fundamental Scientific Research,keep,1,181947000000.0,181947000000.0,million,"[""1994 budget memorandum.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for the Total Education and Fundamental Scientific Research.",1.0,False,verdict_not_actionable,
Netherlands,1975,Research and Development Work,keep,1,36000000.0,36000000.0,million,"[""1975 budget memorandum.pdf""]","The current annual total of 36,000,000 million is directly supported by the source document row, which details expenditures related to research and development work.",1.0,False,verdict_not_actionable,
Netherlands,1976,Research and Development Work,keep,1,179000000.0,179000000.0,million,"[""1976 budget memorandum.pdf""]","The current annual total of 179,000,000 million is directly supported by the source document row, which describes expenditures related to research and development work by the industry.",1.0,False,verdict_not_actionable,
Netherlands,1985,Research and Development Work,keep,1,140000000.0,140000000.0,million,"[""1985 budget memorandum.pdf""]","The current annual total of 140,000,000 million is directly supported by the source document row, which lists the same amount for 'Research and development work'.",1.0,False,verdict_not_actionable,
Netherlands,1987,Research and Development Work,keep,1,110000000.0,110000000.0,million,"[""1987 budget memorandum.pdf""]","The source document clearly states an allocation of approximately 110 million for research and development work in the energy sector, which supports the current annual total.",1.0,False,verdict_not_actionable,
Netherlands,1999,Research and Development Work,keep,1,40000000.0,40000000.0,million,"[""1999 budget memorandum.pdf""]","The current annual total of 40,000,000 million is directly supported by the source document row, which specifies the same amount for research and development work.",1.0,False,verdict_not_actionable,
Netherlands,2000,Research and Development Work,keep,1,99971000000.0,99971000000.0,million,"[""2000_ministry13.pdf""]",The current annual total is supported by the source document row which lists the same amount for Research and Development Work.,1.0,False,verdict_not_actionable,
Netherlands,2001,Research and Development Work,keep,1,88169000000.0,88169000000.0,million,"[""2001_ministry13.pdf""]","The current annual total is directly supported by the source document row, which lists the same amount for Research and Development Work.",1.0,False,verdict_not_actionable,
Netherlands,2000,Energy Supply Research,keep,1,76400000000.0,76400000000.0,million,"[""2000_ministry13.pdf""]",The current annual total is supported by the source document row which lists the same amount for Energy Supply Research.,1.0,False,verdict_not_actionable,
Netherlands,2001,Energy Research Center Netherlands,keep,1,65469000000.0,65469000000.0,million,"[""2001_ministry13.pdf""]",The current annual total is supported by the source document row which lists the same amount for the Energy Research Center Netherlands.,1.0,False,verdict_not_actionable,
Netherlands,2002,Scientific Research and Development,keep,1,61949000.0,61949000.0,euro,"[""2002_ministry10.pdf""]","The current annual total of 61,949,000 euro is directly supported by the source document row, which lists the same amount for scientific research and development.",1.0,False,verdict_not_actionable,
Netherlands,1987,Practical Research,keep,1,320000000.0,320000000.0,million,"[""1987 budget memorandum.pdf""]","The source document explicitly states that 320 million is allocated for scientific and practical research in the 1987 budget, confirming the current annual total.",1.0,False,verdict_not_actionable,
Netherlands,1988,Practical Research,keep,1,60000000.0,60000000.0,million,"[""1988 budget memorandum.pdf""]","The current annual total of 60,000,000 million is directly supported by the source document row for Practical Research in the 1988 budget memorandum.",1.0,False,verdict_not_actionable,
Netherlands,1989,Practical Research,keep,1,21000000.0,21000000.0,million,"[""1989 budget memorandum.pdf""]","The current annual total of 21,000,000 million is directly supported by the source document row, which lists the same amount for Practical Research.",1.0,False,verdict_not_actionable,
Netherlands,1993,Practical Research,keep,1,18000000.0,18000000.0,million,"[""1993 budget memorandum.pdf""]","The current annual total of 18,000,000 million is directly supported by the source document row, which lists the same amount for Practical Research.",1.0,False,verdict_not_actionable,
Netherlands,1994,Practical Research,keep,1,5000000.0,5000000.0,million,"[""1994 budget memorandum.pdf""]","The current annual total of 5,000,000 million is directly supported by the source document row, which lists the same amount for Practical Research.",1.0,False,verdict_not_actionable,
Netherlands,2001,Practical Research,keep,1,77280000000.0,77280000000.0,million,"[""2001_ministry14.pdf""]",The current annual total is supported by the source document row which lists the same amount for Practical Research.,1.0,False,verdict_not_actionable,
Netherlands,1988,Research institutions,keep,1,132000000.0,132000000.0,million,"[""1988 budget memorandum.pdf""]","The current annual total of 132,000,000 million is directly supported by the source document row, which lists it as a line item for subsidies and contributions to international research institutions.",1.0,False,verdict_not_actionable,
Netherlands,1989,Research institutions,keep,1,93000000.0,93000000.0,million,"[""1989 budget memorandum.pdf""]","The current annual total of 93,000,000 million is directly supported by the source document row, which lists contributions to international research institutions for the year 1989.",1.0,False,verdict_not_actionable,
Netherlands,1990,Research institutions,keep,1,101000000.0,101000000.0,million,"[""1990 budget memorandum.pdf""]","The current annual total of 101,000,000 million is directly supported by the source document row, which lists the same amount for contributions to international research institutions.",1.0,False,verdict_not_actionable,
Netherlands,1994,Research institutions,keep,1,1084000000.0,1084000000.0,million,"[""1994 budget memorandum.pdf""]","The current annual total of 1,084,000,000 million is directly supported by the source document row, which lists the same amount for research institutions.",1.0,False,verdict_not_actionable,
