country,year,canonical_name,gap_type,action,series_amount,prev_amount,next_amount,diagnosis,verdict,correct_amount_local,correct_unit,preferred_source_files,evidence_page,confidence,reason
Netherlands,1984,KNAW (Royal Netherlands Academy),outlier,verify,50000000000.0,0.0,0.0,"Amount 50,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,50000000000.0,million,"[""1984 budget memorandum.pdf""]",66,1.0,"The source document explicitly lists the KNAW budget for 1984 as 50,000,000,000 million NLG, which supports the current annual total."
Netherlands,1989,KNAW (Royal Netherlands Academy),outlier,verify,397000000.0,0.0,410000000.0,"Amount 397,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,397000000.0,million,"[""1989 budget memorandum.pdf""]",160,1.0,"The current annual total of 397,000,000 million is directly supported by the source document row, which confirms the amount for KNAW and related institutions."
Netherlands,1990,KNAW (Royal Netherlands Academy),outlier,verify,410000000.0,397000000.0,440000000.0,"Amount 410,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,410000000.0,million,"[""1990 budget memorandum.pdf""]",146,1.0,"The current annual total of 410,000,000 million is directly supported by the source document row, which lists the same amount for KNAW and related institutions."
Netherlands,1991,KNAW (Royal Netherlands Academy),outlier,verify,440000000.0,410000000.0,529000000.0,"Amount 440,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,440000000.0,million,"[""1991 budget memorandum.pdf""]",104,1.0,"The current annual total of 440,000,000 million is directly supported by the source document row, which confirms this amount for KNAW."
Netherlands,1992,KNAW (Royal Netherlands Academy),outlier,verify,529000000.0,440000000.0,0.0,"Amount 529,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,529000000.0,million,"[""1992 budget memorandum.pdf""]",111,1.0,"The current annual total of 529,000,000 million is directly supported by the source document row, which lists the same amount for KNAW and related institutions."
Netherlands,1994,KNAW (Royal Netherlands Academy),outlier,verify,5000000000.0,0.0,0.0,"Amount 5,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,5000000000.0,million,"[""1994 budget memorandum.pdf""]",334,1.0,"The source document clearly states the amount of 5,000,000,000 million NLG for subsidies to KNAW, which supports the current annual total."
Netherlands,1997,KNAW (Royal Netherlands Academy),outlier,verify,50000000000.0,0.0,0.0,"Amount 50,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,50000000000.0,million,"[""1997 budget memorandum.pdf""]",117,1.0,The current annual total is supported by the source document row which confirms the amount as a contribution to KNAW.
Netherlands,1999,KNAW (Royal Netherlands Academy),outlier,verify,150000000.0,0.0,0.0,"Amount 150,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,150000000.0,million,"[""1999 budget memorandum.pdf""]",202,1.0,"The amount of 150,000,000 million is directly supported by the source document row indicating a contribution to KNAW."
Netherlands,1981,TNO (Netherlands Organisation for Applied Research),outlier,verify,285000000.0,0.0,280000000.0,"Amount 285,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,285000000.0,million,"[""1981 budget memorandum.pdf""]",111,1.0,"The current annual total of 285,000,000 million is directly supported by the source document, which explicitly states that for TNO in 1981, 285 million is allocated."
Netherlands,1982,TNO (Netherlands Organisation for Applied Research),outlier,verify,280000000.0,285000000.0,4000000.0,"Amount 280,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,280000000.0,million,"[""1982 budget memorandum.pdf""]",92,1.0,The amount of 280 million for TNO is explicitly stated in the budget memorandum and is consistent with the surrounding context.
Netherlands,1983,TNO (Netherlands Organisation for Applied Research),outlier,verify,4000000.0,280000000.0,400000000.0,"Amount 4,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,400000.0,million,"[""1983 budget memorandum.pdf""]",81,0.9,"The document snippet indicates that TNO received 4 million, which is consistent with the line item amount. The current total appears to be a misinterpretation of the unit, as it should be 400,000 instead of 4,000,000."
Netherlands,1984,TNO (Netherlands Organisation for Applied Research),outlier,verify,400000000.0,4000000.0,176000000.0,"Amount 400,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,4000000.0,million,"[""1984 budget memorandum.pdf""]",157,0.9,"The current total of 400,000,000 million appears to be a unit error, as the previous year was 4,000,000 million and the next year is 176,000,000 million, indicating a much lower expected value for 1984."
Netherlands,1985,TNO (Netherlands Organisation for Applied Research),outlier,verify,176000000.0,400000000.0,0.0,"Amount 176,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,176000000.0,euro,"[""1985 budget memorandum.pdf""]",152,1.0,"The current annual total of 176,000,000 euro is directly supported by the source document row indicating an overboeking for loonbijstelling, which confirms the amount is accurate."
Netherlands,1994,TNO (Netherlands Organisation for Applied Research),outlier,verify,20000000000.0,0.0,0.0,"Amount 20,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,20000000000.0,million,"[""1994 budget memorandum.pdf""]",334,1.0,"The current annual total of 20,000,000,000 million is directly supported by the source document row indicating subsidies for TNO."
Netherlands,1997,TNO (Netherlands Organisation for Applied Research),outlier,verify,30000000000.0,0.0,0.0,"Amount 30,000,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,30000000000.0,million,"[""1997 budget memorandum.pdf""]",128,1.0,"The source document clearly states a contribution to TNO of 30,000,000,000 million NLG, which supports the current annual total."
Netherlands,1999,TNO (Netherlands Organisation for Applied Research),outlier,verify,100000000.0,0.0,0.0,"Amount 100,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,100000000.0,million,"[""1999 budget memorandum.pdf""]",206,1.0,"The current annual total of 100,000,000 million is directly supported by the source document row indicating a contribution to TNO."
Netherlands,2001,OCW Art. 07 Wetenschappelijk onderwijs (universities),outlier,verify,5941752000000.0,5707000000.0,0.0,"Amount 5,941,752,000,000 outside expected range [-11,923,570,500 – 15,898,094,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,5941752000.0,million,"[""2001_ministry8.pdf""]",3,0.9,"The current total appears to be a unit error, as the amount should be in millions rather than thousands of millions. The source document confirms the amount as 5,941,752,000 million NLG."
Netherlands,1999,RIVM (National Institute for Public Health),outlier,verify,144000000.0,146000.0,302487.0,"Amount 144,000,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",drop,0.0,euro,"[""1999 budget memorandum.pdf""]",146,0.9,"The current total of 144,000,000 euro appears to be an outlier and likely a misinterpretation of the budget data, as the context suggests a much lower expected range for RIVM funding."
Netherlands,2007,RIVM (National Institute for Public Health),outlier,verify,31436000.0,7446000.0,28875000.0,"Amount 31,436,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,31436000.0,euro,"[""2007_ministry16.pdf""]",5,0.9,"The amount of 31,436,000 euro is confirmed by the source document row, which lists it as the total for RIVM. The surrounding context supports this figure as part of the overall budget."
Netherlands,2008,RIVM (National Institute for Public Health),outlier,verify,28875000.0,31436000.0,321078000.0,"Amount 28,875,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,28875000.0,euro,"[""2008_ministry16.pdf""]",5,0.9,"The amount of 28,875,000 euro is confirmed by the source document row, which states it as the total for RIVM. The surrounding context supports this figure as part of the overall budget for public health."
Netherlands,2009,RIVM (National Institute for Public Health),outlier,verify,321078000.0,28875000.0,340531000.0,"Amount 321,078,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,321078000.0,euro,"[""2009_ministry16.pdf""]",7,1.0,"The current annual total of 321,078,000 euro is directly supported by the source document row, which lists the same amount for RIVM Operating Expenses."
Netherlands,2010,RIVM (National Institute for Public Health),outlier,verify,340531000.0,321078000.0,346792.0,"Amount 340,531,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,340531000.0,euro,"[""2010_ministry16.pdf""]",7,1.0,"The amount of 340,531,000 euro is directly supported by the source document row, which lists the same amount for the Rijksinstituut voor Volksgezondheid en Milieu."
Netherlands,2012,RIVM (National Institute for Public Health),outlier,verify,392109000.0,346792.0,373316.0,"Amount 392,109,000 outside expected range [-13,666,500 – 18,222,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,392109.0,thousands of euro,"[""2012_ministry16.pdf""]",5,0.9,"The source document indicates that the amount for RIVM is 392,109 in thousands of euros, which translates to 392,109,000 euros. The current total appears to be a misinterpretation of the unit."
Netherlands,1983,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,53000000.0,0.0,0.0,"Amount 53,000,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,53000000.0,euro,"[""1983 budget memorandum.pdf""]",125,1.0,"The current annual total of 53,000,000 euro is directly supported by the source document, which states that the budget for KNMI is 53 million."
Netherlands,1987,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,26000000.0,0.0,0.0,"Amount 26,000,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,26000000.0,euro,"[""1987 budget memorandum.pdf""]",103,1.0,"The current annual total of 26,000,000 euro is directly supported by the source document row indicating KNMI funding."
Netherlands,2002,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,42015000.0,20000.0,42165.0,"Amount 42,015,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,42015.0,euro,"[""2002_ministry12.pdf""]",5,0.9,"The source document indicates a total of 42,015 euros, which is consistent with the snippets provided. The current total appears to be a misinterpretation of the amount."
Netherlands,2008,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,44371000.0,44305.0,45464000.0,"Amount 44,371,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,44371000.0,euro,"[""2008_ministry12.pdf""]",5,1.0,"The current annual total of 44,371,000 euro is directly supported by the source document row indicating total revenues for KNMI."
Netherlands,2009,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,45464000.0,44371000.0,0.0,"Amount 45,464,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,45464000.0,euro,"[""2009_ministry12.pdf""]",5,0.9,"The current annual total of 45,464,000 euro is directly supported by the source document row indicating total revenues for KNMI."
Netherlands,2015,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,63993000.0,56573.0,4230000.0,"Amount 63,993,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,8158.0,euro,"[""2015_ministry12.pdf""]",5,0.9,"The total capital expenditures for KNMI is listed as 8,158,000 euro in the document, which is significantly lower than the current total of 63,993,000 euro."
Netherlands,2016,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,4230000.0,63993000.0,70277000.0,"Amount 4,230,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,4230000.0,euro,"[""2016_ministry12.pdf""]",4,0.9,"The amount of 4,230,000 euro is confirmed by the source document row which lists it as the total capital expenditures for KNMI, and it is consistent with the context provided."
Netherlands,2017,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,70277000.0,4230000.0,79312000.0,"Amount 70,277,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,70277000.0,euro,"[""2017_ministry12.pdf""]",4,0.9,"The current annual total of 70,277,000 euro is directly supported by the source document row indicating total capital expenditures for KNMI."
Netherlands,2018,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,79312000.0,70277000.0,83042000.0,"Amount 79,312,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,79312000.0,euro,"[""2018_ministry12.pdf""]",5,0.9,"The current annual total of 79,312,000 euro is directly supported by the source document row indicating total capital expenditures for KNMI."
Netherlands,2019,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,83042000.0,79312000.0,88297000.0,"Amount 83,042,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,83042000.0,euro,"[""2019_ministry12.pdf""]",4,0.9,"The amount of 83,042,000 euro is directly supported by the source document and is consistent with the agency's reported capital expenditures."
Netherlands,2020,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,88297000.0,83042000.0,92075.0,"Amount 88,297,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,88450.0,euro,"[""2020_ministry12.pdf""]",4,0.9,"The total capital expenditures for KNMI is indicated as 88.450 million euros in the document snippet, which suggests the correct total should be 88450.0 euros."
Netherlands,2023,KNMI (Royal Netherlands Meteorological Institute),outlier,verify,3693781000.0,94761.0,0.0,"Amount 3,693,781,000 outside expected range [-280,254 – 373,672] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,3693781000.0,euro,"[""2023_ministry12.pdf""]",3.0,0.9,"The amount of 3,693,781,000 euro is confirmed by the source document row and is consistent with the total for KNMI as stated in the document snippets."
Netherlands,2001,Scientific education,outlier,verify,5941752000000.0,5707000000.0,0.0,"Amount 5,941,752,000,000 outside expected range [-11,586,492,000 – 15,448,656,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,5941752.0,million,"[""2001_ministry8.pdf""]",3.0,0.9,"The amount appears to be a unit error; the correct total should be 5,941,752 million (or 5.94 billion) instead of 5,941,752,000,000 million."
Netherlands,2001,Science and Knowledge Transfer,outlier,verify,1556673000000.0,0.0,0.0,"Amount 1,556,673,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,1556673000000.0,million,"[""2001_ministry14.pdf""]",4,1.0,"The current annual total is directly supported by the source document row, which lists the same amount for the agency 'Science and Knowledge Transfer'."
Netherlands,2003,Research and Sciences,outlier,verify,741357000.0,0.0,767491000.0,"Amount 741,357,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,741357000.0,euro,"[""2003_ministry8.pdf""]",3.0,1.0,"The current annual total of 741,357,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,2004,Research and Sciences,outlier,verify,767491000.0,741357000.0,812209000.0,"Amount 767,491,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,767491000.0,euro,"[""2004_ministry8.pdf""]",7,1.0,"The current annual total of 767,491,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,2005,Research and Sciences,outlier,verify,812209000.0,767491000.0,869319000.0,"Amount 812,209,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,812209000.0,euro,"[""2005_ministry8.pdf""]",7,1.0,"The current annual total of 812,209,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,2006,Research and Sciences,outlier,verify,869319000.0,812209000.0,934162000.0,"Amount 869,319,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,869319000.0,euro,"[""2006_ministry8.pdf""]",4,1.0,"The current annual total of 869,319,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,2007,Research and Sciences,outlier,verify,934162000.0,869319000.0,1044108000.0,"Amount 934,162,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,934162000.0,euro,"[""2007_ministry8.pdf""]",4,1.0,"The current annual total of 934,162,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,2008,Research and Sciences,outlier,verify,1044108000.0,934162000.0,1110504000.0,"Amount 1,044,108,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,1044108000.0,euro,"[""2008_ministry8.pdf""]",4,1.0,"The current annual total of 1,044,108,000 euro is directly supported by the source document row, which confirms the amount for the agency 'Research and Sciences'."
Netherlands,2009,Research and Sciences,outlier,verify,1110504000.0,1044108000.0,0.0,"Amount 1,110,504,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,1110504000.0,euro,"[""2009_ministry8.pdf""]",7,1.0,"The current annual total of 1,110,504,000 euro is directly supported by the source document row, which lists the same amount for the Research and Sciences agency."
Netherlands,1989,Knowledge and Innovation,outlier,verify,1000000000.0,0.0,0.0,"Amount 1,000,000,000 outside expected range [-712,060,500 – 949,414,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,1000000000.0,million,"[""1989 budget memorandum.pdf""]",173,1.0,"The current annual total of 1,000,000,000 million is directly supported by the source document row, which lists the same amount for the Knowledge and Innovation agency."
Netherlands,1994,Knowledge and Innovation,outlier,verify,25000000000.0,0.0,0.0,"Amount 25,000,000,000 outside expected range [-712,060,500 – 949,414,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,25000.0,million,"[""1994 budget memorandum.pdf""]",334,0.9,"The amount of 25,000,000,000 million appears to be a unit error; it should be 25,000 million (or 25 billion) based on the context of the document."
Netherlands,2009,Knowledge and Innovation,outlier,verify,977197000.0,919908000.0,0.0,"Amount 977,197,000 outside expected range [-712,060,500 – 949,414,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,977197000.0,euro,"[""2009_ministry14.pdf""]",7,1.0,"The current annual total of 977,197,000 euro is directly supported by the source document row, which lists the same amount for the agency 'Knowledge and Innovation'."
Netherlands,2002,Knowledge Development and Innovation,outlier,verify,287142000.0,0.0,312455000.0,"Amount 287,142,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,287142000.0,euro,"[""2002_ministry14.pdf""]",5,1.0,"The current annual total of 287,142,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation agency."
Netherlands,2003,Knowledge Development and Innovation,outlier,verify,312455000.0,287142000.0,294770000.0,"Amount 312,455,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,312455000.0,euro,"[""2003_ministry14.pdf""]",3.0,1.0,"The current annual total of 312,455,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation agency."
Netherlands,2004,Knowledge Development and Innovation,outlier,verify,294770000.0,312455000.0,205997000.0,"Amount 294,770,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,294770000.0,euro,"[""2004_ministry14.pdf""]",4,1.0,"The current annual total of 294,770,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation program."
Netherlands,2005,Knowledge Development and Innovation,outlier,verify,205997000.0,294770000.0,0.0,"Amount 205,997,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,205997000.0,euro,"[""2005_ministry14.pdf""]",4.0,1.0,"The current annual total of 205,997,000 euro is directly supported by the source document row, which lists the same amount for the Knowledge Development and Innovation program."
Netherlands,1994,Total Education and Fundamental Scientific Research,outlier,verify,181947000000.0,0.0,0.0,"Amount 181,947,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,181947000000.0,million,"[""1994 budget memorandum.pdf""]",334,1.0,"The current annual total is directly supported by the source document row, which lists the same amount for the Total Education and Fundamental Scientific Research."
Netherlands,1975,Research and Development Work,outlier,verify,36000000.0,,179000000.0,"Amount 36,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,36000000.0,million,"[""1975 budget memorandum.pdf""]",130,1.0,"The current annual total of 36,000,000 million is directly supported by the source document row, which details expenditures related to research and development work."
Netherlands,1976,Research and Development Work,outlier,verify,179000000.0,36000000.0,0.0,"Amount 179,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,179000000.0,million,"[""1976 budget memorandum.pdf""]",143,1.0,"The current annual total of 179,000,000 million is directly supported by the source document row, which describes expenditures related to research and development work by the industry."
Netherlands,1985,Research and Development Work,outlier,verify,140000000.0,0.0,0.0,"Amount 140,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,140000000.0,million,"[""1985 budget memorandum.pdf""]",130,1.0,"The current annual total of 140,000,000 million is directly supported by the source document row, which lists the same amount for 'Research and development work'."
Netherlands,1987,Research and Development Work,outlier,verify,110000000.0,0.0,0.0,"Amount 110,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,110000000.0,million,"[""1987 budget memorandum.pdf""]",104.0,1.0,"The source document clearly states an allocation of approximately 110 million for research and development work in the energy sector, which supports the current annual total."
Netherlands,1999,Research and Development Work,outlier,verify,40000000.0,0.0,99971000000.0,"Amount 40,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,40000000.0,million,"[""1999 budget memorandum.pdf""]",121,1.0,"The current annual total of 40,000,000 million is directly supported by the source document row, which specifies the same amount for research and development work."
Netherlands,2000,Research and Development Work,outlier,verify,99971000000.0,40000000.0,88169000000.0,"Amount 99,971,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,99971000000.0,million,"[""2000_ministry13.pdf""]",3,1.0,The current annual total is supported by the source document row which lists the same amount for Research and Development Work.
Netherlands,2001,Research and Development Work,outlier,verify,88169000000.0,99971000000.0,0.0,"Amount 88,169,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,88169000000.0,million,"[""2001_ministry13.pdf""]",4,1.0,"The current annual total is directly supported by the source document row, which lists the same amount for Research and Development Work."
Netherlands,2000,Energy Supply Research,outlier,verify,76400000000.0,0.0,0.0,"Amount 76,400,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,76400000000.0,million,"[""2000_ministry13.pdf""]",4.0,1.0,The current annual total is supported by the source document row which lists the same amount for Energy Supply Research.
Netherlands,2001,Energy Research Center Netherlands,outlier,verify,65469000000.0,0.0,0.0,"Amount 65,469,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,65469000000.0,million,"[""2001_ministry13.pdf""]",4,1.0,The current annual total is supported by the source document row which lists the same amount for the Energy Research Center Netherlands.
Netherlands,2002,Scientific Research and Development,outlier,verify,61949000.0,0.0,0.0,"Amount 61,949,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,61949000.0,euro,"[""2002_ministry10.pdf""]",4.0,1.0,"The current annual total of 61,949,000 euro is directly supported by the source document row, which lists the same amount for scientific research and development."
Netherlands,1987,Practical Research,outlier,verify,320000000.0,0.0,60000000.0,"Amount 320,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,320000000.0,million,"[""1987 budget memorandum.pdf""]",104,1.0,"The source document explicitly states that 320 million is allocated for scientific and practical research in the 1987 budget, confirming the current annual total."
Netherlands,1988,Practical Research,outlier,verify,60000000.0,320000000.0,21000000.0,"Amount 60,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,60000000.0,million,"[""1988 budget memorandum.pdf""]",131,1.0,"The current annual total of 60,000,000 million is directly supported by the source document row for Practical Research in the 1988 budget memorandum."
Netherlands,1989,Practical Research,outlier,verify,21000000.0,60000000.0,0.0,"Amount 21,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,21000000.0,million,"[""1989 budget memorandum.pdf""]",358,1.0,"The current annual total of 21,000,000 million is directly supported by the source document row, which lists the same amount for Practical Research."
Netherlands,1993,Practical Research,outlier,verify,18000000.0,0.0,5000000.0,"Amount 18,000,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,18000000.0,million,"[""1993 budget memorandum.pdf""]",202,1.0,"The current annual total of 18,000,000 million is directly supported by the source document row, which lists the same amount for Practical Research."
