source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
1988 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1988 budget memorandum.pdf,,2,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | OCW Art. 16 Onderzoek en wetenschapsbeleid,128 | 113,Enterprise policy: innovation and entrepreneurship | Research policy,1167000000.0 | 575000000.0,covered_by_final_series,
1989 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1989 budget memorandum.pdf,,4,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | NWO (Dutch Research Council) | OCW Art. 07 Wetenschappelijk onderwijs (universities),173 | 160 | 160 | 358,"Business Policy: Innovation and Entrepreneurship | KNAW, NWO, the scientific libraries and other institutions | KNAW, NWO, the scientific libraries and other institutions | Scientific education",1751000000.0 | 397000000.0 | 397000000.0 | 348000000.0,covered_by_final_series,
1990 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1990 budget memorandum.pdf,,1,KNAW (Royal Netherlands Academy),146,"KNAW, NOW, scientific libraries and other institutions",410000000.0,covered_by_final_series,
1991 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1991 budget memorandum.pdf,,2,KNAW (Royal Netherlands Academy) | OCW Art. 07 Wetenschappelijk onderwijs (universities),104 | 103,"KNAW, NOW, scientific libraries and other institutions | Universities",440000000.0 | 3135000000.0,covered_by_final_series,
1992 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1992 budget memorandum.pdf,,5,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | NWO (Dutch Research Council) | OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,44 | 111 | 111 | 111 | 286,"Total Business Policy: Innovation and Entrepreneurship | KNAW, NWO, the scientific libraries and other institutions | KNAW, NWO, the scientific libraries and other institutions | Total Scientific Education | Education and fundamental scientific research",220000000.0 | 529000000.0 | 529000000.0 | 4570000000.0 | 333000000.0,covered_by_final_series,
1993 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1993 budget memorandum.pdf,,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,185 | 185,"Universities, academic hospitals and other expenditures for higher education and scientific research | Research and science policy",4863000000.0 | 1243000000.0,covered_by_final_series,
1994 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1994 budget memorandum.pdf,,6,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | NWO (Dutch Research Council) | OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | RVO / Senter / SenterNovem (innovation instruments) | TNO (Netherlands Organisation for Applied Research),150 | 28 | 131 | 28 | 28 | 257,Total Enterprise Policy: Innovation and Entrepreneurship | Dutch Research Council | Scientific education | Total Research and Science Policy | Fiscal R&D wage cost facility | TNO Subsidies,376000000.0 | 350000000.0 | 4793000000.0 | 350000000.0 | 350000000.0 | 96000000.0,covered_by_final_series,
1995 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1995 budget memorandum.pdf,,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,108 | 109,Scientific Education | Research and Science Policy,4808000000.0 | 1211000000.0,covered_by_final_series,
1996 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1996 budget memorandum.pdf,,0,,,,,not_used_in_final_series,
1997 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1997 budget memorandum.pdf,,3,KNAW (Royal Netherlands Academy) | NWO (Dutch Research Council) | TNO (Netherlands Organisation for Applied Research),117 | 117 | 128,Contribution to KNAW | Contribution to NWO | Contribution to TNO,50000000.0 | 100000000.0 | 30000000.0,covered_by_final_series,
1998 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1998 budget memorandum.pdf,,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),169,Knowledge Stimulation,30000000.0,covered_by_final_series,
1999 budget memorandum.pdf,Data/input/finance_bills/Netherlands/1999 budget memorandum.pdf,,9,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO) | KNAW (Royal Netherlands Academy) | NWO (Dutch Research Council) | OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid | RIVM (National Institute for Public Health) | Research and Development Work | TNO (Netherlands Organisation for Applied Research) | Wageningen Universiteit (WUR),143 | 202 | 202 | 202 | 202 | 146 | 121 | 206 | 206,Knowledge and Innovation | Contribution to KNAW | Contribution to NWO | Total Scientific Education | Research and Science Policy | Rijksinstituut voor Volksgezondheid en Milieu | Extra self-employed deduction for research and development work (R&D) | Contribution to TNO | Contribution to Wageningen Research,378000000.0 | 150000000.0 | 300000000.0 | 1230000000.0 | 450000000.0 | 144000000.0 | 40000000.0 | 100000000.0 | 250000000.0,covered_by_final_series,
2000_ministry10.pdf,Data/input/finance_bills/Netherlands/2000_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_0a3dfc64cc20__2000_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2000_ministry12.pdf,Data/input/finance_bills/Netherlands/2000_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_9f5ab54798f8__2000_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),7,Totale lasten,89300000.0,covered_by_final_series,
2000_ministry13.pdf,Data/input/finance_bills/Netherlands/2000_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_db5de9efbc74__2000_ministry13.txt.gz,2,ECN (Energy Research Centre Netherlands) | Research and Development Work,4 | 3,Energieonderzoek Centrum Nederland | Research and Development Work,62906000.0 | 99971000.0,covered_by_final_series,
2000_ministry16.pdf,Data/input/finance_bills/Netherlands/2000_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_41931465ba51__2000_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,Personnel and material RIVM,302487000.0,covered_by_final_series,
2000_ministry8.pdf,Data/input/finance_bills/Netherlands/2000_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_68c4efbc1b0a__2000_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,5707000.0 | 1355138000.0,covered_by_final_series,
2001_ministry10.pdf,Data/input/finance_bills/Netherlands/2001_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_51898dc26f34__2001_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2001_ministry12.pdf,Data/input/finance_bills/Netherlands/2001_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_62356fae33b3__2001_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),8,Totale kapitaaluitgaven,20000.0,covered_by_final_series,
2001_ministry13.pdf,Data/input/finance_bills/Netherlands/2001_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_0df15b78f5a2__2001_ministry13.txt.gz,2,ECN (Energy Research Centre Netherlands) | Research and Development Work,4 | 4,Energy Research Center Netherlands | Research and Development Work,65473000.0 | 88169000.0,covered_by_final_series,
2001_ministry14.pdf,Data/input/finance_bills/Netherlands/2001_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_bc7a349ef7e5__2001_ministry14.txt.gz,0,,,,,not_used_in_final_series,
2001_ministry16.pdf,Data/input/finance_bills/Netherlands/2001_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_ed282a9a8e39__2001_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,Total RIVM,311582000.0,covered_by_final_series,
2001_ministry8.pdf,Data/input/finance_bills/Netherlands/2001_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_b7168989cec8__2001_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,3 | 3,Scientific education | Research and science policy,5941752000.0 | 1487593000.0,covered_by_final_series,
2002_ministry10.pdf,Data/input/finance_bills/Netherlands/2002_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_a7964de9e63b__2002_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2002_ministry12.pdf,Data/input/finance_bills/Netherlands/2002_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_651e1a8ae531__2002_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total expenses,42015000.0,covered_by_final_series,
2002_ministry13.pdf,Data/input/finance_bills/Netherlands/2002_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_7c784cec8037__2002_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2002_ministry14.pdf,Data/input/finance_bills/Netherlands/2002_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_9ec319ff8d7d__2002_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),5,07 Knowledge Development and Innovation,287142000.0,covered_by_final_series,
2002_ministry16.pdf,Data/input/finance_bills/Netherlands/2002_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_16351231e26f__2002_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,Rijksinstituut voor Volksgezondheid en Milieu,143004000.0,covered_by_final_series,
2002_ministry8.pdf,Data/input/finance_bills/Netherlands/2002_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_7c784cec8037__2002_ministry8.txt.gz,0,,,,,not_used_in_final_series,
2003_ministry10.pdf,Data/input/finance_bills/Netherlands/2003_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_9a141b928676__2003_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2003_ministry12.pdf,Data/input/finance_bills/Netherlands/2003_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_8b1c2a776ee2__2003_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),4,Total capital expenditures,42165000.0,covered_by_final_series,
2003_ministry13.pdf,Data/input/finance_bills/Netherlands/2003_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_a7290f6f09ec__2003_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2003_ministry14.pdf,Data/input/finance_bills/Netherlands/2003_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_4be45e198c7a__2003_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),3,Knowledge development and innovation,312455000.0,covered_by_final_series,
2003_ministry16.pdf,Data/input/finance_bills/Netherlands/2003_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_014adb22dcb7__2003_ministry16.txt.gz,1,RIVM (National Institute for Public Health),3,Rijksinstituut voor Volksgezondheid en Milieu,147214000.0,covered_by_final_series,
2003_ministry8.pdf,Data/input/finance_bills/Netherlands/2003_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_797071f97743__2003_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,3,Research and Sciences,741357000.0,covered_by_final_series,
2004_ministry10.pdf,Data/input/finance_bills/Netherlands/2004_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_0db49ee9aee8__2004_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2004_ministry12.pdf,Data/input/finance_bills/Netherlands/2004_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_4dff7ae90a41__2004_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Totaal kapitaal-uitgaven,41256000.0,covered_by_final_series,
2004_ministry13.pdf,Data/input/finance_bills/Netherlands/2004_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_84ac246a2960__2004_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2004_ministry14.pdf,Data/input/finance_bills/Netherlands/2004_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_8c5ba87781e7__2004_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),4,Knowledge development and innovation,294770000.0,covered_by_final_series,
2004_ministry16.pdf,Data/input/finance_bills/Netherlands/2004_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_877fa2938d1e__2004_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,RIVM Operating Expenses,18605000.0,covered_by_final_series,
2004_ministry8.pdf,Data/input/finance_bills/Netherlands/2004_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_6d2157e8aa84__2004_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,7 | 7,Scientific education | Research and sciences,3179446000.0 | 767491000.0,covered_by_final_series,
2005_ministry10.pdf,Data/input/finance_bills/Netherlands/2005_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_2b532624c631__2005_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2005_ministry12.pdf,Data/input/finance_bills/Netherlands/2005_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_8f9df21f1480__2005_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total expenses,40563000.0,covered_by_final_series,
2005_ministry13.pdf,Data/input/finance_bills/Netherlands/2005_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_aed9ea1b0e76__2005_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2005_ministry14.pdf,Data/input/finance_bills/Netherlands/2005_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_1f4bf3bf28b5__2005_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),4,Knowledge development and innovation,205997000.0,covered_by_final_series,
2005_ministry16.pdf,Data/input/finance_bills/Netherlands/2005_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_97bac075db69__2005_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,Rijksinstituut voor Volksgezondheid en Milieu,145310000.0,covered_by_final_series,
2005_ministry8.pdf,Data/input/finance_bills/Netherlands/2005_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_8cc4ca189b00__2005_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,4 | 7,Scientific education | Research and sciences,3255926000.0 | 812209000.0,covered_by_final_series,
2006_ministry10.pdf,Data/input/finance_bills/Netherlands/2006_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_19a57260cf5f__2006_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2006_ministry12.pdf,Data/input/finance_bills/Netherlands/2006_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_147aad34c421__2006_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total revenues,43815000.0,covered_by_final_series,
2006_ministry13.pdf,Data/input/finance_bills/Netherlands/2006_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_a01b6665345a__2006_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2006_ministry14.pdf,Data/input/finance_bills/Netherlands/2006_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_98df26c24211__2006_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),4,Knowledge and innovation,860593000.0,covered_by_final_series,
2006_ministry16.pdf,Data/input/finance_bills/Netherlands/2006_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_03d73acca0c3__2006_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,RIVM Operating Expenses,7446000.0,covered_by_final_series,
2006_ministry8.pdf,Data/input/finance_bills/Netherlands/2006_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_bd9e9eda5d88__2006_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,4,Research and sciences,869319000.0,covered_by_final_series,
2007_ministry10.pdf,Data/input/finance_bills/Netherlands/2007_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_57dc9bfa6b7a__2007_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2007_ministry12.pdf,Data/input/finance_bills/Netherlands/2007_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_eb82f9194729__2007_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total capital revenues,44305000.0,covered_by_final_series,
2007_ministry13.pdf,Data/input/finance_bills/Netherlands/2007_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_39be2a20288c__2007_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2007_ministry14.pdf,Data/input/finance_bills/Netherlands/2007_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_54fbff662b83__2007_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),4,Knowledge and innovation,900204000.0,covered_by_final_series,
2007_ministry16.pdf,Data/input/finance_bills/Netherlands/2007_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_78b23a5b16cd__2007_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,Totaal,31436000.0,covered_by_final_series,
2007_ministry8.pdf,Data/input/finance_bills/Netherlands/2007_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_747b72b8e40c__2007_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,4 | 4,Scientific Education | Research and Sciences,3467043000.0 | 934162000.0,covered_by_final_series,
2008_ministry10.pdf,Data/input/finance_bills/Netherlands/2008_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_7d491c6d559c__2008_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2008_ministry12.pdf,Data/input/finance_bills/Netherlands/2008_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_15b82b8913aa__2008_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total revenues,44371000.0,covered_by_final_series,
2008_ministry13.pdf,Data/input/finance_bills/Netherlands/2008_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_388a14bb777c__2008_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2008_ministry14.pdf,Data/input/finance_bills/Netherlands/2008_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_35e8e84cb142__2008_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),4,Knowledge and innovation,919908000.0,covered_by_final_series,
2008_ministry16.pdf,Data/input/finance_bills/Netherlands/2008_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_42e3a2461041__2008_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,Totaal,28875000.0,covered_by_final_series,
2008_ministry8.pdf,Data/input/finance_bills/Netherlands/2008_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_411e8c2e2c26__2008_ministry8.txt.gz,1,OCW Art. 16 Onderzoek en wetenschapsbeleid,4,Research and sciences,1044108000.0,covered_by_final_series,
2009_ministry10.pdf,Data/input/finance_bills/Netherlands/2009_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_0f52e5b6e85c__2009_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2009_ministry12.pdf,Data/input/finance_bills/Netherlands/2009_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_6979c1f37627__2009_ministry12.txt.gz,1,KNMI (Royal Netherlands Meteorological Institute),5,Total revenues,45464000.0,covered_by_final_series,
2009_ministry13.pdf,Data/input/finance_bills/Netherlands/2009_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_d31744a02e72__2009_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2009_ministry14.pdf,Data/input/finance_bills/Netherlands/2009_ministry14.pdf,Data/output/budget/full_text/Netherlands/pdf_71f8fb289f25__2009_ministry14.txt.gz,1,EZ Art. 02 Bedrijvenbeleid / innovatie (incl. TNO),7,Knowledge and innovation,977197000.0,covered_by_final_series,
2009_ministry16.pdf,Data/input/finance_bills/Netherlands/2009_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_8188e25bfee5__2009_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,RIVM Operating Expenses,321078000.0,covered_by_final_series,
2009_ministry8.pdf,Data/input/finance_bills/Netherlands/2009_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_b9312c8468fd__2009_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,7 | 7,Scientific education | Research and sciences,3664366000.0 | 1110504000.0,covered_by_final_series,
2010_ministry10.pdf,Data/input/finance_bills/Netherlands/2010_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_88132b333b0e__2010_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2010_ministry12.pdf,Data/input/finance_bills/Netherlands/2010_ministry12.pdf,Data/output/budget/full_text/Netherlands/pdf_f0fdb6f6d9dc__2010_ministry12.txt.gz,0,,,,,not_used_in_final_series,
2010_ministry13.pdf,Data/input/finance_bills/Netherlands/2010_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_ddad8ded7305__2010_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2010_ministry16.pdf,Data/input/finance_bills/Netherlands/2010_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_dcf2c19b1fb1__2010_ministry16.txt.gz,1,RIVM (National Institute for Public Health),5,Rijksinstituut voor Volksgezondheid en Milieu,340531000.0,covered_by_final_series,
2010_ministry8.pdf,Data/input/finance_bills/Netherlands/2010_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_e27d0628aa87__2010_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,4 | 4,Scientific education | Research and science policy,3809083000.0 | 1239302000.0,covered_by_final_series,
2011_ministry10.pdf,Data/input/finance_bills/Netherlands/2011_ministry10.pdf,Data/output/budget/full_text/Netherlands/pdf_c70480900dde__2011_ministry10.txt.gz,0,,,,,not_used_in_final_series,
2011_ministry13.pdf,Data/input/finance_bills/Netherlands/2011_ministry13.pdf,Data/output/budget/full_text/Netherlands/pdf_18b19dea60f6__2011_ministry13.txt.gz,0,,,,,not_used_in_final_series,
2011_ministry16.pdf,Data/input/finance_bills/Netherlands/2011_ministry16.pdf,Data/output/budget/full_text/Netherlands/pdf_e08e912a7c7c__2011_ministry16.txt.gz,1,RIVM (National Institute for Public Health),4,RIVM Operating Costs,346792000.0,covered_by_final_series,
2011_ministry8.pdf,Data/input/finance_bills/Netherlands/2011_ministry8.pdf,Data/output/budget/full_text/Netherlands/pdf_0aed30426ad8__2011_ministry8.txt.gz,2,OCW Art. 07 Wetenschappelijk onderwijs (universities) | OCW Art. 16 Onderzoek en wetenschapsbeleid,5 | 5,Scientific education | Research and science policy,3915245000.0 | 1060781000.0,covered_by_final_series,
