country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role
Austria,1976,line_item,1420,Universitäten,Universities,,Anlagen,Facilities,2672.001,million,ATS,higher_education,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,line_item,1414,Wissenschaftliche Forschung,Scientific Research,,Förderungsausgaben,Funding Expenditures,143.239,million,ATS,direct_rd,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,line_item,1415,Gewerbliche Forschung,Industrial Research,,Förderungsausgaben,Funding Expenditures,169.91,million,ATS,direct_rd,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,line_item,1416,Forschungseinrichtungen,Research Institutions,,Förderungsausgaben,Funding Expenditures,34.842,million,ATS,direct_rd,include,1.0,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,line_item,1417,Österreichische Akademie der Wissenschaften,Austrian Academy of Sciences,,Förderungsausgaben,Funding Expenditures,79.303,million,ATS,science_agency,include,1.0,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,line_item,1420,Universitäten,Universities,,Personalaufwand,Personnel Expenditures,2263.411,million,ATS,higher_education,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1976,program_total,1414,Wissenschaftliche Forschung,Scientific Research,,Summe 1414,Total 1414,143.239,million,ATS,direct_rd,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1976,program_total,1415,Gewerbliche Forschung,Industrial Research,,Summe 1415,Total 1415,169.91,million,ATS,direct_rd,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1976,program_total,1416,Forschungseinrichtungen,Research Institutions,,Summe 1416,Total 1416,48.297,million,ATS,science_agency,include,1.0,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1976,program_total,1417,Österreichische Akademie der Wissenschaften,Austrian Academy of Sciences,,Summe 1417,Total 1417,83.733,million,ATS,science_agency,include,1.0,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1976,program_total,1418,Forschungsvorhaben in internat. Kooperation,Research Projects in International Cooperation,,Summe 1418,Total 1418,141.426,million,ATS,rd_adjacent,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1976,program_total,142,Universitäten und wissenschaftliche Einrichtungen,Universities and Scientific Institutions,,Summe 142,Total 142,3835.051,million,ATS,higher_education,review,0.3,1976_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1977,section_total,14,Wissenschaft und Forschung,Science and Research,,Gesamtsumme,Total,6886.962,million,ATS,science_agency,include,1.0,1977_Austria.pdf,176,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: item_type=section_total → aggregate]",section
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,Österreichische Akademie der Wissenschaften und Forschungsinstitute; Förderungsausgaben,Austrian Academy of Sciences and Research Institutes; Funding Expenditures,,million,ATS,science_agency,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,CERN-Beitrag,CERN Contribution,,million,ATS,rd_adjacent,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,Relevant to international research collaboration. | no_amount,,
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,ESA-Beitrag,ESA Contribution,,million,ATS,rd_adjacent,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,Relevant to international research collaboration. | no_amount,,
Austria,1977,program_total,13,Wissenschaft und Forschung,Science and Research,,Gewerbliche Forschung; Förderungsausgaben,Industrial Research; Funding Expenditures,,million,ATS,direct_rd,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,Forschungsunternehmungen; Förderungsausgaben,Research Enterprises; Funding Expenditures,,million,ATS,direct_rd,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,program_total,13,Wissenschaft und Forschung,Science and Research,,Wissenschaftliche Forschung; Förderungsausgaben,Scientific Research; Funding Expenditures,,million,ATS,direct_rd,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,section_total,13,Wissenschaft und Forschung,Science and Research,,Gesamtausgaben,Total Expenditures,248.043,million,ATS,science_agency,review,0.3,1977_Austria.pdf,187,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: item_type=section_total → aggregate]",section
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,Universitäten; Anlagen,Universities; Facilities,,million,ATS,higher_education,review,0.4,1977_Austria.pdf,187,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,line_item,13,Wissenschaft und Forschung,Science and Research,,Bundesversuchs- und Forschungsanstalt Arsenal; Betriebsähnliche Einrichtung; Anlagen,Federal Experimental and Research Institute Arsenal; Operational Similar Institution; Facilities,,million,ATS,research_infrastructure,review,0.4,1977_Austria.pdf,189,gpt-4o-mini,extract,"Total not specified, but relevant to R&D. | no_amount",,
Austria,1977,line_item,1418,Forschungsvorhaben in internationaler Kooperation,Research Projects in International Cooperation,,Aufwendungen,Expenditures,133.614,million,ATS,rd_adjacent,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,line_item,1414,Wissenschaftliche Forschung,Scientific Research,,Förderungsausgaben,Funding Expenditures,144.077,million,ATS,direct_rd,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,line_item,1415,Gewerbliche Forschung,Industrial Research,,Förderungsausgaben,Funding Expenditures,170.415,million,ATS,direct_rd,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,line_item,1416,Forschungseinrichtungen,Research Institutions,,Förderungsausgaben,Funding Expenditures,44.6,million,ATS,direct_rd,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,line_item,1419,Forschungsunternehmungen,Research Enterprises,,Förderungsausgaben,Funding Expenditures,210.433,million,ATS,direct_rd,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,line_item,1420,Universitäten,Universities,,Personalaufwand,Personnel Expenses,2.456,million,ATS,higher_education,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,Part of the university block grant.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1977,program_total,141,Bundesministerium (Zweckaufwand),Federal Ministry (Purpose Expenditure),,Summe 141,Total 141,89.468,million,ATS,science_agency,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1977,program_total,142,Universitäten und wissenschaftliche Einrichtungen,Universities and Scientific Institutions,,Summe 142,Total 142,4147.37,million,ATS,higher_education,include,1.0,1977_Austria.pdf,39,gpt-4o-mini,extract,Includes funding for both teaching and research.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1978,section_total,13,Wissenschaft und Forschung,Science and Research,,Gesamtsumme,Total,3563.17,million,ATS,science_agency,review,0.5,1978_Austria.pdf,205,gpt-4o-mini,extract,"Total for the Ministry of Science and Research, includes non-R&D components.","[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: item_type=section_total → aggregate]",section
Austria,1978,line_item,1417,Österreichische Akademie der Wissenschaften und Forschungsinstitute,Austrian Academy of Sciences and Research Institutes,,Aufwendungen (Gesetzliche Verpflichtungen),Expenditures (Legal Obligations),5.13,million,ATS,science_agency,include,0.8,1978_Austria.pdf,40,gpt-4o-mini,extract,Legal obligations related to research funding.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,line_item,1418,Forschungsvorhaben in internat. Kooperation,Research Projects in International Cooperation,,Aufwendungen (Gesetzliche Verpflichtungen),Expenditures (Legal Obligations),133.614,million,ATS,rd_adjacent,include,0.9,1978_Austria.pdf,40,gpt-4o-mini,extract,Legal obligations related to international research projects.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,line_item,1417,Österreichische Akademie der Wissenschaften und Forschungsinstitute,Austrian Academy of Sciences and Research Institutes,,Förderungsausgaben,Funding Expenditures,84.338,million,ATS,science_agency,include,0.9,1978_Austria.pdf,40,gpt-4o-mini,extract,Funding for research activities.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,program_total,1417,Österreichische Akademie der Wissenschaften und Forschungsinstitute,Austrian Academy of Sciences and Research Institutes,,Summe 1417,Total 1417,89.468,million,ATS,science_agency,include,0.8,1978_Austria.pdf,40,gpt-4o-mini,extract,Includes funding for the Austrian Academy of Sciences.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1978,program_total,1418,Forschungsvorhaben in internat. Kooperation,Research Projects in International Cooperation,,Summe 1418,Total 1418,133.618,million,ATS,rd_adjacent,include,0.8,1978_Austria.pdf,40,gpt-4o-mini,extract,Funding for international research cooperation.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1978,line_item,1420,Universitäten,Universities,,Aufwendungen,Expenditures,607.215,million,ATS,higher_education,include,0.7,1978_Austria.pdf,41,gpt-4o-mini,extract,General expenditures for university operations.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,line_item,1420,Universitäten,Universities,,Aufwendungen (Gesetzliche Verpflichtungen),Expenditures (Legal Obligations),791.349,million,ATS,higher_education,include,0.8,1978_Austria.pdf,41,gpt-4o-mini,extract,Legal obligations related to university funding.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,line_item,1420,Universitäten,Universities,,Personalaufwand,Personnel Expenses,2848.047,million,ATS,higher_education,include,0.7,1978_Austria.pdf,41,gpt-4o-mini,extract,Personnel expenses for university staff involved in research.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1978,program_total,1420,Universitäten,Universities,,Summe 1420,Total 1420,1398.564,million,ATS,higher_education,include,0.8,1978_Austria.pdf,41,gpt-4o-mini,extract,"Total funding for universities, includes research.","[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: Gesamtsumme/UG-Gesamt/I alt aggregate row]",section
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Aufwendungen (Gesetzliche Verpflichtungen),Expenditures (Legal Obligations),660.0,million,ATS,direct_rd,include,0.9,1979_Austria.pdf,38,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Förderungsausgaben,Funding expenditures,4.005,million,ATS,direct_rd,include,0.9,1979_Austria.pdf,38,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Förderungsausgaben (Gesetzliche Verpflichtungen),Funding expenditures (Legal Obligations),53.0,million,ATS,higher_education,include,0.8,1979_Austria.pdf,38,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,program_total,13,Wissenschaft und Forschung,Science and Research,,Hochschulische Einrichtungen,Higher Education Institutions,1.41,million,ATS,higher_education,include,0.8,1979_Austria.pdf,38,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,section_total,13,Wissenschaft und Forschung,Science and Research,,Summe 1077,Total 1077,1.077,million,ATS,science_agency,review,0.7,1979_Austria.pdf,38,gpt-4o-mini,extract,Total for the Ministry of Science and Research,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand][section_total: item_type=section_total → aggregate]",section
Austria,1979,program_total,13,Wissenschaft und Forschung,Science and Research,,Österreichische Akademie der Wissenschaften,Austrian Academy of Sciences,112.581,million,ATS,science_agency,review,0.3,1979_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Gewerbliche Forschung,Industrial Research,220.0,million,ATS,direct_rd,include,0.9,1979_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Forschungsunternehmungen,Research Enterprises,210.0,million,ATS,direct_rd,include,0.9,1979_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1979,line_item,13,Wissenschaft und Forschung,Science and Research,,Wissenschaftliche Forschung,Scientific Research,150.0,million,ATS,direct_rd,include,0.9,1979_Austria.pdf,40,gpt-4o-mini,extract,,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1980,line_item,1411,Wissenschaftliche Einrichtungen,Scientific Institutions,,Förderungsausgaben,Funding expenditures,20.575,million,ATS,direct_rd,include,0.8,1980_Austria.pdf,38,gpt-4o-mini,extract,Direct funding for scientific research.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1980,line_item,1414,Wissenschaftliche Forschung,Scientific Research,,Förderungsausgaben,Funding expenditures,160.873,million,ATS,direct_rd,review,0.3,1980_Austria.pdf,38,gpt-4o-mini,extract,Funding for scientific research projects.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
Austria,1980,line_item,1415,Gewerbliche Forschung,Industrial Research,,Förderungsausgaben,Funding expenditures,245.894,million,ATS,direct_rd,review,0.3,1980_Austria.pdf,38,gpt-4o-mini,extract,Funding for industrial research projects.,"[unit_fix: Austria decimal comma lost; converted thousand→million and ÷1,000][unit_fix: Austria budget tables use Millionen, not thousand]",
