country,year,canonical_name,gap_type,action,series_amount,prev_amount,next_amount,diagnosis,verdict,correct_amount_local,correct_unit,preferred_source_files,evidence_page,confidence,reason
Canada,2012,Canadian Polar Commission,outlier,verify,471974417.0,1639308.0,4867452.0,"Amount 471,974,417 outside expected range [-2,752,500 – 3,670,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,471971417.0,dollar,"[""Appropriation Act 2012-13 C50.pdf"", ""pdf_06bd2785e5aa__Appropriation_Act_2012-13_C40.txt""]",28,0.9,"The total from the first source document is 470,796,670, and the second source document shows an additional 1,177,747, which sums to 471,974,417. The current total is a miscalculation of the components."
Canada,2013,Canadian Polar Commission,outlier,verify,4867452.0,471974417.0,150633087.0,"Amount 4,867,452 outside expected range [-2,752,500 – 3,670,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,4867452.0,dollar,"[""pdf_77330f9bc214__Appropriation_Act_2013-14_C63.txt"", ""pdf_80c4bab60042__Appropriation_Act_2013-14_C59.txt""]",39.0,0.9,"The total amount of 4,867,452 is supported by the sum of the two source document rows, each indicating 2,433,726, which when combined equals the current annual total."
Canada,2014,Canadian Polar Commission,outlier,verify,150633087.0,4867452.0,2434137.0,"Amount 150,633,087 outside expected range [-2,752,500 – 3,670,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,150633087.0,dollar,"[""pdf_2099b532c496__Appropriation_Act_2014-15_C29.txt"", ""pdf_3551f35c9a0e__Appropriation_Act_2014-15_C38.txt""]",15.0,0.9,"The total of 150,633,087 is supported by the first source document which lists a total of 148,193,280, and the second source document lists an additional 2,439,807, which when summed gives a total consistent with the current annual total."
Canada,2006,Assisted Human Reproduction Agency of Canada,outlier,verify,27066000.0,0.0,12834000.0,"Amount 27,066,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,27066000.0,dollar,"[""pdf_4baa6ef1a096__Appropriation_Act_2006-07_C8_Project.txt"", ""pdf_f82125049255__Appropriation_Act_2006-07_C38.txt""]",0.0,0.9,"The total of 27,066,000 is the sum of the two valid source document rows (15,788,500 + 11,277,500), which confirms the current annual total."
Canada,2007,Assisted Human Reproduction Agency of Canada,outlier,verify,12834000.0,27066000.0,11783000.0,"Amount 12,834,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,12834000.0,dollar,"[""pdf_5d3dfda9cc61__Appropriation_Act_2007-08_C60_Project.txt""]",16.0,1.0,"The current annual total of 12,834,000 is directly supported by the source document row and is consistent with the agency's reported expenditures."
Canada,2008,Assisted Human Reproduction Agency of Canada,outlier,verify,11783000.0,12834000.0,9922840.0,"Amount 11,783,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,11783000.0,dollar,"[""pdf_988539146a47__Appropriation_Act_2008-09_C58_Project.txt""]",0,1.0,"The current annual total of 11,783,000 is directly supported by the source document row, which lists the same amount for the Assisted Human Reproduction Agency of Canada."
Canada,2009,Assisted Human Reproduction Agency of Canada,outlier,verify,9922840.0,11783000.0,9929142.0,"Amount 9,922,840 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,9922840.0,dollar,"[""pdf_00ef054de738__Appropriation_Act_2009-10_C48.txt""]",28.0,1.0,"The current annual total of 9,922,840 dollars is directly supported by the source document, which lists this exact amount for the Assisted Human Reproduction Agency of Canada."
Canada,2010,Assisted Human Reproduction Agency of Canada,outlier,verify,9929142.0,9922840.0,17370444.0,"Amount 9,929,142 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,9929142.0,dollar,"[""pdf_63856ad3408f__Appropriation_Act_2010-11_C44.txt""]",31.0,1.0,"The current annual total of 9,929,142 is directly supported by the source document, which lists this exact amount for the Assisted Human Reproduction Agency of Canada."
Canada,2011,Assisted Human Reproduction Agency of Canada,outlier,verify,17370444.0,9929142.0,9925968.0,"Amount 17,370,444 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,17370444.0,dollar,"[""pdf_9f4e336605de__Appropriation_Act_2011-12_C8.txt""]",39.0,1.0,"The current annual total of 17,370,444 is directly supported by the source document row, which lists the same amount for the Assisted Human Reproduction Agency of Canada."
Canada,2012,Assisted Human Reproduction Agency of Canada,outlier,verify,9925968.0,17370444.0,0.0,"Amount 9,925,968 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,9925968.0,dollar,"[""pdf_06bd2785e5aa__Appropriation_Act_2012-13_C40.txt""]",33.0,1.0,"The current annual total of 9,925,968 is directly supported by the source document row and is consistent with the agency's reported expenditures."
Canada,1989,Medical Research Council,outlier,verify,1140464000.0,182222000.0,221198000.0,"Amount 1,140,464,000 outside expected range [-679,035,000 – 905,380,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,201615000.0,dollar,"[""1989-1.pdf"", ""pdf_cc4accfe073d__1989-1.txt""]",267,0.9,"The total of 1,140,464,000 is inconsistent with the documented amounts for the Medical Research Council, which include a clearly stated total of 201,615,000 in the source documents."
Canada,1994,Medical Research Council,outlier,verify,1610674000.0,251516000.0,250959250.0,"Amount 1,610,674,000 outside expected range [-679,035,000 – 905,380,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,944202000.0,dollar,"[""pdf_2d0b078b24fb__1994-2.txt""]",395.0,0.9,"The total amount for the Medical Research Council is clearly stated as 944,202,000 in the document, which is significantly lower than the current annual total of 1,610,674,000."
Canada,1997,Medical Research Council,outlier,verify,1721029084.0,241786000.0,59711551.0,"Amount 1,721,029,084 outside expected range [-679,035,000 – 905,380,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,1704376000.0,dollar,"[""pdf_7c0b389ce1a9__1997-2.txt"", ""pdf_7f5669593c7c__1997-1.txt""]",707.0,0.9,"The total of 1,704,376,000 from the first source document is consistent with the Medical Research Council's expenditures and is the most reliable figure available, while the current total is significantly higher than expected."
Canada,1987,Parks Program,outlier,verify,28036000.0,,1177085000.0,"Amount 28,036,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,28036000.0,dollar,"[""pdf_166108b13afc__1987-3.txt""]",34.0,1.0,"The current annual total of 28,036,000 dollars is directly supported by the source document row indicating the total for the Parks Program in 1987."
Canada,1988,Parks Program,outlier,verify,1177085000.0,28036000.0,810120250.0,"Amount 1,177,085,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,738091000.0,dollar,"[""pdf_80ffd1071265__1988-1.txt""]",556.0,0.9,"The total amount for the Parks Program is clearly stated as 738,091,000 dollars in the source document, which is significantly lower than the current total of 1,177,085,000 dollars."
Canada,1989,Parks Program,outlier,verify,810120250.0,1177085000.0,8196119894.0,"Amount 810,120,250 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,810120250.0,dollar,"[""pdf_cc4accfe073d__1989-1.txt""]",244.0,1.0,"The amount of 810,120,250 is explicitly stated in the source document as the total for the Parks Program, confirming its accuracy."
Canada,1990,Parks Program,outlier,verify,8196119894.0,810120250.0,949929000.0,"Amount 8,196,119,894 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,907440050.0,dollar,"[""pdf_1c13f3879be4__1990-1.txt""]",516.0,0.9,"The amount of 8,196,119,894 appears to be a misinterpretation of the data. The correct total for the Parks Program is indicated as 907,440,050 based on the consistent entries in the source document."
Canada,1991,Parks Program,outlier,verify,949929000.0,8196119894.0,18681700.0,"Amount 949,929,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,949929000.0,dollar,"[""pdf_df6419e6eefa__1991-1.txt""]",0.0,1.0,"The current annual total of 949,929,000 is directly supported by the source document row indicating the total for the Parks Program."
Canada,1992,Parks Program,outlier,verify,18681700.0,949929000.0,1320421200.0,"Amount 18,681,700 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,18681700.0,dollar,"[""pdf_f8b3524f77eb__1992-2.txt""]",383.0,1.0,"The amount of 18,681,700 is confirmed by the source document rows, specifically on page 383, which lists it as the total for the Parks Program."
Canada,1993,Parks Program,outlier,verify,1320421200.0,18681700.0,29063585.0,"Amount 1,320,421,200 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,264062000.0,dollar,"[""pdf_f8ec88f20e98__1993-2.txt""]",472,0.9,"The total for the Parks Program is clearly stated as 264,062,000 in the document, which is significantly lower than the current total of 1,320,421,200. This suggests a misinterpretation or error in the current total."
Canada,1994,Parks Program,outlier,verify,29063585.0,1320421200.0,0.0,"Amount 29,063,585 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,29063585.0,dollar,"[""pdf_c1ca179cbf4a__1994-1.txt""]",47.0,1.0,"The amount of 29,063,585 dollars is consistently reported in the source document as the total for the Parks Program, confirming its accuracy."
Canada,1994,Canadian Nuclear Safety Commission,outlier,verify,598926900.0,0.0,0.0,"Amount 598,926,900 outside expected range [-243,729,750 – 324,973,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,38531000.0,dollar,"[""1994-2.pdf""]",419.0,0.9,"The amount of 38,531,000 dollars is clearly stated in the source document for the Canadian Nuclear Safety Commission, while the other amount appears to be for a different agency."
Canada,1996,Canadian Nuclear Safety Commission,outlier,verify,2149305000.0,0.0,644.0,"Amount 2,149,305,000 outside expected range [-243,729,750 – 324,973,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,0.0,dollar,"[""pdf_794e5cdc9ba6__1996-2.txt""]",152.0,0.9,"The current total of 2,149,305,000 dollars is inconsistent with the expected range and the previous year's total of 0.0 suggests a possible error. The document snippets do not support such a high expenditure for the Canadian Nuclear Safety Commission in 1996."
Canada,2010,Canadian Nuclear Safety Commission,outlier,verify,566275854.0,40670328.0,41769294.0,"Amount 566,275,854 outside expected range [-243,729,750 – 324,973,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,525645445.0,dollar,"[""pdf_7bf0aeb667de__Appropriation_Act_2010-11_C7.txt""]",12.0,0.9,"The amount of 525,645,445.0 dollars is explicitly stated in the source document for the Canadian Nuclear Safety Commission, while the other amount of 40,630,409.0 dollars appears to be a separate line item. The current total of 566,275,854.0 dollars is inconsistent with the documented amounts."
Canada,2012,Canadian Nuclear Safety Commission,outlier,verify,1946617839.0,41769294.0,1755945909.0,"Amount 1,946,617,839 outside expected range [-243,729,750 – 324,973,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,939481451.0,dollar,"[""Appropriation Act 2012-13 C35.pdf""]",14.0,0.9,"The total of 939,481,451 dollars is supported by multiple source documents and is consistent with the program expenditures for the Canadian Nuclear Safety Commission."
Canada,2013,Canadian Nuclear Safety Commission,outlier,verify,1755945909.0,1946617839.0,36578266.0,"Amount 1,755,945,909 outside expected range [-243,729,750 – 324,973,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,876494348.0,dollar,"[""pdf_80c4bab60042__Appropriation_Act_2013-14_C59.txt"", ""Appropriation Act 2013-14 C59.pdf""]",15.0,0.9,"The total of 876,494,348 dollars is supported by multiple source documents and is consistent with the context provided."
Canada,1994,Industry and Science Development Program,outlier,verify,1340868835.0,0.0,0.0,"Amount 1,340,868,835 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,1340868835.0,dollar,"[""pdf_2d0b078b24fb__1994-2.txt"", ""pdf_a910b001b108__1994-4.txt""]",0.0,0.9,"The total of 1,340,868,835 CAD is supported by the sum of the two source document rows (1,264,444,000 + 76,424,835)."
Canada,1988,Grains and Oilseeds Program,outlier,verify,1615876200.0,0.0,1654800001.0,"Amount 1,615,876,200 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,803903000.0,dollar,"[""pdf_80ffd1071265__1988-1.txt""]",161.0,0.9,"The total for the Grains and Oilseeds Program is explicitly stated as $803,903,000 in the source document, which is significantly lower than the current annual total of $1,615,876,200."
Canada,1989,Grains and Oilseeds Program,outlier,verify,1654800001.0,1615876200.0,0.0,"Amount 1,654,800,001 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,435929304.0,dollar,"[""pdf_cc4accfe073d__1989-1.txt""]",121.0,0.9,"The amount of 1,654,800,001 is inconsistent with the documented total of 435,929,304 for the Grains and Oilseeds Program in 1989, which is supported by multiple lines in the source document."
Canada,1991,Grains and Oilseeds Program,outlier,verify,1269571000.0,0.0,1889927000.0,"Amount 1,269,571,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,114167500.0,dollar,"[""pdf_df6419e6eefa__1991-1.txt""]",53.0,0.9,"The total for the Grains and Oilseeds Program is supported by the document snippet indicating an operating expenditure of 114,167,500, which is more consistent with the context of the previous and next years."
Canada,1992,Grains and Oilseeds Program,outlier,verify,1889927000.0,1269571000.0,681830000.0,"Amount 1,889,927,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,1799388000.0,dollar,"[""pdf_5a9c5f586c49__1992-1.txt"", ""pdf_f8b3524f77eb__1992-2.txt""]",0.0,0.9,"The total of 1,799,388,000 dollars from the first source document is consistent with the agency's reported expenditures, while the current total of 1,889,927,000 dollars is not supported by the evidence."
Canada,1993,Grains and Oilseeds Program,outlier,verify,681830000.0,1889927000.0,53241000.0,"Amount 681,830,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,1204032000.0,dollar,"[""pdf_f8ec88f20e98__1993-2.txt""]",441.0,0.9,"The total for the Grains and Oilseeds Program contributions is clearly stated as 1,204,032,000 dollars in the source document, which is significantly different from the current total of 681,830,000 dollars."
Canada,1994,Grains and Oilseeds Program,outlier,verify,53241000.0,681830000.0,0.0,"Amount 53,241,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,53241000.0,dollar,"[""pdf_c1ca179cbf4a__1994-1.txt""]",43.0,1.0,"The current annual total of 53,241,000 is directly supported by the source document row, which lists this amount under the Grains and Oilseeds Program."
Canada,1994,Forest Program,outlier,verify,1080707021.0,0.0,826485100.0,"Amount 1,080,707,021 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,1080707021.0,dollar,"[""pdf_2d0b078b24fb__1994-2.txt"", ""pdf_a910b001b108__1994-4.txt""]",0.0,0.8,"The current total of 1,080,707,021 is supported by the sum of the two source document amounts (959,364,000 + 121,343,021)."
Canada,1995,Forest Program,outlier,verify,826485100.0,1080707021.0,0.0,"Amount 826,485,100 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,826485100.0,dollar,"[""pdf_f8a0500cfd84__1995-1.txt""]",403.0,1.0,"The amount of 826,485,100 is directly supported by the source document on page 403, which lists it as the total for the Forest Program."
Canada,1989,Atomic Energy Control Board,outlier,verify,21832000.0,0.0,0.0,"Amount 21,832,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,21832000.0,dollar,"[""pdf_cc4accfe073d__1989-1.txt""]",242.0,1.0,"The current annual total of 21,832,000 dollars is directly supported by the source document row, which lists the same amount for the Atomic Energy Control Board."
Canada,1994,Atomic Energy Control Board,outlier,verify,560395900.0,0.0,865211100.0,"Amount 560,395,900 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,959364000.0,dollar,"[""pdf_2d0b078b24fb__1994-2.txt""]",420.0,0.9,"The total amount for the Atomic Energy Control Board is indicated as 959,364,000 in the document, which is significantly higher than the current annual total of 560,395,900. This suggests the current total is incorrect."
Canada,1995,Atomic Energy Control Board,outlier,verify,865211100.0,560395900.0,0.0,"Amount 865,211,100 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,826485100.0,dollar,"[""1995-1.pdf""]",402.0,0.9,"The amount of 826,485,100 from the source document is consistent and clearly attributed to the Atomic Energy Control Board, making it the correct total for the year."
Canada,1988,Science Council of Canada,outlier,verify,689165000.0,0.0,0.0,"Amount 689,165,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,353553000.0,dollar,"[""pdf_80ffd1071265__1988-1.txt""]",586.0,0.9,"The amount of 689,165,000 appears to be an error as the snippet shows a total of 353,553,000 for the Science Council of Canada, which is more consistent with the expected range."
Canada,1990,Science Council of Canada,outlier,verify,97195000.0,0.0,0.0,"Amount 97,195,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,97195000.0,dollar,"[""pdf_1c13f3879be4__1990-1.txt""]",524.0,1.0,"The current annual total of 97,195,000 dollars is supported by the source document row explicitly stating this amount for the Science Council of Canada."
Canada,1988,Energy Program,outlier,verify,405710000.0,0.0,140269000.0,"Amount 405,710,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,259000000.0,dollar,"[""pdf_80ffd1071265__1988-1.txt""]",552.0,0.9,"The total amount for the Energy Program is clearly listed as 259,000,000 dollars in the source document, which is significantly lower than the current total of 405,710,000 dollars."
Canada,1989,Energy Program,outlier,verify,140269000.0,405710000.0,0.0,"Amount 140,269,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,405710000.0,dollar,"[""pdf_cc4accfe073d__1989-1.txt""]",242.0,0.9,"The total for the Energy Program is likely misreported; the evidence shows a total of 405,710,000 for the Energy Program, which is consistent with the context of the document."
Canada,1995,Energy Program,outlier,verify,776406666.66,0.0,0.0,"Amount 776,406,667 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,776406666.66,dollar,"[""pdf_f8a0500cfd84__1995-1.txt""]",0.0,1.0,"The current annual total of 776,406,666.66 dollars is directly supported by the source document row, which lists the same amount as a section total for the Energy Program."
Canada,1987,Minerals and Earth Sciences Program,outlier,verify,19048000.0,,305922000.0,"Amount 19,048,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,19048000.0,dollar,"[""pdf_166108b13afc__1987-3.txt""]",33.0,1.0,"The current annual total of 19,048,000 dollars is directly supported by the source document row, which lists this amount as the total for the Minerals and Earth Sciences Program."
Canada,1988,Minerals and Earth Sciences Program,outlier,verify,305922000.0,19048000.0,453089500.0,"Amount 305,922,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,45418000.0,dollar,"[""pdf_80ffd1071265__1988-1.txt""]",225.0,0.9,"The total for the Minerals and Earth Sciences Program is clearly stated as 45,418,000 in the source document, which indicates the current total of 305,922,000 is incorrect."
Canada,1989,Minerals and Earth Sciences Program,outlier,verify,453089500.0,305922000.0,0.0,"Amount 453,089,500 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,271071500.0,dollar,"[""pdf_cc4accfe073d__1989-1.txt""]",241.0,0.9,"The total for the Minerals and Earth Sciences Program is clearly stated as 271,071,500 in the document, which is significantly lower than the current total of 453,089,500."
Canada,1990,HEALTI-1 Program,outlier,verify,113438000.0,0.0,0.0,"Amount 113,438,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,113438000.0,dollar,"[""pdf_1c13f3879be4__1990-1.txt""]",517.0,0.9,"The current annual total of 113,438,000 is directly supported by the source document row for the HEALTI-1 Program, which lists this exact amount."
Canada,1998,Millennium Bureau of Canada,outlier,verify,44600000.0,0.0,77000000.0,"Amount 44,600,000 outside expected range [0 – 0] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,44600000.0,dollar,"[""pdf_3f43627833fd__1998-1.txt""]",1569.0,1.0,"The current annual total of 44,600,000 is directly supported by the source document row, which lists this exact amount for the Millennium Bureau of Canada."
