year,canonical_name,category,amount_local,unit,currency,item_type,source_file,page_number,pdf_path,full_text_cache,line_description_en,traceability_status,trace_excerpt,series_notes
2001,Akademie věd České republiky (AV ČR),science_agency,3047532000.0,koruna,CZK,section_total,2001 czech_budget_annexes_CONTENT_2001.docx,2,,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2001,Grantová agentura České republiky (GA ČR),science_agency,1072735000.0,koruna,CZK,section_total,2001 czech_budget_annexes_CONTENT_2001.docx,2,,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2002,Akademie věd České republiky (AV ČR),science_agency,3140527000.0,koruna,CZK,section_total,2002 czech_budget_annexes_CONTENT_2002.docx,2,,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2002,Grantová agentura České republiky (GA ČR),science_agency,1074478000.0,koruna,CZK,line_item,2002 czech_budget_annexes_CONTENT_2002.docx,2,,,Expenditures on grants,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2003,Akademie věd České republiky (AV ČR),science_agency,3651134000.0,koruna,CZK,manual_recovery,2003 czech_budget_annexes_CONTENT_2003.docx,2,,,Akademie věd České republiky,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2003,Grantová agentura České republiky (GA ČR),science_agency,,,,,,,,,,covered_by_final_series,,gap: no matching rows in this year
2004,Akademie věd České republiky (AV ČR),science_agency,4033338000.0,koruna,CZK,manual_recovery,2004 czech_budget_annexes_CONTENT_2004.docx,2,,,Akademie věd České republiky,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2004,Grantová agentura České republiky (GA ČR),science_agency,,,,,,,,,,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: implausibly low against adjacent GA CR appropriations
2005,Akademie věd České republiky (AV ČR),science_agency,4439780000.0,koruna,CZK,line_item,2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,3,Data/input/finance_bills/Czech Republic/2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,,Akademie věd České republiky,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2005,Grantová agentura České republiky (GA ČR),science_agency,1325610000.0,koruna,CZK,line_item,2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,3,Data/input/finance_bills/Czech Republic/2005 Zak_2004-675_Prilohy-k-zakonu-c-6752004-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2005.pdf,,Grantová agentura České republiky,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2006,Akademie věd České republiky (AV ČR),science_agency,4709059000.0,koruna,CZK,line_item,2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,3,Data/input/finance_bills/Czech Republic/2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,,Akademie věd České republiky,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2006,Grantová agentura České republiky (GA ČR),science_agency,1399410000.0,koruna,CZK,line_item,2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,3,Data/input/finance_bills/Czech Republic/2006 Zak_2005-543_Prilohy-k-zakonu-c-5432005-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2006.pdf,,Grantová agentura České republiky,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2007,Akademie věd České republiky (AV ČR),science_agency,5617230000.0,koruna,CZK,section_total,2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,3,Data/input/finance_bills/Czech Republic/2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2007,Grantová agentura České republiky (GA ČR),science_agency,1531116000.0,koruna,CZK,section_total,2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,3,Data/input/finance_bills/Czech Republic/2007 Zak_2006-622_Prilohy-k-zakonu-c-6222006-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2007.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2008,Akademie věd České republiky (AV ČR),science_agency,5529486000.0,koruna,CZK,section_total,2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,3,Data/input/finance_bills/Czech Republic/2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2008,Grantová agentura České republiky (GA ČR),science_agency,1534710000.0,koruna,CZK,section_total,2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,3,Data/input/finance_bills/Czech Republic/2008 Zak_2007-360_Prilohy-k-zakonu-c-3602007-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2008.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2009,Akademie věd České republiky (AV ČR),science_agency,5887180000.0,koruna,CZK,line_item,2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,43,Data/input/finance_bills/Czech Republic/2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,,Expenditures on research and development including programs co-financed from foreign program resources,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.
2009,Grantová agentura České republiky (GA ČR),science_agency,1833145000.0,koruna,CZK,line_item,2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,22,Data/input/finance_bills/Czech Republic/2009 Zak_2008-475_Zakon-c-4752008-Sb.pdf,,Expenditures on research and development including programs co-financed from foreign program resources,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.
2009,Technologická agentura České republiky (TA ČR),science_agency,,,,,,,,,,covered_by_final_series,,gap: no matching rows in this year
2012,Akademie věd České republiky (AV ČR),science_agency,4668406000.0,koruna,CZK,manual_recovery,2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,45,Data/input/finance_bills/Czech Republic/2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2012,Grantová agentura České republiky (GA ČR),science_agency,3023794000.0,koruna,CZK,manual_recovery,2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,22,Data/input/finance_bills/Czech Republic/2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2012,Technologická agentura České republiky (TA ČR),science_agency,2170206000.0,koruna,CZK,manual_recovery,2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,49,Data/input/finance_bills/Czech Republic/2012 Zak_2011-455_Prilohy-k-zakonu-c-4552011-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2012.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2013,Akademie věd České republiky (AV ČR),science_agency,4449192000.0,koruna,CZK,manual_recovery,2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,44,Data/input/finance_bills/Czech Republic/2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2013,Grantová agentura České republiky (GA ČR),science_agency,3309429000.0,koruna,CZK,manual_recovery,2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,21,Data/input/finance_bills/Czech Republic/2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2013,Technologická agentura České republiky (TA ČR),science_agency,2962491761.0,koruna,CZK,manual_recovery,2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,49,Data/input/finance_bills/Czech Republic/2013 Zak_2012-504_Prilohy-k-zakonu-c-5042012-Sb-o-statnim-rozpoctu-Ceske-republiky-na-rok-2013.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2014,Akademie věd České republiky (AV ČR),science_agency,4452257359.0,koruna,CZK,manual_recovery,2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,44,Data/input/finance_bills/Czech Republic/2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2014,Grantová agentura České republiky (GA ČR),science_agency,3464547000.0,koruna,CZK,manual_recovery,2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,21,Data/input/finance_bills/Czech Republic/2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; dropped after Czech source audit: implausibly low against adjacent GA CR appropriations; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2014,Technologická agentura České republiky (TA ČR),science_agency,2864898160.0,koruna,CZK,manual_recovery,2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,49,Data/input/finance_bills/Czech Republic/2014 Zak_2013-475_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2014.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2015,Akademie věd České republiky (AV ČR),science_agency,4522355819.0,koruna,CZK,manual_recovery,2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,44,Data/input/finance_bills/Czech Republic/2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2015,Grantová agentura České republiky (GA ČR),science_agency,3683086907.0,koruna,CZK,manual_recovery,2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,21,Data/input/finance_bills/Czech Republic/2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2015,Technologická agentura České republiky (TA ČR),science_agency,2864898160.0,koruna,CZK,manual_recovery,2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,49,Data/input/finance_bills/Czech Republic/2015 Zak_2014-345_Prilohy-k-zakonu-o-statnim-rozpoctu-Ceske-republiky-na-rok-2015.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2016,Akademie věd České republiky (AV ČR),science_agency,4829411000.0,koruna,CZK,manual_recovery,2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,47,Data/input/finance_bills/Czech Republic/2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2016,Grantová agentura České republiky (GA ČR),science_agency,3833110000.0,koruna,CZK,manual_recovery,2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,24,Data/input/finance_bills/Czech Republic/2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2016,Technologická agentura České republiky (TA ČR),science_agency,2958939000.0,koruna,CZK,manual_recovery,2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,52,Data/input/finance_bills/Czech Republic/2016 Zak_2015-400_Zakon-o-statnim-rozpoctu-CR-na-rok-2016-Kompletni-vcetne-priloh.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2017,Akademie věd České republiky (AV ČR),science_agency,5133171000.0,koruna,CZK,manual_recovery,2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,50,Data/input/finance_bills/Czech Republic/2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2017,Grantová agentura České republiky (GA ČR),science_agency,4257427000.0,koruna,CZK,manual_recovery,2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,25,Data/input/finance_bills/Czech Republic/2017 Zak_2016-457_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2017.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; dropped after Czech source audit: implausibly low against adjacent GA CR appropriations; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2017,Technologická agentura České republiky (TA ČR),science_agency,,,,,,,,,,covered_by_final_series,,gap: no matching rows in this year
2018,Akademie věd České republiky (AV ČR),science_agency,5684692000.0,koruna,CZK,manual_recovery,2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,50,Data/input/finance_bills/Czech Republic/2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2018,Grantová agentura České republiky (GA ČR),science_agency,4333066000.0,koruna,CZK,manual_recovery,2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,25,Data/input/finance_bills/Czech Republic/2018 Zak_2017-474_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2018.pdf,,Total expenditures,covered_by_final_series,,Czech Science Foundation — competitive basic research grants. Major R&D funder from 1993.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; dropped after Czech source audit: implausibly low against adjacent GA CR appropriations; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2018,Technologická agentura České republiky (TA ČR),science_agency,,,,,,,,,,covered_by_final_series,,gap: no matching rows in this year
2019,Akademie věd České republiky (AV ČR),science_agency,6022421793.0,koruna,CZK,manual_recovery,2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,50,Data/input/finance_bills/Czech Republic/2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: implausibly inflated summary/unit artefact; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2019,Grantová agentura České republiky (GA ČR),science_agency,4390784794.0,koruna,CZK,manual_recovery,2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,25,Data/input/finance_bills/Czech Republic/2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2019,Technologická agentura České republiky (TA ČR),science_agency,4274646444.0,koruna,CZK,manual_recovery,2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,58,Data/input/finance_bills/Czech Republic/2019 Zak_2018-336_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2019.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2020,Akademie věd České republiky (AV ČR),science_agency,6563390450.0,koruna,CZK,manual_recovery,2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,49,Data/input/finance_bills/Czech Republic/2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2020,Grantová agentura České republiky (GA ČR),science_agency,4360546000.0,koruna,CZK,manual_recovery,2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,24,Data/input/finance_bills/Czech Republic/2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2020,Technologická agentura České republiky (TA ČR),science_agency,4102464850.0,koruna,CZK,manual_recovery,2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,57,Data/input/finance_bills/Czech Republic/2020 Zak_2019-355_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2020.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2021,Akademie věd České republiky (AV ČR),science_agency,6789651580.0,koruna,CZK,manual_recovery,2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,48,Data/input/finance_bills/Czech Republic/2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2021,Grantová agentura České republiky (GA ČR),science_agency,4380546000.0,koruna,CZK,manual_recovery,2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,23,Data/input/finance_bills/Czech Republic/2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,,Total expenditures,covered_by_final_series,,gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2021,Technologická agentura České republiky (TA ČR),science_agency,4926456032.0,koruna,CZK,manual_recovery,2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,56,Data/input/finance_bills/Czech Republic/2021 Zak_2020-600_Zakon-o-statni-rozpoctu-Ceske-republiky-na-rok-2021.pdf,,Total expenditures,covered_by_final_series,,Technology Agency of the Czech Republic — applied research and innovation grants. Created 2009.; dropped after Czech source audit: zero-value placeholder is not a usable agency appropriation; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
2022,Akademie věd České republiky (AV ČR),science_agency,7081401581.0,koruna,CZK,manual_recovery,2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,49,Data/input/finance_bills/Czech Republic/2022 Zak_2022-057_Zakon-o-statnim-rozpoctu-Ceske-republiky-na-rok-2022.pdf,,Total expenditures,covered_by_final_series,,Czech Academy of Sciences — network of research institutes. Major public R&D performer.; gap: no matching rows in this year; recovered from audited Czech agency source row or chapter summary block with explicit total and page traceability
