country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
Czech Republic,1998,section_total,314,Ministerstvo vnitra,Ministry of the Interior,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,17740.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,11,gpt-4o-mini,extract,
Czech Republic,1998,section_total,315,Ministerstvo zÏ ivotnõÂho prostrÏedõÂ,Ministry of the Environment,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,296756.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,12,gpt-4o-mini,extract,
Czech Republic,1998,section_total,322,Ministerstvo pruÊ myslu a obchodu,Ministry of Industry and Trade,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,934165.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,14,gpt-4o-mini,extract,
Czech Republic,1998,line_item,333,"Ministerstvo školství, mládeže a tělovýchovy","Ministry of Education, Youth and Sports",,Institucionální prostředky,Institutional resources,815371.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,17,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,333,"Ministerstvo školství, mládeže a tělovýchovy","Ministry of Education, Youth and Sports",,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,1497930.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,17,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,333,"Ministerstvo školství, mládeže a tělovýchovy","Ministry of Education, Youth and Sports",,Účelové prostředky,Targeted resources,682559.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,17,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,333,"Ministerstvo školství, mládeže a tělovýchovy","Ministry of Education, Youth and Sports",,Výdaje celkem,Total expenditures,61722662.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,17,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,334,Ministerstvo kultury,Ministry of Culture,,Institucionální prostředky,Institutional resources,18317.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,18,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,334,Ministerstvo kultury,Ministry of Culture,,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,81811.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,18,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,334,Ministerstvo kultury,Ministry of Culture,,Účelové prostředky,Targeted resources,63494.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,18,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,334,Ministerstvo kultury,Ministry of Culture,,Výdaje celkem,Total expenditures,4073535.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,18,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,335,Ministerstvo zdravotnictví,Ministry of Health,,Institucionální prostředky,Institutional resources,250287.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,19,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,335,Ministerstvo zdravotnictví,Ministry of Health,,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,561725.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,19,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,335,Ministerstvo zdravotnictví,Ministry of Health,,Účelové prostředky,Targeted resources,311438.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,19,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,335,Ministerstvo zdravotnictví,Ministry of Health,,Výdaje celkem,Total expenditures,5970846.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,19,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,336,Ministerstvo spravedlnosti,Ministry of Justice,,Institucionální prostředky,Institutional resources,7600.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,20,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,336,Ministerstvo spravedlnosti,Ministry of Justice,,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,10248.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,20,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,336,Ministerstvo spravedlnosti,Ministry of Justice,,Účelové prostředky,Targeted resources,2648.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,20,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,336,Ministerstvo spravedlnosti,Ministry of Justice,,Výdaje celkem,Total expenditures,10096858.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,20,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,345,Český statistický úřad,Czech Statistical Office,,Institucionální prostředky,Institutional resources,0.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,22,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,345,Český statistický úřad,Czech Statistical Office,,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,0.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,22,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,345,Český statistický úřad,Czech Statistical Office,,Účelové prostředky,Targeted resources,0.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,22,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,345,Český statistický úřad,Czech Statistical Office,,Výdaje celkem,Total expenditures,576704.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,22,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,346,Český úřad zeměměrický a katastrální,Czech Office for Land Surveying and Cadastre,,Institucionální prostředky,Institutional resources,7695.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,23,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,program_total,346,Český úřad zeměměrický a katastrální,Czech Office for Land Surveying and Cadastre,,Běžné výdaje na výzkum a vývoj,Regular expenditures on research and development,16530.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,23,gpt-4o-mini,extract,Explicitly mentions research and development.
Czech Republic,1998,line_item,346,Český úřad zeměměrický a katastrální,Czech Office for Land Surveying and Cadastre,,Účelové prostředky,Targeted resources,8835.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,23,gpt-4o-mini,extract,Part of the R&D budget.
Czech Republic,1998,section_total,346,Český úřad zeměměrický a katastrální,Czech Office for Land Surveying and Cadastre,,Výdaje celkem,Total expenditures,1725356.0,thousand,CZK,unclear,review,0.5,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,23,gpt-4o-mini,extract,"Broad total, not specific to R&D."
Czech Republic,1998,line_item,361,Akademie věd,Academy of Sciences,,Bežné výdaje na výzkum a vývoj,Current expenditures for research and development,1830204000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,24,gpt-4o-mini,extract,
Czech Republic,1998,line_item,361,Akademie věd,Academy of Sciences,,Institucionální prostředky,Institutional funds,1443645000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,24,gpt-4o-mini,extract,
Czech Republic,1998,line_item,361,Akademie věd,Academy of Sciences,,Účelové prostředky,Targeted funds,386559000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,24,gpt-4o-mini,extract,
Czech Republic,1998,section_total,361,Akademie věd,Academy of Sciences,,Výdaje celkem,Total expenditures,2147124000.0,thousand,CZK,science_agency,review,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,24,gpt-4o-mini,extract,
Czech Republic,1998,line_item,375,Státní úřad pro jadernou bezpečnost,State Office for Nuclear Safety,,Bežné výdaje na výzkum a vývoj,Current expenditures for research and development,16650000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,26,gpt-4o-mini,extract,
Czech Republic,1998,line_item,375,Státní úřad pro jadernou bezpečnost,State Office for Nuclear Safety,,Institucionální prostředky,Institutional funds,7150000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,26,gpt-4o-mini,extract,
Czech Republic,1998,line_item,375,Státní úřad pro jadernou bezpečnost,State Office for Nuclear Safety,,Účelové prostředky,Targeted funds,9500000.0,thousand,CZK,direct_rd,include,1.0,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,26,gpt-4o-mini,extract,
Czech Republic,1998,section_total,375,Státní úřad pro jadernou bezpečnost,State Office for Nuclear Safety,,Výdaje celkem,Total expenditures,186605000.0,thousand,CZK,science_agency,review,0.8,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,26,gpt-4o-mini,extract,
Czech Republic,1998,line_item,305,BezpecÏ nostnõÂ informacÏ nõÂ sluzÏ ba,Security Information Service,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,1136.0,thousand,CZK,direct_rd,include,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,7,gpt-4o-mini,extract,
Czech Republic,1998,section_total,306,Ministerstvo zahranicÏ nõÂch veÏ cõÂ,Ministry of Foreign Affairs,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,13912.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,7,gpt-4o-mini,extract,
Czech Republic,1998,section_total,305,BezpecÏ nostnõÂ informacÏ nõÂ sluzÏ ba,Security Information Service,,Celkové výdaje na výzkum a vývoj,Total expenditures on research and development,1136.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,7,gpt-4o-mini,extract,
Czech Republic,1998,section_total,307,Ministerstvo obrany,Ministry of Defence,,BeÏ zÏneÂ vyÂdaje na vyÂzkum a vyÂvoj,Current expenditures on research and development,195178.0,thousand,CZK,direct_rd,review,0.9,1998 Zak_1997-348_Prilohy-k-zakonu-c-3481997-Sb.pdf,8,gpt-4o-mini,extract,
Czech Republic,1999,line_item,321,GrantovaÂ agentura CÏ eskeÂ republiky,Czech Science Foundation,,institucionaÂlnõÂ prostrÏedky,Institutional resources,20883.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,12,gpt-4o-mini,extract,
Czech Republic,1999,line_item,321,GrantovaÂ agentura CÏ eskeÂ republiky,Czech Science Foundation,,uÂcÏ eloveÂ prostrÏedky,Student resources,944531.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,12,gpt-4o-mini,extract,
Czech Republic,1999,section_total,321,GrantovaÂ agentura CÏ eskeÂ republiky,Czech Science Foundation,,VyÂdaje celkem,Total expenditures,965414.0,thousand,CZK,science_agency,review,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,12,gpt-4o-mini,extract,
Czech Republic,1999,program_total,321,GrantovaÂ agentura CÏ eskeÂ republiky,Czech Science Foundation,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,965414.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,12,gpt-4o-mini,extract,
Czech Republic,1999,line_item,322,Ministerstvo pruÊ myslu a obchodu,Ministry of Industry and Trade,,uÂcÏ eloveÂ prostrÏedky,Student resources,1198389.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,13,gpt-4o-mini,extract,
Czech Republic,1999,section_total,322,Ministerstvo pruÊ myslu a obchodu,Ministry of Industry and Trade,,VyÂdaje celkem,Total expenditures,8696787.0,thousand,CZK,review,review,0.5,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,13,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
Czech Republic,1999,program_total,322,Ministerstvo pruÊ myslu a obchodu,Ministry of Industry and Trade,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,1198389.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,13,gpt-4o-mini,extract,
Czech Republic,1999,line_item,327,Ministerstvo dopravy a spojuÊ,Ministry of Transport and Communications,,institucionaÂlnõÂ prostrÏedky,Institutional resources,35825.0,thousand,CZK,direct_rd,review,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,14,gpt-4o-mini,extract,
Czech Republic,1999,line_item,327,Ministerstvo dopravy a spojuÊ,Ministry of Transport and Communications,,uÂcÏ eloveÂ prostrÏedky,Student resources,52804.0,thousand,CZK,direct_rd,review,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,14,gpt-4o-mini,extract,
Czech Republic,1999,section_total,327,Ministerstvo dopravy a spojuÊ,Ministry of Transport and Communications,,VyÂdaje celkem,Total expenditures,30793672.0,thousand,CZK,review,review,0.5,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,14,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
Czech Republic,1999,program_total,327,Ministerstvo dopravy a spojuÊ,Ministry of Transport and Communications,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,88829.0,thousand,CZK,direct_rd,review,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,14,gpt-4o-mini,extract,
Czech Republic,1999,line_item,329,Ministerstvo zemeÏ deÏ lstvõÂ,Ministry of Agriculture,,institucionaÂlnõÂ prostrÏedky,Institutional resources,179747.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,15,gpt-4o-mini,extract,
Czech Republic,1999,line_item,329,Ministerstvo zemeÏ deÏ lstvõÂ,Ministry of Agriculture,,uÂcÏ eloveÂ prostrÏedky,Student resources,261921.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,15,gpt-4o-mini,extract,
Czech Republic,1999,section_total,329,Ministerstvo zemeÏ deÏ lstvõÂ,Ministry of Agriculture,,VyÂdaje celkem,Total expenditures,17962108.0,thousand,CZK,review,review,0.5,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,15,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
Czech Republic,1999,program_total,329,Ministerstvo zemeÏ deÏ lstvõÂ,Ministry of Agriculture,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,441668.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,15,gpt-4o-mini,extract,
Czech Republic,1999,line_item,333,"Ministerstvo sÏkolstvõÂ, mlaÂ dezÏe a teÏ lovyÂchovy","Ministry of Education, Youth and Sports",,institucionaÂlnõÂ prostrÏedky,Institutional resources,2103117.0,thousand,CZK,higher_education,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,16,gpt-4o-mini,extract,
Czech Republic,1999,line_item,333,"Ministerstvo sÏkolstvõÂ, mlaÂ dezÏe a teÏ lovyÂchovy","Ministry of Education, Youth and Sports",,uÂcÏ eloveÂ prostrÏedky,Student resources,703000.0,thousand,CZK,higher_education,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,16,gpt-4o-mini,extract,
Czech Republic,1999,section_total,333,"Ministerstvo sÏkolstvõÂ, mlaÂ dezÏe a teÏ lovyÂchovy","Ministry of Education, Youth and Sports",,VyÂdaje celkem,Total expenditures,68999208.0,thousand,CZK,higher_education,review,0.5,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,16,gpt-4o-mini,extract,Mixed-purpose ministry; includes non-R&D components.
Czech Republic,1999,program_total,333,"Ministerstvo sÏkolstvõÂ, mlaÂ dezÏe a teÏ lovyÂchovy","Ministry of Education, Youth and Sports",,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,2806117.0,thousand,CZK,higher_education,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,16,gpt-4o-mini,extract,
Czech Republic,1999,line_item,335,Ministerstvo zdravotnictvõÂ,Ministry of Health,,uÂcÏ eloveÂ prostrÏedky,Competitive resources,548707000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,18,gpt-4o-mini,extract,
Czech Republic,1999,line_item,335,Ministerstvo zdravotnictvõÂ,Ministry of Health,,institucionaÂlnõÂ prostrÏedky,Institutional resources,70761000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,18,gpt-4o-mini,extract,
Czech Republic,1999,section_total,335,Ministerstvo zdravotnictvõÂ,Ministry of Health,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,619468000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,18,gpt-4o-mini,extract,
Czech Republic,1999,line_item,336,Ministerstvo spravedlnosti,Ministry of Justice,,uÂcÏ eloveÂ prostrÏedky,Competitive resources,3230000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,19,gpt-4o-mini,extract,
Czech Republic,1999,line_item,336,Ministerstvo spravedlnosti,Ministry of Justice,,institucionaÂlnõÂ prostrÏedky,Institutional resources,7876000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,19,gpt-4o-mini,extract,
Czech Republic,1999,section_total,336,Ministerstvo spravedlnosti,Ministry of Justice,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,11106000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,19,gpt-4o-mini,extract,
Czech Republic,1999,section_total,GA ČR,Grantová agentura České republiky,Czech Science Foundation,,"Nedaňové příjmy, kapitálové příjmy a příjmy z dotací celkem","Total non-tax revenues, capital revenues, and revenues from grants",387000000.0,thousand,CZK,science_agency,review,0.9,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,2,gpt-4o-mini,extract,Total funding for research grants.
Czech Republic,1999,section_total,AV ČR,Akademie věd České republiky,Academy of Sciences of the Czech Republic,,"Nedaňové příjmy, kapitálové příjmy a příjmy z dotací celkem","Total non-tax revenues, capital revenues, and revenues from grants",2000.0,thousand,CZK,science_agency,review,0.9,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,2,gpt-4o-mini,extract,Total funding for the Academy of Sciences.
Czech Republic,1999,line_item,348,CÏ eskyÂ baÂ nÏ skyÂ uÂ rÏad,Czech National Bank,,uÂcÏ eloveÂ prostrÏedky,Competitive resources,17000000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,22,gpt-4o-mini,extract,
Czech Republic,1999,section_total,348,CÏ eskyÂ baÂ nÏ skyÂ uÂ rÏad,Czech National Bank,,VyÂdaje na vyÂzkum a vyÂvoj celkem,Total expenditures on research and development,17000000.0,thousand,CZK,direct_rd,review,0.8,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,22,gpt-4o-mini,extract,
Czech Republic,1999,line_item,361,Akademie věd České republiky,Academy of Sciences of the Czech Republic,,uÂcÏ eloveÂ prostrÏedky,Competitive resources,513433000.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,24,gpt-4o-mini,extract,
Czech Republic,1999,line_item,361,Akademie věd České republiky,Academy of Sciences of the Czech Republic,,institucionaÂlnõÂ prostrÏedky,Institutional resources,1896894000.0,thousand,CZK,direct_rd,include,1.0,1999 Zak_1999-022_Prilohy-k-zakonu-c-221999-Sb.pdf,24,gpt-4o-mini,extract,
