country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
Slovakia,1999,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Bežné výdavky,Current expenditures,820776.0,thousand,SKK,science_agency,include,1.0,1999 ZZ_1999_63_19990401.pdf,23,gpt-4o-mini,extract,
Slovakia,1999,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,vedecká výchova - štipendiá pre doktorandov (bez poistného),scientific education - scholarships for doctoral students (without insurance),16226.0,thousand,SKK,higher_education,include,1.0,1999 ZZ_1999_63_19990401.pdf,23,gpt-4o-mini,extract,
Slovakia,1999,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,úlohy rozvoja vedy a techniky riešené v rámci medzinárodnej vedecko-technickej spolupráce,tasks for the development of science and technology addressed within international scientific and technical cooperation,10000.0,thousand,SKK,rd_adjacent,include,1.0,1999 ZZ_1999_63_19990401.pdf,23,gpt-4o-mini,extract,
Slovakia,1999,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Bežné výdavky,Current expenditures,6772693.0,thousand,SKK,science_agency,include,1.0,1999 ZZ_1999_63_19990401.pdf,8,gpt-4o-mini,extract,
Slovakia,2000,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Celkový rozpočet Ministerstva školstva SR,Total budget of the Ministry of Education SR,200000.0,thousand,SKK,science_agency,review,0.7,2000 ZZ_1999_372_20000101.pdf,10,gpt-4o-mini,extract,Total includes non-R&D components
Slovakia,2000,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,aplikovaný výskum a vývoj na vysokých školách,applied research and development at universities,15433.0,thousand,SKK,higher_education,include,0.9,2000 ZZ_1999_372_20000101.pdf,21,gpt-4o-mini,extract,
Slovakia,2000,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,príspevok na V. rámcový program EÚ pre výskum a technický rozvoj a účasť organizácií a pracovísk výskumu a vývoja na jeho realizácii,contribution to the V. Framework Programme of the EU for research and technical development and participation of organizations and research institutions in its implementation,140000.0,thousand,SKK,rd_adjacent,include,0.9,2000 ZZ_1999_372_20000101.pdf,21,gpt-4o-mini,extract,
Slovakia,2000,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,účasť organizácií a pracovísk výskumu a vývoja v SR na projektoch CERN,participation of organizations and research institutions in Slovakia in CERN projects,7560.0,thousand,SKK,rd_adjacent,include,0.9,2000 ZZ_1999_372_20000101.pdf,21,gpt-4o-mini,extract,
Slovakia,2000,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,úlohy rozvoja vedy a techniky riešené vysokými školami v rámci medzinárodnej vedecko-technickej spolupráce,tasks of science and technology development addressed by universities within international scientific and technical cooperation,17545.0,thousand,SKK,rd_adjacent,include,0.9,2000 ZZ_1999_372_20000101.pdf,21,gpt-4o-mini,extract,
Slovakia,2000,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Celkový rozpočet Slovenskej akadémie vied,Total budget of the Slovak Academy of Sciences,852819.0,thousand,SKK,science_agency,include,0.9,2000 ZZ_1999_372_20000101.pdf,23,gpt-4o-mini,extract,
Slovakia,2000,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,vedecká výchova – štipendiá pre doktorandov (bez poistného),scientific education - scholarships for doctoral students (without insurance),16226.0,thousand,SKK,higher_education,include,0.9,2000 ZZ_1999_372_20000101.pdf,23,gpt-4o-mini,extract,
Slovakia,2000,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,úlohy rozvoja vedy a techniky riešené v rámci medzinárodnej vedecko-technickej spolupráce,tasks of science and technology development addressed within international scientific and technical cooperation,10768.0,thousand,SKK,rd_adjacent,include,0.9,2000 ZZ_1999_372_20000101.pdf,23,gpt-4o-mini,extract,
Slovakia,2000,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,transfer vedeckým spoločnostiam,transfer to scientific societies,2366.0,thousand,SKK,direct_rd,include,0.9,2000 ZZ_1999_372_20000101.pdf,23,gpt-4o-mini,extract,
Slovakia,2001,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Celkové výdavky Ministerstva školstva SR,Total expenditures of the Ministry of Education SR,7705008.0,thousand,SKK,science_agency,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,12,gpt-4o-mini,extract,
Slovakia,2001,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Celkové výdavky Slovenskej akadémie vied,Total expenditures of the Slovak Academy of Sciences,878143.0,thousand,SKK,science_agency,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,12,gpt-4o-mini,extract,
Slovakia,2001,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,aplikovaný výskum a vývoj na vysokých školách,applied research and development at universities,10000.0,thousand,SKK,higher_education,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,17,gpt-4o-mini,extract,
Slovakia,2001,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,"príspevok na V. rámcový program EÚ pre výskum a technický rozvoj, na ostatné programy medzinárodnej vedecko-technickej spolupráce a na účasť organizácií a pracovísk výskumu a vývoja na ich realizácii","contribution to the V. Framework Program of the EU for research and technical development, to other programs of international scientific-technical cooperation and to the participation of organizations and research and development workplaces in their implementation",200000.0,thousand,SKK,rd_adjacent,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,17,gpt-4o-mini,extract,
Slovakia,2001,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,úlohy rozvoja vedy a techniky riešené vysokými školami v rámci medzinárodnej vedecko-technickej spolupráce,tasks for the development of science and technology addressed by universities within the framework of international scientific-technical cooperation,12000.0,thousand,SKK,higher_education,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,17,gpt-4o-mini,extract,
Slovakia,2001,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,úlohy rozvoja vedy a techniky riešené v rámci medzinárodnej vedecko-technickej spolupráce,tasks for the development of science and technology addressed within the framework of international scientific-technical cooperation,15000.0,thousand,SKK,rd_adjacent,include,1.0,2001 zakonypreludi_sk_472_2000_zz_20010101.pdf,17,gpt-4o-mini,extract,
Slovakia,2002,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky spolu,Total expenditures,9687762.0,thousand,SKK,science_agency,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,12,gpt-4o-mini,extract,
Slovakia,2002,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky spolu,Total expenditures,940050.0,thousand,SKK,science_agency,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,13,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,doktorandské štipendiá na nové miesta pre zvýšenie počtu doktorandov o 20 %,Doctoral scholarships for new positions to increase the number of doctoral students by 20%,38000.0,thousand,SKK,higher_education,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,20,gpt-4o-mini,extract,
Slovakia,2002,program_total,20,Ministerstvo školstva SR,Ministry of Education SR,,zvýšenie výdavkov v rámci Programu 022 Vysokoškolské vzdelávanie a veda,Increase in expenditures under Program 022 Higher Education and Science,367000.0,thousand,SKK,higher_education,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,20,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,príspevok SR na V. rámcový program EÚ pre výskum a technický rozvoj a na ostatné programy medzinárodnej vedecko-technickej spolupráce,Slovak contribution to the 5th Framework Programme of the EU for research and technical development and other international scientific-technical cooperation programs,224000.0,thousand,SKK,rd_adjacent,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,20,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,podpora programov výskumu a vývoja v gescii MŠ SR,Support for research and development programs under the Ministry of Education SR,502000.0,thousand,SKK,direct_rd,include,1.0,2002 ZZ_2001_586_20020101 (1).pdf,20,gpt-4o-mini,extract,
Slovakia,2002,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky spolu,Total expenditures,9687762.0,thousand,SKK,science_agency,include,1.0,2002 ZZ_2001_586_20020101.pdf,12,gpt-4o-mini,extract,
Slovakia,2002,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky spolu,Total expenditures,940050.0,thousand,SKK,science_agency,include,1.0,2002 ZZ_2001_586_20020101.pdf,13,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,doktorandské štipendiá na nové miesta pre zvýšenie počtu doktorandov o 20 %,Doctoral scholarships for new positions to increase the number of doctoral students by 20%,38000.0,thousand,SKK,higher_education,include,1.0,2002 ZZ_2001_586_20020101.pdf,20,gpt-4o-mini,extract,
Slovakia,2002,program_total,20,Ministerstvo školstva SR,Ministry of Education SR,,zvýšenie výdavkov v rámci Programu 022 Vysokoškolské vzdelávanie a veda,Increase in expenditures under Program 022 Higher Education and Science,367000.0,thousand,SKK,higher_education,include,1.0,2002 ZZ_2001_586_20020101.pdf,20,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,príspevok SR na V. rámcový program EÚ pre výskum a technický rozvoj a na ostatné programy medzinárodnej vedecko-technickej spolupráce,Slovak contribution to the 5th Framework Programme of the EU for research and technical development and other international scientific-technical cooperation programs,224000.0,thousand,SKK,rd_adjacent,include,1.0,2002 ZZ_2001_586_20020101.pdf,20,gpt-4o-mini,extract,
Slovakia,2002,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,podpora programov výskumu a vývoja v gescii MŠ SR,Support for research and development programs under the Ministry of Education SR,502000.0,thousand,SKK,direct_rd,include,1.0,2002 ZZ_2001_586_20020101.pdf,20,gpt-4o-mini,extract,
Slovakia,2003,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,INFOVEK,INFOVEK programme,319909.0,thousand,SKK,direct_rd,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,11,gpt-4o-mini,extract,
Slovakia,2003,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,príspevok SR na VI. rámcový program EU pre výskum a technický rozvoj,Slovak contribution to the 6th Framework Programme for Research and Technological Development,500000.0,thousand,SKK,rd_adjacent,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,11,gpt-4o-mini,extract,
Slovakia,2003,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky spolu,Total expenditures,10208445.0,thousand,SKK,direct_rd,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,11,gpt-4o-mini,extract,
Slovakia,2003,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,transfer verejným vysokým školám,transfer to public universities,8319155.0,thousand,SKK,higher_education,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,11,gpt-4o-mini,extract,
Slovakia,2003,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky spolu,Total expenditures,1105326.0,thousand,SKK,science_agency,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,12,gpt-4o-mini,extract,
Slovakia,2003,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,úlohy medzinárodnej vedecko - technickej spolupráce,tasks of international scientific and technical cooperation,20000.0,thousand,SKK,rd_adjacent,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101 (1).pdf,12,gpt-4o-mini,extract,
Slovakia,2003,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,príspevok SR na VI. rámcový program EU pre výskum a technický rozvoj,Slovak contribution to the 6th Framework Programme of the EU for research and technical development,500000.0,thousand,SKK,rd_adjacent,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,11,gpt-4o-mini,extract,
Slovakia,2003,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky spolu,Total expenditures,10208445.0,thousand,SKK,direct_rd,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,11,gpt-4o-mini,extract,
Slovakia,2003,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,transfer verejným vysokým školám,transfer to public universities,8319155.0,thousand,SKK,higher_education,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,11,gpt-4o-mini,extract,
Slovakia,2003,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,II. etapa prác na dopadovej štúdii vstupu SR do EU,Phase II of the impact study of Slovakia's entry into the EU,3000.0,thousand,SKK,unclear,include,0.8,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,12,gpt-4o-mini,extract,
Slovakia,2003,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky spolu,Total expenditures,1105326.0,thousand,SKK,science_agency,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,12,gpt-4o-mini,extract,
Slovakia,2003,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,úlohy medzinárodnej vedecko - technickej spolupráce,tasks of international scientific and technical cooperation,20000.0,thousand,SKK,rd_adjacent,include,1.0,2003 zakonypreludi_sk_750_2002_zz_20030101.pdf,12,gpt-4o-mini,extract,
Slovakia,2004,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Úlohy medzinárodnej vedecko-technickej spolupráce,Tasks of international scientific and technical cooperation,20000.0,thousand,SKK,rd_adjacent,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101 (1).pdf,10,gpt-4o-mini,extract,
Slovakia,2004,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,Agentúra na podporu výskumu a vývoja,Research and Development Agency,300100.0,thousand,SKK,innovation_instruments,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101 (1).pdf,5,gpt-4o-mini,extract,
Slovakia,2004,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky celkom,Total expenditures,41541953.0,thousand,SKK,science_agency,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101 (1).pdf,5,gpt-4o-mini,extract,
Slovakia,2004,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky celkom,Total expenditures,1442957.0,thousand,SKK,science_agency,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101 (1).pdf,6,gpt-4o-mini,extract,
Slovakia,2004,line_item,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Úlohy medzinárodnej vedecko-technickej spolupráce,Tasks of international scientific and technical cooperation,20000.0,thousand,SKK,rd_adjacent,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101.pdf,10,gpt-4o-mini,extract,
Slovakia,2004,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,Agentúra na podporu výskumu a vývoja,Research and Development Agency,300100.0,thousand,SKK,innovation_instruments,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101.pdf,5,gpt-4o-mini,extract,
Slovakia,2004,section_total,20,Ministerstvo školstva SR,Ministry of Education SR,,Výdavky celkom,Total expenditures,41541953.0,thousand,SKK,science_agency,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101.pdf,5,gpt-4o-mini,extract,
Slovakia,2004,section_total,51,Slovenská akadémia vied,Slovak Academy of Sciences,,Výdavky celkom,Total expenditures,1442957.0,thousand,SKK,science_agency,include,1.0,2004 zakonypreludi_sk_598_2003_zz_20040101.pdf,6,gpt-4o-mini,extract,
Slovakia,2005,line_item,20,Ministerstvo školstva SR,Ministry of Education SR,,Aplikovaný výskum na vysokých školách,Applied research at universities,103860.0,thousand,SKK,higher_education,include,0.9,2005 ZZ_2004_740_20050101.pdf,18,gpt-4o-mini,extract,
