source_file,pdf_path,full_text_cache,selected_rows,selected_canonicals,selected_pages,selected_line_descriptions,selected_amounts,traceability_status,source_audit_note
2007 ZZ_2006_681_20070101.pdf,Data/input/finance_bills/Slovakia/2007 ZZ_2006_681_20070101.pdf,,4,Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | State Programs for the Development of Research and Development Infrastructure,7 | 37 | 37 | 37,"Total expenditures | Tasks of research and development supported by the Research and Development Agency | Research and development in natural, technical, medical, and social sciences and their provision | State programs for the development of research and development infrastructure",51360826000.0 | 951126000.0 | 1589238000.0 | 192061000.0,covered_by_final_series,
2008 ZZ_2007_608_20080101.pdf,Data/input/finance_bills/Slovakia/2008 ZZ_2007_608_20080101.pdf,,4,Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | State Programs for the Development of Research and Development Infrastructure,8 | 29 | 29 | 29,Total expenditures for the chapter | Tasks of research and development supported by the Research and Development Agency | Total expenditures for the chapter | State programs for the development of research and development infrastructure,55494212000.0 | 968297000.0 | 1834101000.0 | 236084000.0,covered_by_final_series,
2009 ZZ_2008_596_20090101.pdf,Data/input/finance_bills/Slovakia/2009 ZZ_2008_596_20090101.pdf,,3,APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | SAV (Slovenská akadémia vied),6 | 7 | 26,APVV - Agency for Support of Research and Development | Total expenditures for the chapter | Total expenditures for the chapter,1482453.0 | 2170267753.0 | 63633028.0,covered_by_final_series,
2010 zakonypreludi_sk_497_2009_zz_20101214.pdf,Data/input/finance_bills/Slovakia/2010 zakonypreludi_sk_497_2009_zz_20101214.pdf,,4,APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | SAV (Slovenská akadémia vied) | VEGA (Vedecká grantová agentúra MŠ SR a SAV),4 | 4 | 4 | 4,APVV - Slovak Research and Development Agency | Total expenditures | Total expenditures | VEGA - Scientific Grant Agency of the Ministry of Education and SAV,120000000.0 | 2348231752.0 | 65326009.0 | 100000000.0,covered_by_final_series,
2011 ZZ_2010_498_20110101.pdf,Data/input/finance_bills/Slovakia/2011 ZZ_2010_498_20110101.pdf,,4,APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied),20 | 7 | 21 | 9,Agency for the Support of Research and Development | Total expenditures | Tasks of research and development supported by the Research and Development Agency | Total expenditures,120000000.0 | 2323259742.0 | 20514143.0 | 59551028.0,covered_by_final_series,
2012 ZZ_2011_511_20120101.pdf,Data/input/finance_bills/Slovakia/2012 ZZ_2011_511_20120101.pdf,,4,Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | Support for Research and Development,13 | 28 | 13 | 28,Expenditures of the chapter for the implementation of programs for the year 2012 | Tasks of research and development supported by the Research and Development Agency | Expenditures of the chapter for the implementation of programs for the year 2012 | Support for research and development,2434334571.0 | 21813643.0 | 58985607.0 | 404405315.0,covered_by_final_series,
2013 ZZ_2012_438_20130101.pdf,Data/input/finance_bills/Slovakia/2013 ZZ_2012_438_20130101.pdf,,5,"APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied) | VEGA (Vedecká grantová agentúra MŠ SR a SAV)",6 | 6 | 35 | 35 | 18,"Agency for the Support of Research and Development (APVV) | State budget expenditures for the year 2013 | Research and development in natural, technical, medical, and social sciences and their provision | Total expenditures for the chapter | Tasks of basic research at universities initiated by researchers (VEGA grant agency)",100000000.0 | 2464621850.0 | 60076460.0 | 60076460.0 | 0.0,covered_by_final_series,
2014 ZZ_2013_473_20140101.pdf,Data/input/finance_bills/Slovakia/2014 ZZ_2013_473_20140101.pdf,,5,Ministerstvo školstva SR (kapitola 20) | Operational Program Research and Development | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | Support for Research and Development,31 | 19 | 20 | 18 | 20,Total budget for the chapter | Operational Program Research and Development | Tasks of research and development supported by the Research and Development Agency | Total expenditures for the chapter | Support for research and development,2257016865.0 | 285954988.0 | 26271370.0 | 60796384.0 | 0.0,covered_by_final_series,
2015 ZZ_2014_385_20150101.pdf,Data/input/finance_bills/Slovakia/2015 ZZ_2014_385_20150101.pdf,,4,"Ministerstvo školstva SR (kapitola 20) | Operational Program Research and Development | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied)",34 | 20 | 41 | 20,"Total expenditures for the chapter | Operational Program Research and Development | Research and development in natural, technical, medical, and social sciences and their provision | Total expenditures for the chapter",2091143891.0 | 236385983.0 | 58520775.0 | 58520775.0,covered_by_final_series,
2016 ZZ_2015_411_20160101.pdf,Data/input/finance_bills/Slovakia/2016 ZZ_2015_411_20160101.pdf,,4,"Ministerstvo školstva SR (kapitola 20) | Operational Program Research and Development | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied)",24 | 21 | 42 | 20,"Total expenditures for the chapter | Operational Program Research and Development | Research and development in natural, technical, medical, and social sciences and their provision | Total expenditures for the chapter",2150110646.0 | 16534339.0 | 60000000.0 | 60000000.0,covered_by_final_series,
2017 ZZ_2016_357_20170101.pdf,Data/input/finance_bills/Slovakia/2017 ZZ_2016_357_20170101.pdf,,5,"Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied) | State Orders for Research and Development to Support Sector Policy",20 | 36 | 42 | 31 | 36,"Total expenditures for the chapter | Research and development tasks supported by the Research and Development Agency | Research and development in natural, technical, medical, and social sciences and their provision | Total expenditures for the chapter | State orders for research and development to support sectoral policy",1433710444.0 | 0.0 | 62666620.0 | 130000000.0 | 1660720.0,covered_by_final_series,
2018 zakonypreludi_sk_333_2017_zz_0.pdf,Data/input/finance_bills/Slovakia/2018 zakonypreludi_sk_333_2017_zz_0.pdf,,3,APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | SAV (Slovenská akadémia vied),5 | 5 | 6,APVV - Agency for Support of Research and Development | Total expenditures | Total expenditures,500000.0 | 40317223.0 | 67102604.0,covered_by_final_series,
2019 ZZ_2018_370_20190101.pdf,Data/input/finance_bills/Slovakia/2019 ZZ_2018_370_20190101.pdf,,6,"Ministerstvo školstva SR (kapitola 20) | National Program for the Development of Science and Technology | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied) | Support for Research, Development and Innovations (Specific Objectives 1.1.1, 1.1.2, 1.1.3, 1.2.1) | Support for Research, Development and Innovations - Specific Objective 1.2.2",6 | 20 | 40 | 6 | 21 | 28,"State budget expenditures for the year 2019 | National Program for the Development of Science and Technology | Research and development in natural, technical, medical, and social sciences and their provision | State budget expenditures for the year 2019 | Support for research, development, and innovations (specific objectives 1.1.1, 1.1.2, 1.1.3, 1.2.1) | Support for research, development, and innovations - specific objective 1.2.2",1361102879.0 | 41555851.0 | 68524253.0 | 69413550.0 | 4266856.0 | 202130054.0,covered_by_final_series,
2020 ZZ_2019_468.pdf,Data/input/finance_bills/Slovakia/2020 ZZ_2019_468.pdf,,6,"Ministerstvo školstva SR (kapitola 20) | Operational Program Research and Innovations – Part of the Ministry of Economy | Research and Development Tasks Supported by the Agency for Research and Development Support | Research and Development in Natural, Technical, Medical and Social Sciences and Their Assurance | SAV (Slovenská akadémia vied) | Support for Research, Development and Innovations (Specific Objectives 1.1.1, 1.1.2, 1.1.3, 1.2.1)",21 | 30 | 22 | 43 | 22 | 23,"Total expenditures for the chapter | Operational Program Research and Innovations – part of the Ministry of Economy | Tasks of research and development supported by the Research and Development Agency | Research and development in natural, technical, medical, and social sciences and their provision | Total expenditures for the chapter | Support for research, development, and innovations (specific objectives 1.1.1, 1.1.2, 1.1.3, 1.2.1)",1581963859.0 | 83059857.0 | 41819554.0 | 84294866.0 | 130000000.0 | 125637585.0,covered_by_final_series,
2021 ZZ_2020_425_20210605.pdf,Data/input/finance_bills/Slovakia/2021 ZZ_2020_425_20210605.pdf,,4,"Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | Support for Research, Development and Innovations - Specific Objective 1.2.2",23 | 25 | 23 | 32,"Total expenditures for the chapter | Tasks of research and development supported by the Research and Development Agency | Total expenditures for the chapter | Support for research, development, and innovations - specific goal 1.2.2",1751342149.0 | 41527088.0 | 83600429.0 | 318323634.0,covered_by_final_series,
2022 Zakon_o_statnom_rozpocte_na_rok_2022.pdf,Data/input/finance_bills/Slovakia/2022 Zakon_o_statnom_rozpocte_na_rok_2022.pdf,,5,APVV (Agentúra na podporu výskumu a vývoja) | Ministerstvo školstva SR (kapitola 20) | Research and Development Tasks Supported by the Agency for Research and Development Support | SAV (Slovenská akadémia vied) | VEGA (Vedecká grantová agentúra MŠ SR a SAV),6 | 6 | 25 | 7 | 6,APVV - Agency for Support of Research and Development | State budget expenditures for the year 2022 | Research and development tasks supported by the Research and Development Support Agency | State budget expenditures for the year 2022 | VEGA - Scientific Grant Agency of the Ministry of Education and the Slovak Academy of Sciences,120000000.0 | 3643684873.0 | 41537662.0 | 85012127.0 | 100000000.0,covered_by_final_series,
2023 zakonypreludi_sk_526_2022_zz_20230101.pdf,Data/input/finance_bills/Slovakia/2023 zakonypreludi_sk_526_2022_zz_20230101.pdf,,0,,,,,source_audited_not_budget_annex,"Manual source audit: the original PDF is the legal budget act text with references to annexes, but it does not include the numeric annex tables needed for traceable agency/programme appropriations."
2024 20240101_5598091-2.pdf,Data/input/finance_bills/Slovakia/2024 20240101_5598091-2.pdf,,0,,,,,source_audited_not_budget_annex,"Manual source audit: the original PDF is only a one-page aggregate state-budget balance summary, not the detailed expenditure annex needed for traceable R&D agency appropriations."
2025 20250101_5681740-2.pdf,Data/input/finance_bills/Slovakia/2025 20250101_5681740-2.pdf,,2,Ministerstvo školstva SR (kapitola 20) | SAV (Slovenská akadémia vied),1.0 | 1,"Verified against original 2025 budget table: the ministry chapter total is 5,358,963,927 EUR; prior extraction had incorrectly picked 672,888 from a secondary column | Expenditures for the Slovak Academy of Sciences",5358963927.0 | 138756937.0,covered_by_final_series,
