country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes,cleaning_notes,aggregation_role,dedup_notes,temporal_flag
Latvia,1993,line_item,IZGLĪTĪBAS MINISTRIJA,Izglītības ministrija,Ministry of Education and Science,,Valsts pārvaldes institūciju pasūtītie pētījumi,State-commissioned scientific research,57655.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_60011_21.04.1993__lv.pdf,4,gpt-4o-mini,extract,,,,,
Latvia,1993,section_total,IZGLĪTĪBAS MINISTRIJA,Izglītības ministrija,Ministry of Education and Science,,Kopā zinātnes finansēšanai,Total funding for science,638528.0,thousand,LVL,science_agency,review,0.7,likumi_lv_60011_21.04.1993__lv.pdf,4,gpt-4o-mini,extract,Total includes non-R&D components,[latvia_section_total],section,,
Latvia,1993,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Fizikas institūta izpētes tipa reaktora un radioķīmiskās laboratorijas attīrīšanas ietaises Salaspilī,Fizikas institūta izpētes tipa reaktora un radioķīmiskās laboratorijas attīrīšanas ietaises Salaspilī,19400.0,thousand,EUR,science_agency,include,1.0,likumi_lv_60011_21.04.1993__lv.pdf,59,gpt-4o-mini,targeted_recovery,Specific project line item under the Latvian Academy of Sciences.,,,,
Latvia,1993,program_total,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Latvijas Zinātņu akadēmija kopā,Latvijas Zinātņu akadēmija kopā,19400.0,thousand,EUR,science_agency,include,1.0,likumi_lv_60011_21.04.1993__lv.pdf,59,gpt-4o-mini,targeted_recovery,Total amount for the Latvian Academy of Sciences.,[latvia_section_total],section,,
Latvia,1993,line_item,LATVIJAS ZINĀTNES PADOME,Latvijas Zinātnes padome,Latvian Science Council,,Fizikas institūta izpētes tipa reaktora un radioķīmiskās laboratorijas attīrīšanas ietaises Salaspilī,Research reactor and radiochemical laboratory cleaning equipment at the Physics Institute in Salaspils,19400.0,thousand,LVL,research_infrastructure,include,0.9,likumi_lv_60011_21.04.1993__lv.pdf,59,gpt-4o-mini,extract,,,,,
Latvia,1995,program_total,Zinātne,Zinātne — kopā,Science — total,,Zinātniskās darbības finansēšana,Funding for scientific activities,5718864.0,thousand,LVL,direct_rd,include,0.8,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,Core funding for scientific activities.,,,,
Latvia,1995,line_item,Zinātne,Zinātne — kopā,Science — total,,LZA Kodolpētniecības centrs,LZA Nuclear Research Center,96720.0,thousand,LVL,research_infrastructure,include,0.8,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,Infrastructure for research activities.,,,,
Latvia,1995,line_item,Zinātne,Zinātne — kopā,Science — total,,Latvijas Akadēmiskā bibliotēka,Latvian Academic Library,312647.0,thousand,LVL,research_infrastructure,include,0.8,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,Infrastructure for research activities.,,,,
Latvia,1995,line_item,Zinātne,Zinātne — kopā,Science — total,,Nacionālais botāniskais dārzs,National Botanical Garden,102322.0,thousand,LVL,research_infrastructure,include,0.8,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,Infrastructure for research activities.,,,,
Latvia,1995,line_item,Zinātne,Zinātne — kopā,Science — total,,Zinātnes un dialoga centrs,Science and Dialogue Center,13515.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,Supports science communication and dialogue.,,,,
Latvia,1995,section_total,Zinātne,Zinātne — kopā,Science — total,,Zinātne — kopā,Science — total,7262477.0,thousand,LVL,unclear,review,0.5,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,"Broad total for science, includes multiple components.",[latvia_section_total],section,,
Latvia,1995,line_item,Zinātne,Zinātne — kopā,Science — total,,Valsts investīcijas,State investments,30965.0,thousand,LVL,unclear,review,0.5,likumi_lv_58940_20.12.1995__lv.pdf,11,gpt-4o-mini,extract,"Investment line, not explicitly R&D.",,,,
Latvia,1996,section_total,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Valsts budžeta izdevumi - kopā,Total state budget expenditures,105450566.0,thousand,LVL,unclear,review,0.5,likumi_lv_305652_21.11.1996__lv.pdf,24,gpt-4o-mini,extract,"Broad ministry total, includes non-R&D items.",[latvia_section_total],section,,
Latvia,1996,line_item,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,5687898.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,extract,Funding for fundamental research.,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Kodolpētniecības centra likvidācijas pasākumi,Kodolpētniecības centra likvidācijas pasākumi,68120.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Kodolpētniecības centrs,Kodolpētniecības centrs,96720.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,LZA nominētās balvas,LZA nominētās balvas,4000.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Zinātnes konkurētspējas veicināšana,Promotion of scientific competitiveness,,unit,LVL,unclear,review,0.4,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,extract,"Ambiguous line, requires further context. | no_amount",,,,
Latvia,1996,program_total,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Zinātne - kopā,Science - total,7321512.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,extract,Total for science-related expenditures.,[latvia_section_total],section,,
Latvia,1996,line_item,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,State-commissioned scientific research,702855.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,extract,Funding for state-commissioned research.,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Tirgus pasūtītie pētījumi,Tirgus pasūtītie pētījumi,840759.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Valsts emeritēto zinātnieku pabalsti,Valsts emeritēto zinātnieku pabalsti,19800.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,,Latvian Academy of Sciences,Latvian Academy of Sciences,,Zinātnes un dialoga centrs,Zinātnes un dialoga centrs,13575.0,thousand,EUR,science_agency,include,1.0,likumi_lv_305652_21.11.1996__lv.pdf,25,gpt-4o-mini,targeted_recovery,,,,,
Latvia,1996,line_item,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrijas budžets,Ministry of Education and Science Budget,,Investīcijas zinātnei,Investments in science,90000.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305652_21.11.1996__lv.pdf,26,gpt-4o-mini,extract,Investments specifically for scientific purposes.,,,,
Latvia,1997,line_item,05.01.00,Zinātne - programma,Science - program,,Zinātniskās darbības nodrošināšana,Ensuring scientific activities,6731662.0,thousand,LVL,direct_rd,include,1.0,likumi_lv_305681_12.12.1997__lv.pdf,24,gpt-4o-mini,extract,,,,,
Latvia,1997,line_item,05.05.00,Zinātne - programma,Science - program,,Tirgus pasūtītie pētījumi,Market-ordered research,874758.0,thousand,LVL,direct_rd,include,1.0,likumi_lv_305681_12.12.1997__lv.pdf,24,gpt-4o-mini,extract,,,,,
Latvia,1997,line_item,05.06.00,Zinātne - programma,Science - program,,Valsts pārvaldes institūciju pasūtitie pētījumi,State administration institution ordered research,728375.0,thousand,LVL,direct_rd,include,1.0,likumi_lv_305681_12.12.1997__lv.pdf,24,gpt-4o-mini,extract,,,,,
Latvia,1997,line_item,05.07.00,Zinātne - programma,Science - program,,"Dotācija izdevniecībai ""Zinātne""","Subsidy to the publishing house ""Science""",18000.0,thousand,LVL,direct_rd,include,1.0,likumi_lv_305681_12.12.1997__lv.pdf,24,gpt-4o-mini,extract,,,,,
Latvia,1997,program_total,05.00.00,Zinātne - programma,Science - program,,Ieņēmumi - kopā,Total revenue,8352795.0,thousand,LVL,direct_rd,include,1.0,likumi_lv_305681_12.12.1997__lv.pdf,24,gpt-4o-mini,extract,,[latvia_section_total],section,,
Latvia,1998,section_total,05,Zinātne,Science,,Izdevumi — kopā,Total expenditures,8755763.0,thousand,LVL,science_agency,review,0.8,likumi_lv_305566_23.12.1998__lv.pdf,38,gpt-4o-mini,extract,Total for science-related expenditures.,[latvia_section_total],section,,
Latvia,1998,line_item,01.310,Zinātniskās darbības nodrošināšana,Provision of Scientific Activities,,Dotācija no vispārējiem ieņēmumiem,Grant from general revenues,6299273.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,General revenue grant for scientific activities.,,,,
Latvia,1998,line_item,01.320,Tirgus pieprasītie pētījumi,Market-Demanded Research,,Dotācija no vispārējiem ieņēmumiem,Grant from general revenues,882796.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,General revenue grant for market-demanded research.,,,,
Latvia,1998,line_item,01.330,Valsts institūciju pasūtītie pētījumi,State Institutions' Ordered Research,,Dotācija no vispārējiem ieņēmumiem,Grant from general revenues,764794.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,General revenue grant for state institutions' ordered research.,,,,
Latvia,1998,line_item,01.310,Zinātniskās darbības nodrošināšana,Provision of Scientific Activities,,Maksas pakalpojumi un citi pašu ieņēmumi,Paid services and other own revenues,690000.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,Revenue from paid services related to scientific activities.,,,,
Latvia,1998,program_total,01.310,Zinātniskās darbības nodrošināšana,Provision of Scientific Activities,,Izdevumi — kopā,Total expenditures,7069273.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,Funding for scientific activities.,[latvia_section_total],section,,
Latvia,1998,program_total,01.320,Tirgus pieprasītie pētījumi,Market-Demanded Research,,Izdevumi — kopā,Total expenditures,902796.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,Funding for research demanded by the market.,[latvia_section_total],section,,
Latvia,1998,program_total,01.330,Valsts institūciju pasūtītie pētījumi,State Institutions' Ordered Research,,Izdevumi — kopā,Total expenditures,764794.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305566_23.12.1998__lv.pdf,39,gpt-4o-mini,extract,Funding for research ordered by state institutions.,[latvia_section_total],section,,
Latvia,1999,section_total,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Izglītības un zinātnes ministrija,Ministry of Education and Science,61645357.0,thousand,LVL,unclear,review,0.5,likumi_lv_22778_03.11.1999__lv.pdf,39,gpt-4o-mini,extract,Broad ministry total includes non-R&D components.,[latvia_section_total],section,,
Latvia,1999,program_total,05,Zinātne,Science,,Zinātne,Science,9262103.0,thousand,LVL,science_agency,include,0.9,likumi_lv_22778_03.11.1999__lv.pdf,41,gpt-4o-mini,extract,Total for science-related activities.,,,,
Latvia,1999,line_item,05.01.00,Zinātniskās darbības nodrošināšana,Ensuring Scientific Activities,,Zinātniskās darbības nodrošināšana,Ensuring Scientific Activities,7415859.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_22778_03.11.1999__lv.pdf,42,gpt-4o-mini,extract,Funding for ensuring scientific activities.,,,,
Latvia,1999,line_item,05.05.00,Tirgus pieprasītie pētījumi,Market-Demanded Research,,Tirgus pieprasītie pētījumi,Market-Demanded Research,860096.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_22778_03.11.1999__lv.pdf,43,gpt-4o-mini,extract,Funding for market-demanded research.,,,,
Latvia,1999,line_item,05.06.00,Valsts pārvaldes institūciju pasūtītie pētījumi,State Administration Institutions' Ordered Research,,Valsts pārvaldes institūciju pasūtītie pētījumi,State Administration Institutions' Ordered Research,567348.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_22778_03.11.1999__lv.pdf,43,gpt-4o-mini,extract,Funding for research ordered by state administration institutions.,,,,
Latvia,1999,program_total,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Zinātniskās darbības attīstība universitātēs,Development of scientific activities in universities,0.0,thousand,LVL,higher_education,include,0.8,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,Explicitly named higher education R&D programme.,,,,
Latvia,1999,program_total,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,0.0,thousand,LVL,direct_rd,include,0.8,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,Explicitly named R&D programme.,,,,
Latvia,1999,program_total,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Zinātniskās infrastruktūras nodrošināšana un attīstība augstskolās,Provision and development of scientific infrastructure in universities,0.0,thousand,LVL,research_infrastructure,include,0.8,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,Explicitly named R&D infrastructure programme.,,,,
Latvia,1999,line_item,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Zinātnes bāzes finansējums,Science base funding,0.0,thousand,LVL,direct_rd,include,0.8,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,Explicitly named R&D funding.,,,,
Latvia,1999,program_total,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,State-commissioned scientific research,0.0,thousand,LVL,direct_rd,include,0.8,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,Explicitly named R&D programme.,,,,
Latvia,1999,section_total,04.010,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Izdevumi - kopā,Total expenditures,872256.0,thousand,LVL,unclear,review,0.5,likumi_lv_22778_03.11.1999__lv.pdf,44,gpt-4o-mini,extract,"Broad ministry total, includes non-R&D items.",[latvia_section_total],section,,
Latvia,2000,section_total,Izglītības un zinātnes ministrija,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Izglītības un zinātnes ministrija - kopā,Ministry of Education and Science - total,,unit,LVL,unclear,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,15,gpt-4o-mini,extract,"Broad ministry total, includes non-R&D items. | no_amount",[latvia_section_total],section,,
Latvia,2000,line_item,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Dalība Eiropas Savienības 5.ietvara programmās,Participation in EU Framework Programmes,837420.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_305669_18.11.2000__lv.pdf,162,gpt-4o-mini,extract,Participation in EU research initiatives.,,,,
Latvia,2000,line_item,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,"Maksājumi starptautiskajās organizācijās, programmās","Payments to international organizations, programs",837420.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_305669_18.11.2000__lv.pdf,162,gpt-4o-mini,extract,Involves international collaboration.,,,,
Latvia,2000,program_total,05,Zinātne,Science,,Zinātniskās darbības attīstība universitātēs,Development of scientific activities in universities,,unit,LVL,higher_education,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Funding for scientific activities in higher education. | no_amount,,,,
Latvia,2000,program_total,05,Zinātne,Science,,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,,unit,LVL,direct_rd,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Core R&D funding. | no_amount,,,,
Latvia,2000,program_total,05,Zinātne,Science,,Zinātniskās infrastruktūras nodrošināšana un attīstība augstskolās,Provision and development of scientific infrastructure in universities,,unit,LVL,research_infrastructure,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Infrastructure development for research in universities. | no_amount,,,,
Latvia,2000,program_total,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Zinātne,Science,1093249.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Explicitly for science activities.,,,,
Latvia,2000,program_total,05,Zinātne,Science,,Zinātnes bāzes finansējums,Science base funding,,unit,LVL,direct_rd,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Funding for foundational science activities. | no_amount,,,,
Latvia,2000,program_total,05,Zinātne,Science,,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,State-commissioned scientific research,,unit,LVL,direct_rd,review,0.4,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Research commissioned by state institutions. | no_amount,,,,
Latvia,2000,section_total,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Kopā,Total,3710570.0,thousand,LVL,unclear,review,0.5,likumi_lv_305669_18.11.2000__lv.pdf,192,gpt-4o-mini,extract,Broad ministry total includes non-R&D components.,[latvia_section_total],section,,
Latvia,2000,program_total,Zinātniskās darbības attīstība universitātēs,Zinātniskās darbības attīstība universitātēs,Development of scientific activities in universities,,Zinātniskās darbības attīstība universitātēs,Development of scientific activities in universities,4000000.0,thousand,LVL,higher_education,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,34,gpt-4o-mini,extract,,,,,
Latvia,2000,program_total,Fundamentālie zinātniskie pētījumi,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,5000000.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,34,gpt-4o-mini,extract,,,,,
Latvia,2000,program_total,Zinātniskās infrastruktūras nodrošināšana un attīstība augstskolās,Zinātniskās infrastruktūras nodrošināšana un attīstība augstskolās,Provision and development of scientific infrastructure in universities,,Zinātniskās infrastruktūras nodrošināšana un attīstība augstskolās,Provision and development of scientific infrastructure in universities,2500000.0,thousand,LVL,research_infrastructure,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,34,gpt-4o-mini,extract,,,,,
Latvia,2000,program_total,Zinātnes bāzes finansējums,Zinātnes bāzes finansējums,Science base funding,,Zinātnes bāzes finansējums,Science base funding,6700000.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,34,gpt-4o-mini,extract,,,,,
Latvia,2000,program_total,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,State-commissioned scientific research,,Valsts pārvaldes institūciju pasūtītie zinātniskie pētījumi,State-commissioned scientific research,3000000.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,34,gpt-4o-mini,extract,,,,,
Latvia,2000,section_total,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Izdevumi - kopā,Total expenditures,72412904.0,thousand,LVL,unclear,review,0.5,likumi_lv_305669_18.11.2000__lv.pdf,53,gpt-4o-mini,extract,Broad ministry total includes non-R&D components.,[latvia_section_total],section,,
Latvia,2000,program_total,05,Zinātne,Science,,Izdevumi - kopā,Total expenditures,10135464.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,54,gpt-4o-mini,extract,,[latvia_section_total],section,,
Latvia,2000,line_item,05.01.00,Zinātniskās darbības nodrošināšana,Ensuring scientific activities,,Izdevumi - kopā,Total expenditures,7638054.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,55,gpt-4o-mini,extract,,[latvia_section_total],section,,
Latvia,2000,line_item,05.05.00,Tirgus pieprasītie pētījumi,Market-demanded research,,Izdevumi - kopā,Total expenditures,905630.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,55,gpt-4o-mini,extract,,[latvia_section_total],section,,
Latvia,2000,line_item,05.06.00,Valsts pārvaldes institūciju pasūtītie pētījumi,State administration institutions' commissioned research,,Izdevumi - kopā,Total expenditures,529571.0,thousand,LVL,direct_rd,include,0.9,likumi_lv_305669_18.11.2000__lv.pdf,55,gpt-4o-mini,extract,,[latvia_section_total],section,,
Latvia,2001,section_total,15,Izglītības un zinātnes ministrija,Ministry of Education and Science,,Izdevumi - kopā,Total expenditures,81938862.0,thousand,LVL,unclear,review,0.5,likumi_lv_13735_07.07.2001__lv.pdf,16,gpt-4o-mini,extract,Broad ministry total includes non-R&D components.,[latvia_section_total],section,,
Latvia,2001,program_total,05.00.00,Zinātne,Science,,Sadarbības nodrošināšana ar ārvalstu un starptautiskajām organizācijām,Ensuring cooperation with foreign and international organizations,1675860.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Funding for international cooperation in science.,,,,
Latvia,2001,program_total,05.00.00,Zinātne,Science,,Fundamentālie zinātniskie pētījumi,Fundamental scientific research,,unit,LVL,direct_rd,review,0.4,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Total for fundamental scientific research not specified. | no_amount,,,,
Latvia,2001,line_item,05.00.00,Zinātne,Science,,Investīcijas izglītības infrastruktūras attīstībai,Investments in the development of educational infrastructure,2584820.0,thousand,LVL,research_infrastructure,include,0.8,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Investments aimed at enhancing educational infrastructure for research.,,,,
Latvia,2001,line_item,05.08.00,Zinātne,Science,,Dalība Eiropas Savienības 5.ietvara programmā,Participation in the EU 5th Framework Program,1198000.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Funding for participation in EU research programs.,,,,
Latvia,2001,line_item,05.00.00,Zinātne,Science,,"Maksājumi starptautiskajās organizācijās, programmās","Payments to international organizations, programs",1198000.0,thousand,LVL,rd_adjacent,include,0.8,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Funding for participation in international science programs.,,,,
Latvia,2001,section_total,05.00.00,Zinātne,Science,,Izdevumi - kopā,Total expenditures,1198590.0,thousand,LVL,science_agency,review,0.7,likumi_lv_13735_07.07.2001__lv.pdf,180,gpt-4o-mini,extract,Total includes various science-related expenditures.,[latvia_section_total],section,,
Latvia,2001,line_item,05.00.00,Zinātne,Science,,Izdevumi kapitālieguldījumiem,Capital investment expenses,80830.0,thousand,LVL,unclear,review,0.5,likumi_lv_13735_07.07.2001__lv.pdf,203,gpt-4o-mini,extract,Capital investment expenses line.,,,,
