country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
Finland,1992,Luke / MTT / Metla / RKTL (natural resources research),correct,1,103837000.0,167591000.0,unit,"[""1992 proposal fi19910057.pdf""]","The total of 167,591,000 is supported by the line items listed in the document, which are consistent and sum to this amount, indicating the current total of 103,837,000 is incorrect.",0.9,False,no_exact_source_match,no_exact_source_match
Finland,1997,Luke / MTT / Metla / RKTL (natural resources research),correct,1,169300000.0,169300000.0,unit,"[""1997 proposal fi19960103.pdf""]","The amount of 169,300,000 is supported by the source document row, which specifies it as operating expenses related to the agency's activities.",0.9,True,,matched_single_row
Finland,2000,Luke / MTT / Metla / RKTL (natural resources research),correct,1,235000000.0,555573.0,FIM,"[""2000 proposal budget bill fi19990040.pdf""]","The current total of 235,000,000 FIM is inconsistent with the previous year's amount and the next year's amount, indicating a possible error. The only valid source document row shows an amount of 555,573 FIM, which aligns with the expected range.",0.9,False,no_exact_source_match,no_exact_source_match
Finland,2003,Luke / MTT / Metla / RKTL (natural resources research),keep,1,36995000.0,36995000.0,unit,"[""State budget for 2003.pdf""]","The current annual total of 36,995,000 is directly supported by the source document row from the State budget for 2003.",1.0,False,verdict_not_actionable,
Finland,2004,Luke / MTT / Metla / RKTL (natural resources research),correct,1,38367000.0,38996000.0,EUR,"[""State budget for 2004.pdf""]","The amount of 38,996,000 EUR for Metsäntutkimuslaitoksen toimintamenot is clearly stated on page 20 of the source document, which is more reliable than the initially reported amount.",0.9,False,no_exact_source_match,no_exact_source_match
Finland,1992,VATT (Government Institute for Economic Research),correct,2,19633000.0 | 12224.0,19633000.0,unit,"[""1992 budget act Valtion tulo- ja menoarvio vuodelle 1992 _ 35_1992 _ Suomen säädöskokoelma _ Finlex.pdf""]","The amount of 19,633,000 from the budget act is consistent with the agency's funding and is the only clearly supported figure in the provided evidence.",0.9,True,,matched_single_row
Finland,1993,VATT (Government Institute for Economic Research),keep,1,104833510.0,104833510.0,unit,"[""1993 proposal fi19920122.pdf""]","The current annual total of 104,833,510 is directly supported by the source document, which lists this exact amount for VATT.",1.0,False,verdict_not_actionable,
Finland,1996,VATT (Government Institute for Economic Research),keep,1,105000000.0,105000000.0,unit,"[""1996 proposal fi19950072.pdf""]","The current annual total of 105,000,000 is directly supported by the source document row, which lists the same amount for the agency VATT.",0.9,False,verdict_not_actionable,
Finland,1997,VATT (Government Institute for Economic Research),keep,1,113000000.0,113000000.0,unit,"[""1997 proposal fi19960103.pdf""]","The current annual total of 113,000,000 is directly supported by the source document row indicating operating expenses for VATT.",1.0,False,verdict_not_actionable,
Finland,1998,VATT (Government Institute for Economic Research),keep,1,125000000.0,125000000.0,unit,"[""1998 proposal fi19970100.pdf""]","The current annual total of 125,000,000 is directly supported by the source document row, which lists the same amount for the agency VATT.",1.0,False,verdict_not_actionable,
Finland,2002,VATT (Government Institute for Economic Research),keep,1,20620000.0,20620000.0,unit,"[""2002 Finland budget download.jsp.pdf""]","The current annual total of 20,620,000 is directly supported by the source document row indicating it as the total for VATT.",1.0,False,verdict_not_actionable,
