country,year,canonical_name,gap_type,action,series_amount,prev_amount,next_amount,diagnosis,verdict,correct_amount_local,correct_unit,preferred_source_files,evidence_page,confidence,reason
Finland,1999,GTK (Geological Survey of Finland),outlier,verify,210877000.0,20000000.0,212450000.0,"Amount 210,877,000 outside expected range [-16,040,000 – 98,130,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,210877000.0,unit,"[""1999 proposal fi19980105.pdf""]",406.0,1.0,"The amount of 210,877,000 FIM is verified against the original Finland budget file and is explicitly stated in the document snippet."
Finland,2000,GTK (Geological Survey of Finland),outlier,verify,212450000.0,210877000.0,215747000.0,"Amount 212,450,000 outside expected range [-16,040,000 – 98,130,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,212450000.0,unit,"[""2000 proposal budget bill fi19990040.pdf""]",401,1.0,"The amount of 212,450,000 is explicitly stated in the source document as the net appropriation for the Geological Survey of Finland, confirming its correctness."
Finland,2001,GTK (Geological Survey of Finland),outlier,verify,215747000.0,212450000.0,37850000.0,"Amount 215,747,000 outside expected range [-16,040,000 – 98,130,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,215747000.0,unit,"[""2001 proposal budget bill draft.pdf""]",427,1.0,"The current annual total of 215,747,000 is directly supported by the source document, which lists this amount as the verified budget for GTK in 2001."
Finland,1987,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,105358000.0,297055.0,0.0,"Amount 105,358,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,105358000.0,unit,"[""1987 proposal fi19860110.pdf""]",74,0.9,"The current annual total of 105,358,000 is directly supported by the source document row, which lists the same amount for the agency in question."
Finland,1989,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,69768000.0,0.0,103837000.0,"Amount 69,768,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,69768000.0,FIM,"[""1989 proposal fi19880104.pdf""]",408,1.0,"The amount of 69,768,000 FIM is explicitly stated in the source document as the budget for the agency, confirming the current annual total."
Finland,1992,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,103837000.0,69768000.0,191990.0,"Amount 103,837,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,167591000.0,unit,"[""1992 proposal fi19910057.pdf""]",340,0.9,"The total of 167,591,000 is supported by the line items listed in the document, which are consistent and sum to this amount, indicating the current total of 103,837,000 is incorrect."
Finland,1997,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,169300000.0,176831.0,660.0,"Amount 169,300,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,169300000.0,unit,"[""1997 proposal fi19960103.pdf""]",279,0.9,"The amount of 169,300,000 is supported by the source document row, which specifies it as operating expenses related to the agency's activities."
Finland,2000,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,235000000.0,555573.0,89837.0,"Amount 235,000,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,555573.0,FIM,"[""2000 proposal budget bill fi19990040.pdf""]",67,0.9,"The current total of 235,000,000 FIM is inconsistent with the previous year's amount and the next year's amount, indicating a possible error. The only valid source document row shows an amount of 555,573 FIM, which aligns with the expected range."
Finland,2003,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,36995000.0,36895.0,38367000.0,"Amount 36,995,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,36995000.0,unit,"[""State budget for 2003.pdf""]",18,1.0,"The current annual total of 36,995,000 is directly supported by the source document row from the State budget for 2003."
Finland,2004,Luke / MTT / Metla / RKTL (natural resources research),outlier,verify,38367000.0,36995000.0,0.0,"Amount 38,367,000 outside expected range [-575,970 – 767,960] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,38996000.0,EUR,"[""State budget for 2004.pdf""]",20,0.9,"The amount of 38,996,000 EUR for Metsäntutkimuslaitoksen toimintamenot is clearly stated on page 20 of the source document, which is more reliable than the initially reported amount."
Finland,1992,VATT (Government Institute for Economic Research),outlier,verify,19645224.0,,104833510.0,"Amount 19,645,224 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",correct,19633000.0,unit,"[""1992 budget act Valtion tulo- ja menoarvio vuodelle 1992 _ 35_1992 _ Suomen säädöskokoelma _ Finlex.pdf""]",11,0.9,"The amount of 19,633,000 from the budget act is consistent with the agency's funding and is the only clearly supported figure in the provided evidence."
Finland,1993,VATT (Government Institute for Economic Research),outlier,verify,104833510.0,19645224.0,105000000.0,"Amount 104,833,510 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,104833510.0,unit,"[""1993 proposal fi19920122.pdf""]",181,1.0,"The current annual total of 104,833,510 is directly supported by the source document, which lists this exact amount for VATT."
Finland,1996,VATT (Government Institute for Economic Research),outlier,verify,105000000.0,104833510.0,113000000.0,"Amount 105,000,000 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,105000000.0,unit,"[""1996 proposal fi19950072.pdf""]",55,0.9,"The current annual total of 105,000,000 is directly supported by the source document row, which lists the same amount for the agency VATT."
Finland,1997,VATT (Government Institute for Economic Research),outlier,verify,113000000.0,105000000.0,125000000.0,"Amount 113,000,000 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,113000000.0,unit,"[""1997 proposal fi19960103.pdf""]",57,1.0,"The current annual total of 113,000,000 is directly supported by the source document row indicating operating expenses for VATT."
Finland,1998,VATT (Government Institute for Economic Research),outlier,verify,125000000.0,113000000.0,0.0,"Amount 125,000,000 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,125000000.0,unit,"[""1998 proposal fi19970100.pdf""]",51,1.0,"The current annual total of 125,000,000 is directly supported by the source document row, which lists the same amount for the agency VATT."
Finland,2002,VATT (Government Institute for Economic Research),outlier,verify,20620000.0,0.0,3702000.0,"Amount 20,620,000 outside expected range [-12,732,000 – 16,976,000] (IQR × 3.0). Possible current/prior year confusion or unit error.",keep,20620000.0,unit,"[""2002 Finland budget download.jsp.pdf""]",6,1.0,"The current annual total of 20,620,000 is directly supported by the source document row indicating it as the total for VATT."
