country,year,canonical_hint,amount_local,currency,unit,source_file,page_number,section_name,method,canonical_name,existing_series_amount_local,candidate_status
Portugal,2004,FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA,5466652.0,EUR,unit,Lei orcamento para 2004.pdf,66,"DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO DAS | DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | 2003-12-09 | CIÊNCIA E ENSINO SUPERIOR",deterministic_map_parser,,,new_candidate
Portugal,2005,FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA,281634915.0,EUR,unit,Lei orcamento para 2005.pdf,63,"7412-(224) | RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | 11 CIÊNCIA, INOVAÇÂO E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2005,FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA,3003093.0,EUR,unit,Lei orcamento para 2005.pdf,78,"7412-(239) | DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM | ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | CIÊNCIA, INOVAÇÂO E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2007,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,26484183.0,EUR,unit,Lei orcamento para 2007.pdf,81,"ECONOMIA E INOVAÇÃO | AGRICULTURA, DO DESENVOLVIMENTO RURAL E DAS PESCAS | OBRAS PÚBLICAS, TRANSPORTES E COMUNICAÇÕES | TRABALHO E SOLIDARIEDADE SOCIAL",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2007,FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA,552084349.0,EUR,unit,Lei orcamento para 2007.pdf,86,"8626-(87) | RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | 14 CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),552084349.0,match_series
Portugal,2007,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,31002012.0,EUR,unit,Lei orcamento para 2007.pdf,95,"DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM | ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | OBRAS PÚBLICAS, TRANSPORTES E COMUNICAÇÕES | TRABALHO E SOLIDARIEDADE SOCIAL",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2007,FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA,7264365.0,EUR,unit,Lei orcamento para 2007.pdf,100,"8626-(101) | DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM | ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),552084349.0,conflict_with_series
Portugal,2009,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL CEARTE - C.F.P. DO ARTESANATO CECOA - C.F.P. PARA O COMÉRCIO E AFINS CEFOSAP - C.F.P. SINDICAL E APERFEIÇOAMENTO PROFISSIONAL,34204446.0,EUR,unit,Lei orcamento para 2009.pdf,90,"ECONOMIA E INOVAÇÃO | AGRICULTURA, DO DESENVOLVIMENTO RURAL E DAS PESCAS | OBRAS PÚBLICAS, TRANSPORTES E COMUNICAÇÕES | TRABALHO E SOLIDARIEDADE SOCIAL",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2009,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",13400216.0,EUR,unit,Lei orcamento para 2009.pdf,92,"DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAUDE | EDUCAÇÃO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),654236704.0,conflict_with_series
Portugal,2009,"LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL CEARTE - C.F.P. DO ARTESANATO CECOA - C.F.P. PARA O COMÉRCIO E AFINS CEFOSAP - C.F.P. SINDICAL E APERFEIÇOAMENTO PROFISSIONAL CEFPI - CENTRO DE EDUCAÇÃO E FORMAÇÃO PROFISSIONAL INTEGRADA CENCAL - C.F.P. PARA A INDÚSTRIA DA CERÂMICA CENFIC - C.F.P. INDÚSTRIA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS DO SUL CENFIM - C.F.P. DA INDÚSTRIA METALURGICA E METALOMECÂNICA CENJOR - CENTRO PROTOCULAR DE FORMAÇÃO PROFISSIONAL PARA JORNALISTAS CEPRA - C.F.P. DA REPARAÇÃO AUTOMÓVEL CEQUAL - C.F.P. PARA A QUALIDADE CFPIC - C.F.P. DA INDÚSTRIA DO CALÇADO CFPIMM - C.F.P. DAS INDÚSTRIAS DE MADEIRA E MOBILIÁRIO CFPSA - C.F.P. DO SECTOR ALIMENTAR CICCOPN - C.F.P.INDÚSTRIA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS DO NORTE CILAN - C.F.P. PARA A INDÚSTRIA DE LANIFICIOS CINAGUA - C.F.P. INDÚSTRIA DE ENGARRAFAMENTO DAS ÁGUAS E TERMALISMO CINCORK - C.F.P. DA INDÚSTRIA DA CORTIÇA CINDOR - C.F.P.DA INDÚSTRIA DE OURIVESARIA E RELOJOARIA CINEL - C.F.P.DA INDÚSTRIA ELECTRÓNICA CINFU - C.F.P. DA INDÚSTRIA DA FUNDIÇÃO CITEFORMA - C.F.P. TRABALHADORES ESCRITÓRIO,COMÉRCIO,SERVIÇOS,NOVAS TECNOLOGIAS CITEX - CENTRO F.P. DA INDÚSTRIA TEXTIL CIVEC - CENTRO F.P.DA INDÚSTRIA DO VESTUÁRIO E CONFECÇÃO",34204446.0,EUR,unit,Lei orcamento para 2009.pdf,102,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | AGRICULTURA, DO DESENVOLVIMENTO RURAL E DAS PESCAS | OBRAS PÚBLICAS, TRANSPORTES E COMUNICAÇÕES | TRABALHO E SOLIDARIEDADE SOCIAL",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2009,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",29921043.0,EUR,unit,Lei orcamento para 2009.pdf,104,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAUDE | EDUCAÇÃO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),654236704.0,conflict_with_series
Portugal,2010,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,38977133.0,EUR,unit,Lei orcamento para 2010.pdf,78,"ECONOMIA, INOVAÇÃO E DESENVOLVIMENTO | AGRICULTURA, DO DESENVOLVIMENTO RURAL E DAS PESCAS | OBRAS PÚBLICAS, TRANSPORTE E COMUNICAÇÕES | AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2010,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",5470000.0,EUR,unit,Lei orcamento para 2010.pdf,80,"RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | EDUCAÇÃO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),501451988.0,conflict_with_series
Portugal,2010,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,38977133.0,EUR,unit,Lei orcamento para 2010.pdf,89,"OBRAS PÚBLICAS, TRANSPORTE E COMUNICAÇÕES | AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO | TRABALHO E SOLIDARIEDADE SOCIAL | SAUDE",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2010,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",5295030.0,EUR,unit,Lei orcamento para 2010.pdf,90,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAUDE | EDUCAÇÃO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),501451988.0,conflict_with_series
Portugal,2011,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,36794794.0,EUR,unit,Lei orcamento para 2011.pdf,82,"ECONOMIA, INOVAÇÃO E DESENVOLVIMENTO | AGRICULTURA, DO DESENVOLVIMENTO RURAL E DAS PESCAS | OBRAS PÚBLICAS, TRANSPORTE E COMUNICAÇÕES | AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2011,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",5044196.0,EUR,unit,Lei orcamento para 2011.pdf,84,"6122-(85) | RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | 15 CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2011,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,35886658.0,EUR,unit,Lei orcamento para 2011.pdf,93,"OBRAS PÚBLICAS, TRANSPORTE E COMUNICAÇÕES | AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO | TRABALHO E SOLIDARIEDADE SOCIAL | SAUDE",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2011,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",82335508.0,EUR,unit,Lei orcamento para 2011.pdf,94,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAUDE | EDUCAÇÃO | CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2012,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,6794020.0,EUR,unit,Lei orcamento para 2012.pdf,115,"RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | ECONOMIA E DO EMPREGO | AGRICULTURA, MAR, AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2012,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P. GABINETE DE GESTÃO FINANCEIRA",5105525.0,EUR,unit,Lei orcamento para 2012.pdf,117,"5538-(164) | RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | 11 EDUCAÇÃO E CIÊNCIA",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),394575542.0,conflict_with_series
Portugal,2012,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,30112820.0,EUR,unit,Lei orcamento para 2012.pdf,127,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | ECONOMIA E DO EMPREGO | AGRICULTURA, MAR, AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO | SAUDE",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2012,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P. GABINETE DE GESTÃO FINANCEIRA",3397180.0,EUR,unit,Lei orcamento para 2012.pdf,128,"DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM | ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAUDE | EDUCAÇÃO E CIÊNCIA",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),394575542.0,conflict_with_series
Portugal,2013,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,5994821.0,EUR,unit,Lei orcamento para 2013.pdf,119,"RECEITAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM ESPECIFICAÇÃO | DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | ECONOMIA E DO EMPREGO | AGRICULTURA, MAR, AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2013,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4100659.0,EUR,unit,Lei orcamento para 2013.pdf,120,"DAS RECEITAS GLOBAIS DE CADA SERVIÇO E FUNDO | AGRICULTURA, MAR, AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO | SAÚDE | EDUCAÇÃO E CIÊNCIA",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),420884807.0,conflict_with_series
Portugal,2013,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,30050258.0,EUR,unit,Lei orcamento para 2013.pdf,130,"ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | ECONOMIA E DO EMPREGO | AGRICULTURA, MAR, AMBIENTE E DO ORDENAMENTO DO TERRITÓRIO | SAÚDE",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2013,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4681388.0,EUR,unit,Lei orcamento para 2013.pdf,131,"DESPESAS DOS SERVIÇOS E FUNDOS AUTÓNOMOS, POR CLASSIFICAÇÃO ORGANICA, COM | ESPECIFICAÇÃO DAS DESPESAS GLOBAIS DE CADA SERVIÇO E FUNDO | SAÚDE | EDUCAÇÃO E CIÊNCIA",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),420884807.0,conflict_with_series
Portugal,2014,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,8140749.0,EUR,unit,Lei orcamento para 2014.pdf,109,DEFESA NACIONAL | ADMINISTRAÇÃO INTERNA | JUSTIÇA | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2014,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4044000.0,EUR,unit,Lei orcamento para 2014.pdf,111,7056-(168) | SAÚDE | EDUCAÇÃO E CIÊNCIA,deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2014,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,58314791.0,EUR,unit,Lei orcamento para 2014.pdf,121,"7056-(178) | ECONOMIA | AMBIENTE, DO ORDENAMENTO DO TERRITÓRIO E DA ENERGIA | AGRICULTURA E DO MAR",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2014,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",404198171.0,EUR,unit,Lei orcamento para 2014.pdf,123,7056-(180) | EDUCAÇÃO E CIÊNCIA,deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),,new_candidate
Portugal,2015,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,1254122.0,EUR,unit,Lei orcamento para 2015.pdf,107,DEFESA NACIONAL | ADMINISTRAÇÃO INTERNA | JUSTIÇA | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2015,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4004684.0,EUR,unit,Lei orcamento para 2015.pdf,110,6546-(183) | SAÚDE | EDUCAÇÃO E CIÊNCIA,deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),426506331.0,conflict_with_series
Portugal,2015,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,65587229.0,EUR,unit,Lei orcamento para 2015.pdf,122,"6546-(195) | ECONOMIA | AMBIENTE, DO ORDENAMENTO DO TERRITÓRIO E DA ENERGIA",deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2015,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4004684.0,EUR,unit,Lei orcamento para 2015.pdf,125,6546-(198) | SAÚDE | EDUCAÇÃO E CIÊNCIA,deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),426506331.0,conflict_with_series
Portugal,2016,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,2620337901.0,EUR,unit,Lei orcamento para 2016.pdf,93,2016-03-21 | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA | AMBIENTE,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2016,"AGENCIA NACIONAL DE INOVAÇAO, SA",12036533.0,EUR,unit,Lei orcamento para 2016.pdf,93,2016-03-21 | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA | AMBIENTE,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2016,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",425726708.0,EUR,unit,Lei orcamento para 2016.pdf,102,"1096-(103) | 2016-03-21 | CIENCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),425726708.0,match_series
Portugal,2016,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,46466908.0,EUR,unit,Lei orcamento para 2016.pdf,107,2016-03-21 | SAÚDE | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2016,"AGENCIA NACIONAL DE INOVAÇAO, SA",9399812.0,EUR,unit,Lei orcamento para 2016.pdf,108,1096-(109) | 2016-03-21 | ECONOMIA | AMBIENTE,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2018,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,14379130.0,EUR,unit,Lei orcamento para 2018.pdf,119,PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA | AMBIENTE,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2018,"AGENCIA NACIONAL DE INOVAÇAO, SA",2330440.0,EUR,unit,Lei orcamento para 2018.pdf,119,PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA | AMBIENTE,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2018,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",507718842.0,EUR,unit,Lei orcamento para 2018.pdf,129,"CIENCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),507718842.0,match_series
Portugal,2018,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,8103487.0,EUR,unit,Lei orcamento para 2018.pdf,134,SAÚDE | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2018,"AGENCIA NACIONAL DE INOVAÇAO, SA",12233793.0,EUR,unit,Lei orcamento para 2018.pdf,134,SAÚDE | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2019,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,8159007.0,EUR,unit,Lei orcamento para 2019.pdf,119,SAÚDE | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2019,"AGENCIA NACIONAL DE INOVAÇAO, SA",13915411.0,EUR,unit,Lei orcamento para 2019.pdf,119,SAÚDE | PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2019,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",4581293.0,EUR,unit,Lei orcamento para 2019.pdf,129,"ADMINISTRAÇÃO INTERNA | JUSTIÇA | CULTURA | CIENCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),560122571.0,conflict_with_series
Portugal,2019,LABORATÓRIO NACIONAL DE ENGENHARIA CIVIL,14546389.0,EUR,unit,Lei orcamento para 2019.pdf,135,PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,LNEC — Laboratório Nacional de Engenharia Civil (Portugal),,new_candidate
Portugal,2019,"AGENCIA NACIONAL DE INOVAÇAO, SA",2068804.0,EUR,unit,Lei orcamento para 2019.pdf,135,PLANEAMENTO E INFRAESTRUTURAS | ECONOMIA,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2020,"AGENCIA NACIONAL DE INOVAÇAO, SA",18289688.0,EUR,unit,Lei orcamento para 2020.pdf,219,2020-02-21 | ENCARGOS GERAIS DO ESTADO | PRESIDÊNCIA DO CONSELHO DE MINISTROS | ECONOMIA E TRANSIÇÃO DIGITAL,deterministic_map_parser,ANI — Agência Nacional de Inovação (Portugal),,new_candidate
Portugal,2020,"FUNDAÇÃO PARA A CIÊNCIA E TECNOLOGIA, I.P.",557463880.0,EUR,unit,Lei orcamento para 2020.pdf,222,"N.º 64 | 2020-02-21 | 12 CIENCIA, TECNOLOGIA E ENSINO SUPERIOR",deterministic_map_parser,FCT — Fundação para a Ciência e a Tecnologia (Portugal),557463880.0,match_series
