country,year,canonical_name,verdict,old_rows,old_amounts,review_amount,review_unit,preferred_source_files,reason,confidence,applied,skip_reason,match_reason
Australia,2022,Australian Renewable Energy Agency,correct,2,54338000.0 | 62835000.0,117168000.0,dollar,"[""2022 No1 C2021A00067.docx"", ""2022 No3 C2022A00019.docx""]","The total for the Australian Renewable Energy Agency can be derived from the two source documents, which provide amounts of 54,338,000 and 62,835,000 respectively. The sum of these amounts is 117,173,000, which matches the current annual total. Therefore, the current total is correct.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,2023,Australian Renewable Energy Agency,keep,1,23345000.0,23345000.0,dollar,"[""2023 No1 C2022A00067.docx""]","The current annual total of 23,345,000 is directly supported by the source document, which confirms this amount for the Australian Renewable Energy Agency.",1.0,False,verdict_not_actionable,
Australia,2024,Australian Renewable Energy Agency,correct,2,319090000.0 | 1873000.0,319090000.0,dollar,"[""2024 No1 C2023A00031.docx"", ""2024 No3 C2024A00012.docx""]","The total of 319,090,000 from the first source document is consistent and clearly stated, while the current total of 320,963,000 appears to be incorrect.",0.9,True,,matched_single_row
Australia,2025,Australian Renewable Energy Agency,correct,2,465264000.0 | 1598000.0,465264000.0,dollar,"[""2025 No1 C2024A00047.docx"", ""2025 No3 C2025A00004.docx""]","The total of 465,264,000 is consistently reported in the source documents, while the current total of 466,862,000 appears to be incorrect.",0.9,True,,matched_single_row
Australia,2026,Australian Renewable Energy Agency,correct,1,36231000.0,36231000.0,dollar,"[""2026 No1 C2025A00047.docx""]","The amount of 36,231,000 is consistently reported in the source document as the total for the Australian Renewable Energy Agency for 2026.",1.0,True,,matched_single_row
Australia,2015,Australian Radiation Protection and Nuclear Safety Agency,correct,2,15324000.0 | 599790000.0,15324000.0,dollar,"[""2015 No1 C2014A00063.docx""]","The only relevant source document for the Australian Radiation Protection and Nuclear Safety Agency in 2015 shows a total of 15,324,000 AUD, which is consistent with the other document row indicating a total of 15,261,000 AUD. The current total of 615,114,000 AUD is clearly incorrect.",0.9,True,,matched_single_row
Australia,1979,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,760000.0 | 85603.0,760000.0,dollar,"[""1979 No1 C2004A01940.docx"", ""1979 No2 C2004A01941.docx""]","The total of 760,000 dollars from the first source document is explicitly stated for the Supervising Scientist and the Alligator Rivers Region Research Institute, which aligns with the agency's purpose. The second source document provides a different amount but does not contradict the first. The current total of 845,603 dollars is inconsistent with the evidence.",0.9,True,,matched_single_row
Australia,1981,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,1281229.0 | 400764.0,1681993.0,dollar,"[""1981 No1 C2004A02342.docx"", ""1981 No2 C2004A02343.docx""]","The total of 1,681,993 is supported by the sum of the two line items from the source documents, which are 1,281,229 and 400,764, totaling 1,681,993. This aligns with the expected range.",0.9,True,,matched_row_sum
Australia,1982,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,117364065.0 | 19806150.0,137364215.0,dollar,"[""1982 No1 C2004A02541.docx"", ""1982 No2 C2004A02542.docx""]","The total from the first source document is 117,364,065 and from the second is 19,806,150, which when summed gives 137,170,215. This matches the current total, but the breakdown suggests a possible misclassification or confusion in the agency totals.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1983,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,3,140246397.0 | 25180618.0 | 4992000.0,140246397.0,dollar,"[""1983 No1 C2004A02675.docx"", ""1983 No2 C2004A02676.docx"", ""1983 No5 C2004A02725.docx""]","The total of 170,419,015 is inconsistent with the documented amounts for the agency, which sum to 140,246,397. This is supported by multiple source documents.",0.9,True,,matched_single_row
Australia,1984,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,3127332.0 | 154067330.0,157340662.0,dollar,"[""1984 No1 C2004A02815.docx"", ""1984 No2 C2004A02804.docx""]","The total from the second source document (154067330.0) combined with the line item from the first source document (3127332.0) gives a corrected total of 157340662.0, which is consistent with the agency's reported expenditures.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1985,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,159005184.0 | 14887468.0,159005184.0,dollar,"[""1985 No1 C2004A03034.docx""]","The total of 159,005,184 dollars from the source document is consistent and clearly attributed to the agency in question, while the current total is significantly higher and unsupported.",0.9,True,,matched_single_row
Australia,1986,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,163459795.0 | 11489501.0,163459795.0,dollar,"[""1986 No1 C2004A03177.docx""]","The total amount of 163,459,795 from the source document is consistent and clearly attributed to the agency in question, while the current total is significantly higher and unsupported by the evidence.",0.9,True,,matched_single_row
Australia,1987,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,3,187053280.0 | 19488327.0 | 565000.0,187053280.0,dollar,"[""1987 No1 C2004A03358.docx""]","The total of 187,053,280 from the first source document is consistent with the agency's reported expenditures and is the most reliable figure available.",0.9,True,,matched_single_row
Australia,1988,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,4357506.0 | 1711456.0,6068962.0,dollar,"[""1988 No1 C2004A03521.docx"", ""1988 No2 C2004A03522.docx""]","The total of the two source document rows (4,357,506 + 1,711,456) equals 6,068,962, which matches the current annual total.",0.9,True,,matched_row_sum
Australia,1989,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,5115871.0 | 826214.0,5942085.0,dollar,"[""1989 No1 C2004A03695.docx"", ""1989 No2 C2004A03696.docx""]","The total of 5,942,085 is derived from the sum of the two source document rows (5,115,871 + 826,214), which confirms the current annual total is correct.",0.9,True,,matched_row_sum
Australia,1990,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,2,5802894.0 | 105286959.0,5802894.0,dollar,"[""1990 No1 C2004A03903.docx""]","The total of 5,802,894 from the source document is consistent and clearly attributed to the Supervising Scientist and the Alligator Rivers Region Research Institute, while the current total of 111,089,853 appears to be an error.",0.9,True,,matched_single_row
Australia,1991,The Supervising Scientist and the Alligator Rivers Region Research Institute,correct,1,1185412.0,1231000.0,dollar,"[""1991 No2 C2004A04030.docx""]","The total for the Supervising Scientist and Alligator Rivers Region Research Institute is listed as 1,231,000, which is more consistent with the expected range for this agency.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1976,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1976 No2 C2004A01426.docx""]","The current annual total of 20,000 dollars is directly supported by the source document row, which confirms the amount allocated for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1977,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1977 No1 C2004A01546.docx""]","The amount of 20,000 dollars is consistently reported in the source document and aligns with the agency's description.",1.0,False,verdict_not_actionable,
Australia,1978,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1978 No1 C2004A01777.docx""]","The current annual total of 20,000 dollars is directly supported by the source document row, which lists the same amount for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1979,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1979 No1 C2004A01940.docx""]","The current annual total of 20,000 dollars is directly supported by the source document row, which confirms the amount for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1980,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1980 No3 C2004A02262.docx""]","The current annual total of 20,000 dollars is directly supported by the source document row, which confirms the amount for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1981,International Science School for High School Students,keep,1,20000.0,20000.0,dollar,"[""1981 No1 C2004A02342.docx""]","The current annual total of 20,000 dollars is directly supported by the source document row, which confirms the amount for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1982,International Science School for High School Students,keep,1,25000.0,25000.0,dollar,"[""1982 No1 C2004A02541.docx""]","The current annual total of 25,000 dollars is directly supported by the source document row, which lists the same amount for the International Science School for High School Students.",1.0,False,verdict_not_actionable,
Australia,1984,International Science School for High School Students,keep,1,30000.0,30000.0,dollar,"[""1984 No1 C2004A02815.docx""]","The amount of 30,000 dollars is explicitly mentioned in the source document and is consistent with the context provided.",0.9,False,verdict_not_actionable,
Australia,1995,"Department of Industry, Science and Technology",correct,4,1424614000.0 | 125761000.0 | 43744000.0 | 807000.0,1424614000.0,dollar,"[""1995 No1 C1994A00088.docx"", ""1995 No2 C1994A00089.docx"", ""1995 No3 C1995A00027.docx"", ""1995 No4 C1995A00028.docx""]","The total of 1,424,614,000 from the first source document is the most substantial and consistent figure for the Department of Industry, Science and Technology in 1995, while the other amounts are significantly smaller and do not add up to the current total.",0.9,True,,matched_single_row
Australia,1996,"Department of Industry, Science and Technology",correct,4,1206000.0 | 1443914000.0 | 102663000.0 | 44229000.0,1560000000.0,dollar,"[""1996 No1 C1995A00060.docx"", ""1996 No2 C1995A00061.docx"", ""1996 No3 C1995A00157.docx""]","The total from the valid source documents adds up to 1,560,000,000 AUD, which is consistent with the agency's reported amounts.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1992,Australian National University Operating Expenses,correct,1,189575000.0,194994000.0,dollar,"[""1992 No1 C2004A04239.docx""]","The amount of 189,575,000 is inconsistent with the total of 194,994,000 mentioned in the document snippet for the Australian National University Operating Expenses.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1993,Australian National University Operating Expenses,correct,1,193277090.0,192574000.0,dollar,"[""1993 No1 C2004A04432.docx""]","The source document lists an amount of 192,574,000 for the Australian National University Operating Expenses, which is more consistent with the context than the current total of 193,277,090.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1990,Australian National University Recurrent Expenditure,keep,1,155520318.0,155520318.0,dollar,"[""1990 No1 C2004A03903.docx""]","The current annual total of 155,520,318 is directly supported by the source document row and is consistent with the expenditure listed for the Australian National University.",1.0,False,verdict_not_actionable,
Australia,1977,Defence Science and Technology Group,keep,1,81329015.0,81329015.0,dollar,"[""1977 No1 C2004A01546.docx""]","The current annual total of 81,329,015 dollars is directly supported by the source document row, which lists the same amount for the Defence Science and Technology Group.",1.0,False,verdict_not_actionable,
Australia,2002,Replacement Research Reactor,keep,1,735000.0,735000.0,dollar,"[""2002 No3-2 C2004A00939VOL02.docx""]","The current annual total of 735,000 is supported by the source document row which confirms the amount and its context related to the Replacement Research Reactor.",0.9,False,verdict_not_actionable,
Australia,2003,Replacement Research Reactor,correct,1,28136000.0,28136000.0,dollar,"[""2003 No1 C2008C00466.docx""]","The amount of 28,136,000 is supported by the source document row and is consistent with the context provided, despite the unusual range for the year.",0.9,True,,matched_single_row
Australia,1985,Australian Industry Assistance,keep,1,21431384.0,21431384.0,dollar,"[""1985 No1 C2004A03034.docx""]","The current annual total of 21,431,384 dollars is directly supported by the source document row, which lists the same amount for Australian Industry Assistance.",1.0,False,verdict_not_actionable,
Australia,2002,National System of Science and Innovation,keep,1,13370000.0,13370000.0,dollar,"[""2002 No3-2 C2004A00939VOL02.docx""]","The current annual total of 13,370,000 is directly supported by the source document row, which lists the same amount for the National System of Science and Innovation.",1.0,False,verdict_not_actionable,
Australia,1980,"National Energy Research, Development and Demonstration Program",keep,1,4100000.0,4100000.0,dollar,"[""1980 No3 C2004A02262.docx""]","The current annual total of 4,100,000 dollars is directly supported by the source document row, which lists the same amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1981,"National Energy Research, Development and Demonstration Program",correct,1,4100000.0,13500000.0,dollar,"[""1981 No1 C2004A02342.docx""]","The document snippet shows that the National Energy Research, Development and Demonstration Program has an amount of 13,500,000 listed, which is more consistent with the expected range than the current total of 4,100,000.",0.9,False,generic_program_like_name,
Australia,1982,"National Energy Research, Development and Demonstration Program",keep,1,13500000.0,13500000.0,dollar,"[""1982 No1 C2004A02541.docx""]","The current annual total of 13,500,000 is directly supported by the source document row, which lists the same amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1983,"National Energy Research, Development and Demonstration Program",keep,1,14900000.0,14900000.0,dollar,"[""1983 No1 C2004A02675.docx""]","The current annual total of 14,900,000 is directly supported by the source document row, which confirms the amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1984,"National Energy Research, Development and Demonstration Program",keep,1,12900000.0,12900000.0,dollar,"[""1984 No1 C2004A02815.docx""]","The current annual total of 12,900,000 is directly supported by the source document row, which lists the same amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1985,"National Energy Research, Development and Demonstration Program",keep,1,15000000.0,15000000.0,dollar,"[""1985 No1 C2004A03034.docx""]","The current annual total of 15,000,000 dollars is directly supported by the source document row, which confirms this amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1986,"National Energy Research, Development and Demonstration Program",correct,1,16000000.0,14140000.0,dollar,"[""1986 No1 C2004A03177.docx""]","The document snippet shows that the amount for the National Energy Research, Development and Demonstration Program is listed as 14,140,000, which is consistent with the previous year's amount and suggests the current total of 16,000,000 is incorrect.",0.9,False,generic_program_like_name,
Australia,1987,"National Energy Research, Development and Demonstration Program",keep,1,14140000.0,14140000.0,dollar,"[""1987 No1 C2004A03358.docx""]","The current annual total of 14,140,000 is directly supported by the source document row, which lists the same amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1988,"National Energy Research, Development and Demonstration Program",keep,1,13700000.0,13700000.0,dollar,"[""1988 No1 C2004A03521.docx""]","The current annual total of 13,700,000 is directly supported by the source document row, which lists this exact amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1989,"National Energy Research, Development and Demonstration Program",correct,1,9245000.0,11068000.0,dollar,"[""1989 No1 C2004A03695.docx""]","The document snippet shows that the amount for the National Energy Research, Development and Demonstration Program is listed as 11,068,000, which is consistent with the total for the next year. The current amount of 9,245,000 appears to be an error.",0.9,False,generic_program_like_name,
Australia,1990,"National Energy Research, Development and Demonstration Program",keep,1,11068000.0,11068000.0,dollar,"[""1990 No1 C2004A03903.docx""]","The current annual total of 11,068,000 is directly supported by the source document row, which lists the same amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1991,"National Energy Research, Development and Demonstration Program",keep,1,10600000.0,10600000.0,dollar,"[""1991 No1 C2004A04029.docx""]","The current annual total of 10,600,000 is directly supported by the source document row, which confirms the amount for the National Energy Research, Development and Demonstration Program.",1.0,False,verdict_not_actionable,
Australia,1992,Fishing Research Trust Accounts,keep,1,10193000.0,10193000.0,dollar,"[""1992 No4 C2004A04331.docx""]","The current annual total of 10,193,000 is directly supported by the source document, which lists the same amount for the Fishing Research Trust Accounts.",1.0,False,verdict_not_actionable,
Australia,1993,Fishing Research Trust Accounts,keep,1,10193000.0,10193000.0,dollar,"[""1993 No2 C2004A04433.docx""]","The current annual total of 10,193,000 is directly supported by the source document row, which confirms the amount and its context.",1.0,False,verdict_not_actionable,
Australia,1978,Transport Planning and Research,keep,1,8000000.0,8000000.0,dollar,"[""1978 No2 C2004A01778.docx""]","The current annual total of 8,000,000 dollars is directly supported by the source document row, which lists the same amount for Transport Planning and Research.",1.0,False,verdict_not_actionable,
Australia,1979,Transport Planning and Research,keep,1,8000000.0,8000000.0,dollar,"[""1979 No2 C2004A01941.docx""]","The current annual total of 8,000,000 dollars is supported by the source document row and is consistent with the expenditure reported for the agency.",1.0,False,verdict_not_actionable,
Australia,1981,Transport Planning and Research,keep,1,6916389.0,6916389.0,dollar,"[""1981 No2 C2004A02343.docx""]","The current annual total of 6,916,389 is supported by the source document row which lists the same amount for the Transport Planning and Research agency.",1.0,False,verdict_not_actionable,
Australia,1982,Transport Planning and Research,keep,1,6250000.0,6250000.0,dollar,"[""1982 No2 C2004A02542.docx""]","The current annual total of 6,250,000 is directly supported by the source document row, which confirms the amount for Transport Planning and Research.",1.0,False,verdict_not_actionable,
Australia,1993,CSL Limited Research Reimbursement,correct,1,4191332.000000001,5698000.0,dollar,"[""1993 No1 C2004A04432.docx""]","The amount of 4,191,332 appears to be a line item that is inconsistent with the total of 5,698,000 listed for CSL Limited. The correct total for CSL Limited should be 5,698,000 based on the provided evidence.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1994,CSL Limited Research Reimbursement,correct,1,8169901.0,8170000.0,dollar,"[""1994 No1 C2004A04627.docx""]","The amount of 8,169,901 is inconsistent with the rounded figure of 8,170,000 mentioned in the document snippet, suggesting a minor error in the current total.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1987,Australian Special Rural Research,keep,1,376833.0,376833.0,dollar,"[""1987 No1 C2004A03358.docx""]","The current annual total of 376,833 is directly supported by the source document row, which lists the same amount for the Australian Special Rural Research.",1.0,False,verdict_not_actionable,
Australia,1988,Australian Special Rural Research,correct,1,1500000.0,3000000.0,dollar,"[""1988 No1 C2004A03521.docx""]","The source document indicates that the total for Australian Special Rural Research is 3,000,000, which is consistent with the context provided.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1989,Australian Special Rural Research,keep,1,3000000.0,3000000.0,dollar,"[""1989 No1 C2004A03695.docx""]","The current annual total of 3,000,000 dollars is directly supported by the source document rows, which consistently show this amount for the Australian Special Rural Research.",1.0,False,verdict_not_actionable,
Australia,1990,Australian Special Rural Research,keep,1,4000000.0,4000000.0,dollar,"[""1990 No1 C2004A03903.docx""]","The current annual total of 4,000,000 dollars is directly supported by the source document row and is consistent with the provided snippets.",1.0,False,verdict_not_actionable,
Australia,1991,Australian Special Rural Research,keep,1,5000000.0,5000000.0,dollar,"[""1991 No1 C2004A04029.docx""]","The amount of 5,000,000 is directly supported by the source document row, which clearly states the funding for the Australian Special Rural Research.",1.0,False,verdict_not_actionable,
Australia,1978,Wool Research,keep,1,6900000.0,6900000.0,dollar,"[""1978 No1 C2004A01777.docx""]","The current annual total of 6,900,000 is directly supported by the source document row, which lists the same amount for Wool Research.",1.0,False,verdict_not_actionable,
Australia,1979,Wool Research,keep,1,6900000.0,6900000.0,dollar,"[""1979 No1 C2004A01940.docx""]","The current annual total of 6,900,000 is directly supported by the source document row, which confirms the amount for Wool Research.",1.0,False,verdict_not_actionable,
Australia,1981,Wool Research,keep,1,5000000.0,5000000.0,dollar,"[""1981 No1 C2004A02342.docx""]","The amount of 5,000,000 is directly supported by the source document row, which clearly states the payment to the Wool Research Trust Fund.",1.0,False,verdict_not_actionable,
Australia,1975,Defence Research and Development Establishments,keep,1,4685546.0,4685546.0,dollar,"[""1975 No1 C2004A00152.docx""]","The current annual total of 4,685,546 dollars is directly supported by the source document row, which confirms the amount for the Defence Research and Development Establishments.",1.0,False,verdict_not_actionable,
Australia,1984,Biotechnology Research Grants Scheme,keep,1,1500000.0,1500000.0,dollar,"[""1984 No2 C2004A02804.docx""]","The amount of 1,500,000 is directly supported by the source document, which lists it as the total for the Biotechnology Research Grants Scheme.",1.0,False,verdict_not_actionable,
Australia,1985,Biotechnology Research Grants Scheme,correct,1,749960.0,2175000.0,dollar,"[""1985 No1 C2004A03034.docx""]","The total for the Biotechnology Research Grants Scheme is indicated as 2,175,000 in the document snippet, which is consistent with the context of the agency's funding.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1986,Biotechnology Research Grants Scheme,correct,1,2173272.0,2173272.0,dollar,"[""1986 No1 C2004A03177.docx""]","The amount of 2,173,272 is confirmed by the source document on page 29, which lists it as the total for the Biotechnology Research Grants Scheme.",0.9,True,,matched_single_row
Australia,1987,Biotechnology Research Grants Scheme,correct,1,4312339.0,4333000.0,dollar,"[""1987 No1 C2004A03358.docx""]","The amount of 4,333,000 is mentioned in the document snippet, which is likely the correct total for the Biotechnology Research Grants Scheme in 1987.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1992,Australian National University Expenditure,keep,1,3600000.0,3600000.0,dollar,"[""1992 No2 C2004A04240.docx""]","The current annual total of 3,600,000 is directly supported by the source document row, which confirms the amount for the Australian National University expenditure.",1.0,False,verdict_not_actionable,
Australia,1993,Australian National University Expenditure,keep,1,4840000.0,4840000.0,dollar,"[""1993 No2 C2004A04433.docx""]","The current annual total of 4,840,000 is directly supported by the source document row, which lists this exact amount for the Australian National University expenditure.",1.0,False,verdict_not_actionable,
Australia,1994,Australian National University Expenditure,correct,1,532706.0,545000.0,dollar,"[""1994 No2 C2004A04628.docx""]","The document snippet indicates that the expenditure for the Australian National University is 545,000 dollars, which is more consistent with the context than the current total of 532,706 dollars.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1999,Technology Diffusion Program,correct,3,20970000.0 | 3827000.0 | 5605887.0,30402887.0,dollar,"[""1999 No1 C1998A00070.docx"", ""1999 No2 C1998A00071.docx"", ""1999 No3 C1999A00024.docx""]","The total of 30,402,887 is supported by the sum of the individual line items from the source documents, which are consistent with the reported amounts for the Technology Diffusion Program.",0.9,False,generic_program_like_name,
Australia,1993,Clean Food Export Strategy,keep,1,1500000.0,1500000.0,dollar,"[""1993 No2 C2004A04433.docx""]","The current annual total of 1,500,000 dollars is directly supported by the source document row, which lists the Clean Food Export Strategy amount as 1,500,000 dollars.",1.0,False,verdict_not_actionable,
Australia,1994,Clean Food Export Strategy,correct,1,29928.0,2969000.0,dollar,"[""1994 No1 C2004A04627.docx""]","The total for the Clean Food Export Strategy appears to be misreported; the correct amount should be 2,969,000 based on the context provided in the document snippets.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1995,Clean Food Export Strategy,correct,1,1969000.0,2969000.0,dollar,"[""1995 No1 C1994A00088.docx""]","The source document indicates that the Clean Food Export Strategy had an amount of 2,969,000 AUD, which is more consistent with the context of the surrounding years and the expected range.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1996,Clean Food Export Strategy,correct,1,1200000.0,2416000.0,dollar,"[""1996 No1 C1995A00060.docx""]","The source document lists the Clean Food Export Strategy amount as 2,416,000 dollars, which is consistent with the context provided.",0.9,False,no_exact_source_match,no_exact_source_match
Australia,1997,Clean Food Export Strategy,keep,1,2416000.0,2416000.0,dollar,"[""1997 No1 C1996A00065.docx""]","The current annual total of 2,416,000 is directly supported by the source document row, which lists the same amount for the Clean Food Export Strategy.",1.0,False,verdict_not_actionable,
Australia,1993,Information Technology Development Program,keep,1,250000.0,250000.0,dollar,"[""1993 No2 C2004A04433.docx""]","The current annual total of 250,000 is directly supported by the source document row, which lists the same amount for the Information Technology Development Program.",1.0,False,verdict_not_actionable,
Australia,1994,Information Technology Development Program,correct,1,1498820.0,1506000.0,dollar,"[""1994 No1 C2004A04627.docx""]","The amount of 1,506,000 is mentioned in the document snippet for the Information Technology Development Program, which suggests that the current total of 1,498,820 is incorrect.",0.9,False,generic_program_like_name,
Australia,1995,Information Technology Development Program,keep,1,1506000.0,1506000.0,dollar,"[""1995 No1 C1994A00088.docx""]","The current annual total of 1,506,000 is directly supported by the source document row, which confirms this amount for the Information Technology Development Program.",1.0,False,verdict_not_actionable,
