country,year,source_file,run_status,run_log_rows_extracted,docx_results_rows,docx_audit_in_series_rows,extracted_entities,missing_agencies_from_queue,year_issue_label,year_document_change_flag,country_document_change_signal,document_change_note,diagnosis_excerpt,recommended_action
Slovenia,2005,2005 RS_-2003-130-05511-OB~P001-0000.pdf,ok,27,27,1,Mladi raziskovalci,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2005,2005 RS_-2003-130-05511-OB~P002-0000.pdf,ok,14,14,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2005,2005.pdf,ok,0,0,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,document ran but returned zero rows,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",The standalone file behaves like a legal-wrapper/auxiliary document and produced zero extracted rows.,Ignore this source for backfilling; rely on audited annex evidence only.
Slovenia,2006,2006 2007 u2005116.pdf,ok,107,107,3,"Mladi raziskovalci | Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2006,2006 u2005116.pdf,ok,99,99,4,0503 - Programi v podporo znanosti | Mladi raziskovalci,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2007,2007 RS_-2005-116-05136-OB~P001-0000.pdf,ok,0,0,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,document ran but returned zero rows,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",The standalone file behaves like a legal-wrapper/auxiliary document and produced zero extracted rows.,Ignore this source for backfilling; rely on audited annex evidence only.
Slovenia,2007,2007 RS_-2005-116-05136-OB~P002-0000.pdf,ok,31,31,1,"Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2007,2007 RS_-2005-116-05136-OB~P003-0000.pdf,ok,22,22,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2008,2008 2009.pdf,ok,131,131,1,"Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2008,2008 u2007114.pdf,ok,143,143,5,"Mladi raziskovalci | Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2009,2009 RS_-2007-114-05699-OB~P001-0000.pdf,ok,0,0,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,document ran but returned zero rows,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",The standalone file behaves like a legal-wrapper/auxiliary document and produced zero extracted rows.,Ignore this source for backfilling; rely on audited annex evidence only.
Slovenia,2009,2009 RS_-2007-114-05699-OB~P002-0000.pdf,ok,37,37,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2009,2009 RS_-2007-114-05699-OB~P003-0000.pdf,ok,25,25,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2010,2010 u2009099.pdf,ok,65,65,1,CRP za ARRS,ARRS — Agencija za raziskovalno dejavnost Republike Slovenije,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","2010 extracts CRP za ARRS, not the Delovanje ARRS/ARIS operating appropriation used by the audited ARRS series.",Manual original-PDF verification would be needed; do not auto-fill ARRS from CRP za ARRS.
Slovenia,2011,2011 2012 u2010096.pdf,ok,92,92,0,,SAZU — Slovenska akademija znanosti in umetnosti,document changed structure,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",2011/2012 source family does not expose a defendable SAZU institution-total row in the current extraction.,Keep the gap unless an institution-total SAZU row is manually verified in the original budget table.
Slovenia,2011,2011 u2010096.pdf,ok,91,0,0,,SAZU — Slovenska akademija znanosti in umetnosti,document changed structure,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",2011/2012 source family does not expose a defendable SAZU institution-total row in the current extraction.,Keep the gap unless an institution-total SAZU row is manually verified in the original budget table.
Slovenia,2012,2012 RS_-2010-096-05013-OB~P001-0000.pdf,ok,0,0,0,,SAZU — Slovenska akademija znanosti in umetnosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","2012 only yields SAZU sub-lines such as donations, investments, and support activities, not the institution total kept elsewhere.",Do not sum SAZU sub-lines into a synthetic institution total; manual audit only.
Slovenia,2012,2012 RS_-2010-096-05013-OB~P002-0000.pdf,ok,24,12,0,,SAZU — Slovenska akademija znanosti in umetnosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","2012 only yields SAZU sub-lines such as donations, investments, and support activities, not the institution total kept elsewhere.",Do not sum SAZU sub-lines into a synthetic institution total; manual audit only.
Slovenia,2012,2012 RS_-2010-096-05013-OB~P003-0000.pdf,ok,50,32,3,Donacije SAZU | Investicije SAZU | Podporne dejavnosti - SAZU,SAZU — Slovenska akademija znanosti in umetnosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","2012 only yields SAZU sub-lines such as donations, investments, and support activities, not the institution total kept elsewhere.",Do not sum SAZU sub-lines into a synthetic institution total; manual audit only.
Slovenia,2013,2013 u2012104.pdf,ok,176,89,9,"050304 ýlanske nagrade akademikom | MLADI RAZISKOVALCI, MOBILNOST IN SPODBUDITE NAJBOLJŠIM RAZISKOVALCEM | Mladi raziskovalci, mobilnost in spodbude najboljšim raziskovalcem | Mladi raziskovalci, mobilnost, spodbude | ČLOVEŠKI VIRI V PODPORO ZNANOSTI | Človeški viri v podporo znanosti",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2015,2015 RS_-2013-102-03719-OB~P001-0000.pdf,ok,0,0,0,,Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,document ran but returned zero rows,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.",The standalone file behaves like a legal-wrapper/auxiliary document and produced zero extracted rows.,Ignore this source for backfilling; rely on audited annex evidence only.
Slovenia,2015,2015 RS_-2013-102-03719-OB~P002-0000.pdf,ok,16,12,2,"Mladi raziskovalci, mobilnost in spodbude najboljšim raziskovalcem | Človeški viri v podporo znanosti",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2015,2015 RS_-2013-102-03719-OB~P003-0000.pdf,ok,130,69,3,"Mladi raziskovalci | Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","The file yields generic 0503 support bundles, zero totals, SAZU support activity, or implausible package lines rather than a stable annual young-researchers appropriation.",Keep the gap unless a defendable annual 050302 / young-researchers line is manually verified from the original budget table.
Slovenia,2025,2025 u2024104.pdf,ok,410,205,6,"0503 Človeški viri v podporo znanosti / Mladi raziskovalci | 0503 človeški viri v podporo znanosti | 050301 Podporna dejavnost Slovenske akademije znanosti in umetnosti | Mladi raziskovalci, mobilnost, spodbude",Programme 0503 — Mladi raziskovalci / Človeški viri v podporo znanosti,extracted rows exist but are not making it into the final series,True,True,"Slovenia uses a conservative audited panel: unresolved gaps are mostly comparability issues, misfiled/legal-wrapper sources, or sub-lines that are not defendable annual institutional totals.","2025 exposes generic 0503 totals and bundled support lines, but not a clearly defendable annual 050302 young-researchers line comparable with the retained modern series.",Keep the gap unless a manual audit isolates a defendable 050302 young-researchers amount in the original PDF.
